"Ethnicity",""
"All","7.54"
"Bangladeshi","7.64"
"Chinese","7.53"
"Indian","7.67"
"Pakistani","7.57"
"Asian other","7.77"
"Black","7.52"
"Mixed","7.32"
"White","7.54"
"White Gypsy / Traveller","?"
"Arab","7.18"
"Other","7.56"
