"Ethnicity","Local authority","%"
"Other","Milton Keynes","61"
"Other","Newcastle upon Tyne","75"
"Other","Newham","83"
"Other","Norfolk","81"
"Other","North East Lincolnshire","61"
"Other","North Lincolnshire","50"
"Other","North Somerset","100"
"Other","North Tyneside","67"
"Other","North Yorkshire","62"
"Other","Northamptonshire","72"
"Other","Northumberland","70"
"Other","Nottingham","71"
"Other","Nottinghamshire","78"
"Other","Oldham","55"
"Other","Oxfordshire","78"
"Other","Peterborough","66"
"Other","Plymouth","72"
"Other","Portsmouth","76"
"Other","Reading","74"
"Other","Redbridge","79"
"Other","Redcar and Cleveland","44"
"Other","Richmond upon Thames","85"
"Other","Rochdale","67"
"Other","Rotherham","58"
"Other","Rutland","75"
"Other","Salford","66"
"Other","Sandwell","62"
"Other","Sefton","43"
"Other","Sheffield","73"
"Other","Shropshire","75"
"Other","Slough","78"
"Other","Solihull","87"
"Other","Somerset","63"
"Other","South Gloucestershire","85"
"Other","South Tyneside","90"
"Other","Southampton","73"
"Other","Southend-on-Sea","64"
"Other","Southwark","75"
"Other","St. Helens","30"
"Other","Staffordshire","65"
"Other","Stockport","72"
"Other","Stockton-on-Tees","57"
"Other","Stoke-on-Trent","67"
"Other","Suffolk","78"
"Other","Sunderland","80"
"Other","Surrey","84"
"Other","Sutton","80"
"Other","Swindon","89"
"Other","Tameside","69"
"Other","Telford and Wrekin","78"
"Other","Thurrock","82"
"Other","Torbay","80"
"Other","Tower Hamlets","76"
"Other","Trafford","82"
"Other","Wakefield","72"
"Other","Walsall","65"
"Other","Waltham Forest","83"
"Other","Wandsworth","67"
"Other","Warrington","81"
"Other","Warwickshire","73"
"Other","West Berkshire","69"
"Other","West Sussex","79"
"Other","Westminster","80"
"Other","Wigan","65"
"Other","Wiltshire","91"
"Other","Windsor and Maidenhead","86"
"Other","Wirral","65"
"Other","Wokingham","87"
"Other","Wolverhampton","63"
"Other","Worcestershire","76"
"Other","York","71"
