"Ethnicity","geography","%"
"White","All","19.4"
"White","London","21.6"
"White","Midlands & East","18.1"
"White","North","19.9"
"White","South","19.3"
"Other than White","All","13.4"
"Other than White","London","13.3"
"Other than White","Midlands & East","13.2"
"Other than White","North","14.3"
"Other than White","South","13.2"
