"Ethnicity",""
"All","7.70"
"Bangladeshi","7.53"
"Chinese","7.60"
"Indian","7.79"
"Pakistani","7.67"
"Asian other","7.78"
"Black","7.32"
"Mixed","7.35"
"White","7.72"
"White Gypsy / Traveller","?"
"Arab","7.61"
"Other","7.54"
