"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","0.3","912","0.22","0.38"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","-0.09","2900","-0.14","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","Boys","All Pupils","-0.39","1394","-0.45","-0.32"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","Girls","All Pupils","0.18","1506","0.12","0.24"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","0.42","234","0.26","0.59"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","0.18","115","-0.05","0.41"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","0.66","119","0.43","0.89"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","0.06","296","-0.08","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","-0.21","146","-0.42","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","0.33","150","0.13","0.53"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","1.08","11","0.34","1.83"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","0.97","2","-0.78","2.71"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","1.11","9","0.29","1.93"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","0.01","234","-0.15","0.18"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","-0.25","114","-0.48","-0.02"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","0.27","120","0.04","0.49"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","-0.2","2062","-0.26","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","-0.51","990","-0.59","-0.43"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","0.08","1072","0","0.15"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","All Pupils","All Pupils","-0.09","2027","-0.15","-0.04"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","Boys","All Pupils","-0.28","999","-0.36","-0.21"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","Girls","All Pupils","0.09","1028","0.02","0.17"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","0.59","28","0.12","1.06"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","0.44","15","-0.2","1.08"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","0.77","13","0.09","1.46"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","0.28","15","-0.35","0.92"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","0.32","9","-0.51","1.14"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","0.24","6","-0.77","1.25"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","-0.12","2","-1.87","1.63"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","-0.12","2","-1.87","1.63"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","0.03","50","-0.32","0.38"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","-0.19","25","-0.69","0.3"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","0.24","25","-0.25","0.74"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","-0.11","1925","-0.17","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","-0.3","946","-0.38","-0.22"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","0.08","979","0","0.16"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","-0.18","2428","-0.23","-0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","-0.43","1229","-0.51","-0.36"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.08","1199","0","0.15"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","0.62","68","0.32","0.92"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","0.33","27","-0.15","0.8"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.82","41","0.43","1.2"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","0.03","32","-0.4","0.47"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","-0.21","22","-0.74","0.32"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.58","10","-0.21","1.36"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","-0.19","4","-1.43","1.04"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","-0.89","2","-2.64","0.86"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.51","2","-1.24","2.25"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","-0.31","96","-0.56","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","-0.81","48","-1.17","-0.46"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.2","48","-0.16","0.56"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","-0.21","2203","-0.26","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","-0.44","1119","-0.52","-0.37"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","0.04","1084","-0.04","0.11"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","All Pupils","All Pupils","-0.32","2395","-0.37","-0.27"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","Boys","All Pupils","-0.54","1223","-0.61","-0.47"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","Girls","All Pupils","-0.09","1172","-0.17","-0.02"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","1.06","18","0.47","1.64"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","1.03","7","0.1","1.97"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","1.07","11","0.32","1.82"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","1.2","11","0.45","1.94"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","0.73","5","-0.38","1.84"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","1.59","6","0.58","2.6"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","0.96","9","0.14","1.79"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","0.94","6","-0.07","1.95"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","1.01","3","-0.42","2.43"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","-0.51","44","-0.88","-0.14"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","-0.43","22","-0.96","0.1"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","-0.59","22","-1.12","-0.06"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","-0.35","2277","-0.4","-0.29"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","-0.57","1163","-0.64","-0.5"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","-0.11","1114","-0.18","-0.04"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","All Pupils","All Pupils","-0.07","1361","-0.14","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","Boys","All Pupils","-0.22","698","-0.32","-0.13"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","Girls","All Pupils","0.08","663","-0.02","0.18"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","1.13","17","0.53","1.73"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","1.03","4","-0.21","2.27"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Girls","All Pupils","1.16","13","0.47","1.84"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","1.16","3","-0.27","2.59"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","1.16","3","-0.27","2.59"
