"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Age_group","NS-SEC","Income_band","Region","Value","Numerator","Denominator","Sample_size"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£400 to £499","All","60.9","1077","1768","2139"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£500 to £599","All","66.5","1076","1619","1866"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£600 to £699","All","72.4","1128","1559","1784"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£700 to £799","All","76.6","988","1289","1453"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£800 to £899","All","79.9","889","1113","1200"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£900 to £999","All","79.8","711","891","1001"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","£1000 and above","All","85.9","3921","4562","4753"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","White British","White British and Other","England","All","All","All Income","All","67.8","12680","18695","21845"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","Up to £99","All","3.4","2","51","56"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£100 to £199","All","18.2","56","305","371"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£200 to £299","All","28.7","122","425","502"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£300 to £399","All","28.5","137","481","550"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£400 to £499","All","31.9","121","378","447"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£500 to £599","All","30.1","116","386","435"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£600 to £699","All","40.5","144","354","383"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£700 to £799","All","42.7","115","269","274"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£800 to £899","All","43.5","107","245","234"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£900 to £999","All","61.6","115","186","180"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","£1000 and above","All","58.8","573","975","943"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","Other than White British","White British and Other","England","All","All","All Income","All","39.6","1606","4056","4375"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","Up to £99","All","14.9","37","247","298"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£100 to £199","All","35.4","648","1829","2430"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£200 to £299","All","46.3","1132","2446","3200"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£300 to £399","All","52.7","1390","2635","3200"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£400 to £499","All","55.8","1198","2146","2586"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£500 to £599","All","59.5","1192","2005","2301"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£600 to £699","All","66.5","1271","1913","2167"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£700 to £799","All","70.8","1102","1558","1727"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£800 to £899","All","73.3","996","1358","1434"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£900 to £999","All","76.7","826","1077","1181"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","£1000 and above","All","81.2","4494","5536","5696"
"Percentage of households who own their home","2015-16 and 2016-17","Two years","All","White British and Other","England","All","All","All Income","All","62.8","14286","22751","26220"
