"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White","O-Q: Other services","SIC 92","6.4","%","25873400","1658500","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White","Workplace outside UK","SIC 92","0.0","%","25873400","5000","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","A-B: Agriculture & fishing","SIC 92","1.4","%","24135100","345500","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","C,E: Energy & water","SIC 92","1.2","%","24135100","289000","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","D: Manufacturing","SIC 92","13.0","%","24135100","3142900","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","F: Construction","SIC 92","8.4","%","24135100","2036000","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","G-H: Distribution, hotels & restaurants","SIC 92","18.3","%","24135100","4428000","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","I: Transport & communication","SIC 92","6.5","%","24135100","1576700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","J-K: Banking, finance & insurance etc","SIC 92","16.1","%","24135100","3892300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","L-N: Public admin, educ & health","SIC 92","28.5","%","24135100","6885100","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","O-Q: Other services","SIC 92","6.4","%","24135100","1535500","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White British","Workplace outside UK","SIC 92","0.0","%","24135100","4100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","A-B: Agriculture & fishing","SIC 92","1.1","%","1738400","18600","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","C,E: Energy & water","SIC 92","0.8","%","1738400","14000","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","D: Manufacturing","SIC 92","13.7","%","1738400","238400","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","F: Construction","SIC 92","8.4","%","1738400","146100","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","G-H: Distribution, hotels & restaurants","SIC 92","19.4","%","1738400","337800","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","I: Transport & communication","SIC 92","6.9","%","1738400","119200","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","J-K: Banking, finance & insurance etc","SIC 92","19.1","%","1738400","332500","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","L-N: Public admin, educ & health","SIC 92","23.5","%","1738400","408000","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","O-Q: Other services","SIC 92","7.1","%","1738400","123100","3.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2007","Year","White Other","Workplace outside UK","SIC 92","-","%","1738400","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","A-B: Agriculture & fishing","SIC 92","1.4","%","28527100","404000","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","C,E: Energy & water","SIC 92","1.2","%","28527100","337200","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","D: Manufacturing","SIC 92","12.1","%","28527100","3459100","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","F: Construction","SIC 92","8.1","%","28527100","2311400","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","G-H: Distribution, hotels & restaurants","SIC 92","19.0","%","28527100","5418500","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","I: Transport & communication","SIC 92","6.9","%","28527100","1955100","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","J-K: Banking, finance & insurance etc","SIC 92","16.5","%","28527100","4704100","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","L-N: Public admin, educ & health","SIC 92","28.6","%","28527100","8155100","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","O-Q: Other services","SIC 92","6.2","%","28527100","1778100","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","All","Workplace outside UK","SIC 92","0.0","%","28527100","4400","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","A-B: Agriculture & fishing","SIC 92","0.1","%","1409500","1300","3.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","C,E: Energy & water","SIC 92","0.9","%","1409500","12800","4.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","D: Manufacturing","SIC 92","9.8","%","1409500","137500","3.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","F: Construction","SIC 92","2.6","%","1409500","36000","4.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","G-H: Distribution, hotels & restaurants","SIC 92","27.7","%","1409500","390600","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","I: Transport & communication","SIC 92","11.1","%","1409500","156700","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","J-K: Banking, finance & insurance etc","SIC 92","19.4","%","1409500","273400","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","L-N: Public admin, educ & health","SIC 92","25.1","%","1409500","354100","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","O-Q: Other services","SIC 92","3.3","%","1409500","47000","4.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Asian","Workplace outside UK","SIC 92","-","%","1409500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","A-B: Agriculture & fishing","SIC 92","0.2","%","623500","1200","6.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","C,E: Energy & water","SIC 92","1.0","%","623500","6500","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","D: Manufacturing","SIC 92","6.7","%","623500","41500","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","F: Construction","SIC 92","3.8","%","623500","23800","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","G-H: Distribution, hotels & restaurants","SIC 92","16.0","%","623500","99700","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","I: Transport & communication","SIC 92","8.3","%","623500","51700","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","J-K: Banking, finance & insurance etc","SIC 92","19.1","%","623500","119100","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","L-N: Public admin, educ & health","SIC 92","38.8","%","623500","242100","4.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","O-Q: Other services","SIC 92","6.1","%","623500","38000","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Black","Workplace outside UK","SIC 92","-","%","623500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","A-B: Agriculture & fishing","SIC 92","-","%","639000","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","C,E: Energy & water","SIC 92","1.3","%","639000","8300","6.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","D: Manufacturing","SIC 92","10.5","%","639000","66900","5.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","F: Construction","SIC 92","3.6","%","639000","23300","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","G-H: Distribution, hotels & restaurants","SIC 92","22.2","%","639000","142100","5.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","I: Transport & communication","SIC 92","9.7","%","639000","62300","5.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","J-K: Banking, finance & insurance etc","SIC 92","22.8","%","639000","145900","5.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","L-N: Public admin, educ & health","SIC 92","26.6","%","639000","170100","4.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","O-Q: Other services","SIC 92","3.1","%","639000","19600","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Indian","Workplace outside UK","SIC 92","-","%","639000","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","A-B: Agriculture & fishing","SIC 92","0.5","%","195000","900","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","C,E: Energy & water","SIC 92","0.9","%","195000","1700","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","D: Manufacturing","SIC 92","7.7","%","195000","15000","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","F: Construction","SIC 92","4.4","%","195000","8600","9.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","G-H: Distribution, hotels & restaurants","SIC 92","24.0","%","195000","46700","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","I: Transport & communication","SIC 92","5.3","%","195000","10400","8.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","J-K: Banking, finance & insurance etc","SIC 92","20.4","%","195000","39800","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","L-N: Public admin, educ & health","SIC 92","27.2","%","195000","53100","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","O-Q: Other services","SIC 92","9.6","%","195000","18700","9.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Mixed/Multiple ethnic groups","Workplace outside UK","SIC 92","-","%","195000","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","A-B: Agriculture & fishing","SIC 92","-","%","373900","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","C,E: Energy & water","SIC 92","0.9","%","373900","3200","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","D: Manufacturing","SIC 92","8.5","%","373900","31600","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","F: Construction","SIC 92","1.3","%","373900","5000","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","G-H: Distribution, hotels & restaurants","SIC 92","32.3","%","373900","120700","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","I: Transport & communication","SIC 92","7.2","%","373900","26800","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","J-K: Banking, finance & insurance etc","SIC 92","17.1","%","373900","63800","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","L-N: Public admin, educ & health","SIC 92","28.2","%","373900","105300","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","O-Q: Other services","SIC 92","4.6","%","373900","17100","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other Asian (inc. Chinese)","Workplace outside UK","SIC 92","-","%","373900","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","A-B: Agriculture & fishing","SIC 92","0.2","%","401100","1000","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","C,E: Energy & water","SIC 92","0.9","%","401100","3700","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","D: Manufacturing","SIC 92","9.2","%","401100","37000","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","F: Construction","SIC 92","4.4","%","401100","17700","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","G-H: Distribution, hotels & restaurants","SIC 92","24.8","%","401100","99400","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","I: Transport & communication","SIC 92","7.8","%","401100","31400","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","J-K: Banking, finance & insurance etc","SIC 92","20.0","%","401100","80300","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","L-N: Public admin, educ & health","SIC 92","25.8","%","401100","103600","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","O-Q: Other services","SIC 92","6.7","%","401100","27000","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Other ethnic group","Workplace outside UK","SIC 92","-","%","401100","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","A-B: Agriculture & fishing","SIC 92","-","%","396500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","C,E: Energy & water","SIC 92","0.3","%","396500","1300","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","D: Manufacturing","SIC 92","9.8","%","396500","38900","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","F: Construction","SIC 92","1.9","%","396500","7700","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","G-H: Distribution, hotels & restaurants","SIC 92","32.2","%","396500","127700","6.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","I: Transport & communication","SIC 92","17.1","%","396500","67700","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","J-K: Banking, finance & insurance etc","SIC 92","16.1","%","396500","63800","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","L-N: Public admin, educ & health","SIC 92","19.8","%","396500","78700","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","O-Q: Other services","SIC 92","2.6","%","396500","10300","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","Pakistani/ Bangladehsi","Workplace outside UK","SIC 92","-","%","396500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","A-B: Agriculture & fishing","SIC 92","1.5","%","25898100","399700","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","C,E: Energy & water","SIC 92","1.2","%","25898100","312500","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","D: Manufacturing","SIC 92","12.5","%","25898100","3228100","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","F: Construction","SIC 92","8.6","%","25898100","2225300","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","G-H: Distribution, hotels & restaurants","SIC 92","18.5","%","25898100","4782100","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","I: Transport & communication","SIC 92","6.6","%","25898100","1704900","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","J-K: Banking, finance & insurance etc","SIC 92","16.2","%","25898100","4191500","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","L-N: Public admin, educ & health","SIC 92","28.6","%","25898100","7402200","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","O-Q: Other services","SIC 92","6.4","%","25898100","1647400","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White","Workplace outside UK","SIC 92","0.0","%","25898100","4400","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","A-B: Agriculture & fishing","SIC 92","1.5","%","24075900","368400","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","C,E: Energy & water","SIC 92","1.2","%","24075900","293900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","D: Manufacturing","SIC 92","12.4","%","24075900","2975800","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","F: Construction","SIC 92","8.6","%","24075900","2058500","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","G-H: Distribution, hotels & restaurants","SIC 92","18.4","%","24075900","4425300","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","I: Transport & communication","SIC 92","6.6","%","24075900","1589900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","J-K: Banking, finance & insurance etc","SIC 92","15.9","%","24075900","3834100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","L-N: Public admin, educ & health","SIC 92","29.1","%","24075900","6999300","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","O-Q: Other services","SIC 92","6.3","%","24075900","1526900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White British","Workplace outside UK","SIC 92","0.0","%","24075900","3800","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","A-B: Agriculture & fishing","SIC 92","1.7","%","1822200","31200","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","C,E: Energy & water","SIC 92","1.0","%","1822200","18700","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","D: Manufacturing","SIC 92","13.8","%","1822200","252300","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","F: Construction","SIC 92","9.1","%","1822200","166700","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","G-H: Distribution, hotels & restaurants","SIC 92","19.6","%","1822200","356700","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","I: Transport & communication","SIC 92","6.3","%","1822200","115000","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","J-K: Banking, finance & insurance etc","SIC 92","19.6","%","1822200","357500","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","L-N: Public admin, educ & health","SIC 92","22.1","%","1822200","402900","2.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","O-Q: Other services","SIC 92","6.6","%","1822200","120500","3.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2008","Year","White Other","Workplace outside UK","SIC 92","-","%","1822200","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Agriculture, forestry and fishing","SIC 07","1.1","%","28051300","298700","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Energy and water","SIC 07","1.7","%","28051300","470900","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Manufacturing","SIC 07","9.9","%","28051300","2768300","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Construction","SIC 07","8.0","%","28051300","2255400","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Distribution, hotels and restaurants","SIC 07","18.6","%","28051300","5230600","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Transport and communication","SIC 07","8.7","%","28051300","2432000","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Banking and finance","SIC 07","16.3","%","28051300","4563500","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Public admin, education and health","SIC 07","30.1","%","28051300","8445200","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","All","Other services","SIC 07","5.7","%","28051300","1586700","0.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Agriculture, forestry and fishing","SIC 07","0.1","%","1459000","1900","4.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Energy and water","SIC 07","0.7","%","1459000","10300","3.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Manufacturing","SIC 07","7.9","%","1459000","115000","3.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Construction","SIC 07","3.1","%","1459000","45900","4.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Distribution, hotels and restaurants","SIC 07","28.0","%","1459000","407900","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Transport and communication","SIC 07","14.0","%","1459000","205000","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Banking and finance","SIC 07","16.3","%","1459000","237900","3.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Public admin, education and health","SIC 07","26.7","%","1459000","388900","3.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Asian","Other services","SIC 07","3.2","%","1459000","46300","4.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Agriculture, forestry and fishing","SIC 07","-","%","615300","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Energy and water","SIC 07","1.1","%","615300","6500","6.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Manufacturing","SIC 07","5.1","%","615300","31400","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Construction","SIC 07","4.4","%","615300","27100","6.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Distribution, hotels and restaurants","SIC 07","16.1","%","615300","99300","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Transport and communication","SIC 07","9.9","%","615300","60600","6.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Banking and finance","SIC 07","15.6","%","615300","96000","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Public admin, education and health","SIC 07","42.7","%","615300","262500","4.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Black","Other services","SIC 07","5.1","%","615300","31400","6.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Agriculture, forestry and fishing","SIC 07","0.1","%","668200","900","5.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Energy and water","SIC 07","0.9","%","668200","6000","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Manufacturing","SIC 07","9.3","%","668200","62000","5.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Construction","SIC 07","4.0","%","668200","26900","6.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Distribution, hotels and restaurants","SIC 07","21.5","%","668200","143900","5.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Transport and communication","SIC 07","14.9","%","668200","99300","5.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Banking and finance","SIC 07","17.4","%","668200","116500","5.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Public admin, education and health","SIC 07","28.7","%","668200","191800","4.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Indian","Other services","SIC 07","3.1","%","668200","20900","5.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Agriculture, forestry and fishing","SIC 07","-","%","210700","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Energy and water","SIC 07","0.5","%","210700","1100","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Manufacturing","SIC 07","7.2","%","210700","15200","8.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Construction","SIC 07","5.2","%","210700","11000","8.9","","","","","","","","","","","","","",""
