"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Distribution, hotels and restaurants","SIC 07","20.6","%","210700","43400","8.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Transport and communication","SIC 07","7.5","%","210700","15900","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Banking and finance","SIC 07","21.2","%","210700","44600","8.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Public admin, education and health","SIC 07","30.9","%","210700","65100","7.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Mixed/Multiple ethnic groups","Other services","SIC 07","6.8","%","210700","14400","8.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Agriculture, forestry and fishing","SIC 07","-","%","372300","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Energy and water","SIC 07","0.6","%","372300","2400","7.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Manufacturing","SIC 07","7.4","%","372300","27500","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Construction","SIC 07","2.0","%","372300","7600","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Distribution, hotels and restaurants","SIC 07","33.0","%","372300","123000","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Transport and communication","SIC 07","8.3","%","372300","30800","8.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Banking and finance","SIC 07","15.5","%","372300","57600","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Public admin, education and health","SIC 07","29.4","%","372300","109500","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other Asian (inc. Chinese)","Other services","SIC 07","3.5","%","372300","13200","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Agriculture, forestry and fishing","SIC 07","0.3","%","371900","1300","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Energy and water","SIC 07","0.8","%","371900","2800","7.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Manufacturing","SIC 07","5.6","%","371900","20700","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Construction","SIC 07","3.2","%","371900","11800","7.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Distribution, hotels and restaurants","SIC 07","21.5","%","371900","79900","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Transport and communication","SIC 07","10.6","%","371900","39400","7.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Banking and finance","SIC 07","18.6","%","371900","69200","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Public admin, education and health","SIC 07","32.0","%","371900","119000","6.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Other ethnic group","Other services","SIC 07","7.5","%","371900","27800","7.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Agriculture, forestry and fishing","SIC 07","-","%","418500","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Energy and water","SIC 07","0.4","%","418500","1900","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Manufacturing","SIC 07","6.1","%","418500","25500","7.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Construction","SIC 07","2.7","%","418500","11500","8.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Distribution, hotels and restaurants","SIC 07","33.7","%","418500","141000","6.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Transport and communication","SIC 07","17.9","%","418500","74800","6.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Banking and finance","SIC 07","15.3","%","418500","63800","7.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Public admin, education and health","SIC 07","20.9","%","418500","87500","6.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","Pakistani/ Bangladehsi","Other services","SIC 07","2.9","%","418500","12100","7.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Agriculture, forestry and fishing","SIC 07","1.2","%","25394400","295100","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Energy and water","SIC 07","1.8","%","25394400","450200","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Manufacturing","SIC 07","10.2","%","25394400","2586000","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Construction","SIC 07","8.5","%","25394400","2159400","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Distribution, hotels and restaurants","SIC 07","18.1","%","25394400","4600100","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Transport and communication","SIC 07","8.3","%","25394400","2111100","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Banking and finance","SIC 07","16.2","%","25394400","4115800","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Public admin, education and health","SIC 07","30.0","%","25394400","7609700","0.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White","Other services","SIC 07","5.8","%","25394400","1466900","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White British","Agriculture, forestry and fishing","SIC 07","1.2","%","23557000","273600","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White British","Energy and water","SIC 07","1.8","%","23557000","423500","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White British","Manufacturing","SIC 07","10.2","%","23557000","2392600","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White British","Construction","SIC 07","8.5","%","23557000","1994300","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2009","Year","White British","Distribution, hotels and restaurants","SIC 07","17.9","%","23557000","4222100","0.7","","","","","","","","","","","","","",""
