"Ethnicity","Local Authority","%"
"Black","Bracknell Forest","4.1"
"Black","Bradford","7.6"
"Black","Brent","10.3"
"Black","Brighton and Hove","9.8"
"Black","Bristol City of","11.8"
"Black","Bromley","6.4"
"Black","Buckinghamshire","8.1"
"Black","Bury","6.5"
"Black","Calderdale","3.8"
"Black","Cambridgeshire","6.1"
"Black","Camden","9.0"
"Black","Central Bedfordshire","5.8"
"Black","Cheshire East","11.5"
"Black","Cheshire West and Chester","8.8"
"Black","City of London","NA"
"Black","Cornwall","15.3"
"Black","Coventry","4.7"
"Black","Croydon","8.5"
"Black","Cumbria","8.0"
"Black","Darlington","5.1"
"Black","Derby","6.4"
"Black","Derbyshire","8.2"
"Black","Devon","6.2"
"Black","Doncaster","5.8"
"Black","Dorset","8.2"
"Black","Dudley","8.9"
"Black","Durham","10.9"
"Black","Ealing","8.1"
"Black","East Riding of Yorkshire","10.9"
"Black","East Sussex","10.7"
"Black","Enfield","8.7"
"Black","Essex","5.0"
"Black","Gateshead","4.0"
"Black","Gloucestershire","6.8"
"Black","Greenwich","5.3"
"Black","Hackney","8.0"
"Black","Halton","!"
"Black","Hammersmith and Fulham","11.1"
"Black","Hampshire","4.7"
"Black","Haringey","9.2"
"Black","Harrow","10.9"
"Black","Hartlepool","6.1"
"Black","Havering","6.5"
"Black","Herefordshire","10.5"
"Black","Hertfordshire","6.3"
"Black","Hillingdon","8.2"
"Black","Hounslow","6.8"
"Black","Isle of Wight","!"
"Black","Isles Of Scilly","NA"
"Black","Islington","8.6"
"Black","Kensington and Chelsea","8.5"
"Black","Kent","4.4"
"Black","Kingston upon Hull City of","3.8"
"Black","Kingston upon Thames","8.8"
"Black","Kirklees","9.2"
"Black","Knowsley","4.5"
"Black","Lambeth","10.7"
"Black","Lancashire","5.5"
"Black","Leeds","4.7"
"Black","Leicester","7.5"
"Black","Leicestershire","4.7"
"Black","Lewisham","7.7"
"Black","Lincolnshire","5.0"
"Black","Liverpool","6.6"
"Black","Luton","7.7"
"Black","Manchester","5.0"
"Black","Medway","3.7"
"Black","Merton","6.6"
"Black","Middlesbrough","4.3"
"Black","Milton Keynes","5.1"
"Black","Newcastle upon Tyne","4.2"
"Black","Newham","6.7"
"Black","Norfolk","6.6"
"Black","North East Lincolnshire","6.5"
"Black","North Lincolnshire","10.5"
"Black","North Somerset","11.3"
"Black","North Tyneside","4.5"
"Black","North Yorkshire","7.5"
"Black","Northamptonshire","4.7"
"Black","Northumberland","10.2"
"Black","Nottingham","5.7"
"Black","Nottinghamshire","4.7"
"Black","Oldham","5.0"
"Black","Oxfordshire","7.6"
"Black","Peterborough","4.4"
"Black","Plymouth","5.4"
"Black","Poole","5.8"
"Black","Portsmouth","3.9"
"Black","Reading","7.0"
"Black","Redbridge","7.9"
"Black","Redcar and Cleveland","NA"
"Black","Richmond upon Thames","9.2"
"Black","Rochdale","4.0"
"Black","Rotherham","4.6"
"Black","Rutland","!"
"Black","Salford","4.1"
"Black","Sandwell","8.2"
"Black","Sefton","5.0"
"Black","Sheffield","7.6"
"Black","Shropshire","9.0"
"Black","Slough","5.6"
"Black","Solihull","8.2"
"Black","Somerset","4.1"
"Black","South Gloucestershire","8.2"
"Black","South Tyneside","5.7"
"Black","Southampton","6.1"
"Black","Southend-on-Sea","4.3"
"Black","Southwark","6.8"
"Black","St. Helens","5.5"
"Black","Staffordshire","10.6"
"Black","Stockport","7.2"
"Black","Stockton-on-Tees","3.4"
"Black","Stoke-on-Trent","5.6"
"Black","Suffolk","7.7"
"Black","Sunderland","4.6"
"Black","Surrey","6.3"
"Black","Sutton","5.8"
"Black","Swindon","4.5"
"Black","Tameside","5.6"
"Black","Telford and Wrekin","4.7"
"Black","Thurrock","3.4"
"Black","Torbay","10.3"
"Black","Tower Hamlets","6.2"
"Black","Trafford","6.0"
"Black","Wakefield","5.3"
"Black","Walsall","6.4"
"Black","Waltham Forest","10.3"
"Black","Wandsworth","10.3"
"Black","Warrington","5.6"
"Black","Warwickshire","6.0"
"Black","West Berkshire","7.4"
"Black","West Sussex","7.3"
"Black","Westminster","9.7"
"Black","Wigan","4.4"
"Black","Wiltshire","8.6"
"Black","Windsor and Maidenhead","8.9"
"Black","Wirral","10.0"
"Black","Wokingham","7.5"
"Black","Wolverhampton","7.8"
"Black","Worcestershire","8.3"
"Black","York","6.9"
"Chinese","Barking and Dagenham","!"
"Chinese","Barnet","2.1"
"Chinese","Barnsley","NA"
"Chinese","Bath and North East Somerset","NA"
"Chinese","Bedford","5.1"
"Chinese","Bexley","1.8"
"Chinese","Birmingham","3.7"
"Chinese","Blackburn with Darwen","5.2"
"Chinese","Blackpool","4.5"
"Chinese","Bolton","4.3"
"Chinese","Bournemouth","4.8"
"Chinese","Bracknell Forest","!"
"Chinese","Bradford","!"
"Chinese","Brent","!"
"Chinese","Brighton and Hove","4.4"
"Chinese","Bristol City of","3.7"
"Chinese","Bromley","3.7"
"Chinese","Buckinghamshire","2.7"
"Chinese","Bury","!"
"Chinese","Calderdale","!"
"Chinese","Cambridgeshire","1.9"
"Chinese","Camden","2.9"
"Chinese","Central Bedfordshire","2.7"
"Chinese","Cheshire East","!"
"Chinese","Cheshire West and Chester","2.1"
"Chinese","City of London","!"
"Chinese","Cornwall","8.7"
"Chinese","Coventry","3.2"
"Chinese","Croydon","1.6"
"Chinese","Cumbria","4.6"
"Chinese","Darlington","NA"
"Chinese","Derby","3.0"
"Chinese","Derbyshire","2.3"
"Chinese","Devon","7.4"
"Chinese","Doncaster","3.8"
"Chinese","Dorset","6.1"
"Chinese","Dudley","!"
"Chinese","Durham","1.8"
"Chinese","Ealing","2.9"
"Chinese","East Riding of Yorkshire","12.0"
"Chinese","East Sussex","3.1"
"Chinese","Enfield","1.7"
"Chinese","Essex","3.0"
"Chinese","Gateshead","2.3"
"Chinese","Gloucestershire","8.3"
"Chinese","Greenwich","2.4"
"Chinese","Hackney","!"
"Chinese","Halton","NA"
"Chinese","Hammersmith and Fulham","4.5"
"Chinese","Hampshire","4.4"
"Chinese","Haringey","1.6"
"Chinese","Harrow","2.0"
"Chinese","Hartlepool","NA"
"Chinese","Havering","1.6"
"Chinese","Herefordshire","!"
"Chinese","Hertfordshire","4.0"
"Chinese","Hillingdon","5.6"
"Chinese","Hounslow","2.2"
"Chinese","Isle of Wight","NA"
"Chinese","Isles Of Scilly","NA"
"Chinese","Islington","!"
"Chinese","Kensington and Chelsea","7.5"
"Chinese","Kent","3.4"
"Chinese","Kingston upon Hull City of","NA"
"Chinese","Kingston upon Thames","2.8"
"Chinese","Kirklees","4.0"
"Chinese","Knowsley","!"
"Chinese","Lambeth","1.6"
"Chinese","Lancashire","2.0"
"Chinese","Leeds","2.5"
"Chinese","Leicester","2.2"
"Chinese","Leicestershire","4.1"
"Chinese","Lewisham","1.7"
"Chinese","Lincolnshire","3.3"
"Chinese","Liverpool","2.8"
"Chinese","Luton","4.6"
"Chinese","Manchester","1.8"
"Chinese","Medway","2.8"
"Chinese","Merton","!"
"Chinese","Middlesbrough","!"
"Chinese","Milton Keynes","2.1"
"Chinese","Newcastle upon Tyne","3.3"
"Chinese","Newham","2.1"
"Chinese","Norfolk","3.2"
"Chinese","North East Lincolnshire","NA"
"Chinese","North Lincolnshire","!"
"Chinese","North Somerset","!"
"Chinese","North Tyneside","3.2"
"Chinese","North Yorkshire","8.4"
"Chinese","Northamptonshire","3.5"
"Chinese","Northumberland","5.5"
"Chinese","Nottingham","1.7"
"Chinese","Nottinghamshire","2.9"
"Chinese","Oldham","NA"
"Chinese","Oxfordshire","5.8"
"Chinese","Peterborough","2.8"
"Chinese","Plymouth","3.8"
"Chinese","Poole","!"
"Chinese","Portsmouth","5.0"
"Chinese","Reading","3.9"
"Chinese","Redbridge","3.1"
"Chinese","Redcar and Cleveland","!"
"Chinese","Richmond upon Thames","2.7"
"Chinese","Rochdale","4.5"
"Chinese","Rotherham","NA"
"Chinese","Rutland","NA"
"Chinese","Salford","NA"
"Chinese","Sandwell","2.1"
"Chinese","Sefton","3.8"
"Chinese","Sheffield","2.1"
"Chinese","Shropshire","5.9"
"Chinese","Slough","!"
"Chinese","Solihull","3.3"
"Chinese","Somerset","7.6"
"Chinese","South Gloucestershire","NA"
"Chinese","South Tyneside","!"
"Chinese","Southampton","5.3"
"Chinese","Southend-on-Sea","3.0"
"Chinese","Southwark","3.4"
"Chinese","St. Helens","!"
"Chinese","Staffordshire","1.8"
"Chinese","Stockport","5.1"
"Chinese","Stockton-on-Tees","NA"
"Chinese","Stoke-on-Trent","2.0"
"Chinese","Suffolk","!"
"Chinese","Sunderland","5.3"
"Chinese","Surrey","3.6"
"Chinese","Sutton","3.4"
"Chinese","Swindon","4.4"
"Chinese","Tameside","!"
"Chinese","Telford and Wrekin","3.3"
"Chinese","Thurrock","!"
"Chinese","Torbay","!"
"Chinese","Tower Hamlets","!"
"Chinese","Trafford","1.6"
"Chinese","Wakefield","3.2"
"Chinese","Walsall","2.0"
"Chinese","Waltham Forest","3.4"
"Chinese","Wandsworth","3.3"
"Chinese","Warrington","3.5"
"Chinese","Warwickshire","1.9"
"Chinese","West Berkshire","8.2"
"Chinese","West Sussex","1.2"
"Chinese","Westminster","2.1"
"Chinese","Wigan","3.1"
"Chinese","Wiltshire","2.0"
"Chinese","Windsor and Maidenhead","5.3"
"Chinese","Wirral","4.8"
"Chinese","Wokingham","2.6"
"Chinese","Wolverhampton","4.6"
"Chinese","Worcestershire","!"
"Chinese","York","3.2"
"Mixed","Barking and Dagenham","13.8"
"Mixed","Barnet","10.4"
"Mixed","Barnsley","12.1"
"Mixed","Bath and North East Somerset","14.7"
"Mixed","Bedford","14.4"
"Mixed","Bexley","11.0"
"Mixed","Birmingham","16.7"
"Mixed","Blackburn with Darwen","13.5"
"Mixed","Blackpool","12.8"
"Mixed","Bolton","15.7"
"Mixed","Bournemouth","12.0"
"Mixed","Bracknell Forest","9.4"
"Mixed","Bradford","17.8"
"Mixed","Brent","12.1"
"Mixed","Brighton and Hove","12.6"
"Mixed","Bristol City of","16.8"
"Mixed","Bromley","10.5"
"Mixed","Buckinghamshire","13.6"
"Mixed","Bury","13.2"
"Mixed","Calderdale","13.5"
"Mixed","Cambridgeshire","9.7"
"Mixed","Camden","15.1"
"Mixed","Central Bedfordshire","11.4"
"Mixed","Cheshire East","12.6"
"Mixed","Cheshire West and Chester","13.2"
"Mixed","City of London","!"
"Mixed","Cornwall","14.0"
"Mixed","Coventry","16.4"
"Mixed","Croydon","13.3"
"Mixed","Cumbria","10.3"
"Mixed","Darlington","13.1"
"Mixed","Derby","16.7"
"Mixed","Derbyshire","12.1"
"Mixed","Devon","12.7"
"Mixed","Doncaster","13.8"
"Mixed","Dorset","11.7"
"Mixed","Dudley","17.4"
"Mixed","Durham","10.9"
"Mixed","Ealing","11.9"
"Mixed","East Riding of Yorkshire","10.7"
"Mixed","East Sussex","14.0"
"Mixed","Enfield","13.0"
"Mixed","Essex","11.2"
"Mixed","Gateshead","9.0"
"Mixed","Gloucestershire","13.4"
"Mixed","Greenwich","13.1"
"Mixed","Hackney","12.6"
"Mixed","Halton","11.8"
"Mixed","Hammersmith and Fulham","13.5"
"Mixed","Hampshire","9.2"
"Mixed","Haringey","12.5"
"Mixed","Harrow","11.7"
"Mixed","Hartlepool","9.3"
"Mixed","Havering","12.5"
"Mixed","Herefordshire","9.6"
"Mixed","Hertfordshire","11.7"
"Mixed","Hillingdon","11.3"
"Mixed","Hounslow","13.0"
"Mixed","Isle of Wight","11.6"
"Mixed","Isles Of Scilly","NA"
"Mixed","Islington","14.2"
"Mixed","Kensington and Chelsea","13.0"
"Mixed","Kent","10.3"
"Mixed","Kingston upon Hull City of","9.3"
"Mixed","Kingston upon Thames","10.6"
"Mixed","Kirklees","15.3"
"Mixed","Knowsley","17.5"
"Mixed","Lambeth","13.2"
"Mixed","Lancashire","11.6"
"Mixed","Leeds","13.7"
"Mixed","Leicester","16.7"
"Mixed","Leicestershire","11.3"
"Mixed","Lewisham","13.0"
"Mixed","Lincolnshire","10.5"
"Mixed","Liverpool","14.7"
"Mixed","Luton","13.5"
"Mixed","Manchester","14.1"
"Mixed","Medway","11.4"
"Mixed","Merton","10.0"
"Mixed","Middlesbrough","18.6"
"Mixed","Milton Keynes","12.4"
"Mixed","Newcastle upon Tyne","10.1"
"Mixed","Newham","14.2"
"Mixed","Norfolk","12.9"
"Mixed","North East Lincolnshire","12.4"
"Mixed","North Lincolnshire","11.5"
"Mixed","North Somerset","12.7"
"Mixed","North Tyneside","9.5"
"Mixed","North Yorkshire","11.3"
"Mixed","Northamptonshire","12.1"
"Mixed","Northumberland","11.8"
"Mixed","Nottingham","14.8"
"Mixed","Nottinghamshire","10.2"
"Mixed","Oldham","15.2"
"Mixed","Oxfordshire","12.6"
"Mixed","Peterborough","11.2"
"Mixed","Plymouth","11.7"
"Mixed","Poole","11.2"
"Mixed","Portsmouth","11.2"
"Mixed","Reading","16.0"
"Mixed","Redbridge","11.7"
"Mixed","Redcar and Cleveland","9.4"
"Mixed","Richmond upon Thames","8.7"
"Mixed","Rochdale","13.6"
"Mixed","Rotherham","17.5"
"Mixed","Rutland","3.7"
"Mixed","Salford","9.6"
"Mixed","Sandwell","14.8"
"Mixed","Sefton","12.8"
"Mixed","Sheffield","16.5"
"Mixed","Shropshire","12.4"
"Mixed","Slough","11.8"
"Mixed","Solihull","14.6"
"Mixed","Somerset","13.0"
"Mixed","South Gloucestershire","12.2"
"Mixed","South Tyneside","12.5"
"Mixed","Southampton","13.5"
"Mixed","Southend-on-Sea","9.6"
"Mixed","Southwark","13.2"
"Mixed","St. Helens","10.4"
"Mixed","Staffordshire","14.2"
"Mixed","Stockport","12.9"
"Mixed","Stockton-on-Tees","14.1"
"Mixed","Stoke-on-Trent","15.5"
"Mixed","Suffolk","10.7"
"Mixed","Sunderland","15.4"
"Mixed","Surrey","8.3"
"Mixed","Sutton","10.4"
"Mixed","Swindon","14.9"
"Mixed","Tameside","11.3"
"Mixed","Telford and Wrekin","12.7"
"Mixed","Thurrock","10.0"
"Mixed","Torbay","9.4"
"Mixed","Tower Hamlets","14.0"
"Mixed","Trafford","10.5"
"Mixed","Wakefield","15.6"
"Mixed","Walsall","14.7"
"Mixed","Waltham Forest","14.1"
"Mixed","Wandsworth","13.3"
"Mixed","Warrington","11.7"
"Mixed","Warwickshire","11.2"
"Mixed","West Berkshire","12.4"
"Mixed","West Sussex","11.1"
"Mixed","Westminster","13.3"
"Mixed","Wigan","10.9"
"Mixed","Wiltshire","12.1"
"Mixed","Windsor and Maidenhead","7.4"
"Mixed","Wirral","12.8"
"Mixed","Wokingham","9.8"
"Mixed","Wolverhampton","15.5"
"Mixed","Worcestershire","12.2"
"Mixed","York","10.0"
"White","Barking and Dagenham","15.8"
"White","Barnet","8.4"
"White","Barnsley","13.3"
"White","Bath and North East Somerset","11.3"
"White","Bedford","10.6"
"White","Bexley","12.8"
"White","Birmingham","15.2"
"White","Blackburn with Darwen","14.7"
"White","Blackpool","12.5"
"White","Bolton","14.4"
"White","Bournemouth","11.8"
"White","Bracknell Forest","8.9"
"White","Bradford","15.3"
"White","Brent","11.9"
"White","Brighton and Hove","11.8"
"White","Bristol City of","13.5"
"White","Bromley","9.7"
"White","Buckinghamshire","10.2"
"White","Bury","11.8"
"White","Calderdale","9.8"
"White","Cambridgeshire","9.6"
"White","Camden","12.5"
"White","Central Bedfordshire","10.6"
"White","Cheshire East","9.9"
"White","Cheshire West and Chester","11.5"
"White","City of London","!"
"White","Cornwall","12.2"
"White","Coventry","14.0"
"White","Croydon","12.5"
"White","Cumbria","10.9"
"White","Darlington","13.4"
"White","Derby","14.0"
"White","Derbyshire","10.2"
"White","Devon","10.1"
"White","Doncaster","14.6"
"White","Dorset","11.0"
"White","Dudley","12.2"
"White","Durham","11.4"
"White","Ealing","10.5"
"White","East Riding of Yorkshire","10.6"
"White","East Sussex","12.4"
"White","Enfield","13.9"
"White","Essex","10.7"
"White","Gateshead","11.2"
"White","Gloucestershire","10.9"
"White","Greenwich","15.6"
"White","Hackney","10.9"
"White","Halton","13.4"
"White","Hammersmith and Fulham","11.9"
"White","Hampshire","9.8"
"White","Haringey","10.7"
"White","Harrow","9.9"
"White","Hartlepool","15.2"
"White","Havering","12.2"
"White","Herefordshire","10.9"
"White","Hertfordshire","10.6"
"White","Hillingdon","15.4"
"White","Hounslow","12.3"
"White","Isle of Wight","12.5"
"White","Isles Of Scilly","7.2"
"White","Islington","14.8"
"White","Kensington and Chelsea","11.1"
"White","Kent","12.4"
"White","Kingston upon Hull City of","13.2"
"White","Kingston upon Thames","8.2"
"White","Kirklees","10.4"
"White","Knowsley","16.2"
"White","Lambeth","9.7"
"White","Lancashire","10.1"
"White","Leeds","12.2"
"White","Leicester","17.9"
"White","Leicestershire","10.3"
"White","Lewisham","11.4"
"White","Lincolnshire","11.5"
"White","Liverpool","15.3"
"White","Luton","14.5"
"White","Manchester","14.9"
"White","Medway","11.9"
"White","Merton","9.8"
"White","Middlesbrough","16.6"
"White","Milton Keynes","13.0"
"White","Newcastle upon Tyne","14.8"
"White","Newham","16.2"
"White","Norfolk","12.0"
"White","North East Lincolnshire","12.0"
"White","North Lincolnshire","11.1"
"White","North Somerset","10.6"
"White","North Tyneside","10.7"
"White","North Yorkshire","10.8"
"White","Northamptonshire","11.0"
"White","Northumberland","10.8"
"White","Nottingham","14.4"
"White","Nottinghamshire","9.5"
"White","Oldham","13.3"
"White","Oxfordshire","10.5"
"White","Peterborough","12.7"
"White","Plymouth","12.3"
"White","Poole","10.2"
"White","Portsmouth","14.5"
"White","Reading","13.1"
"White","Redbridge","11.2"
"White","Redcar and Cleveland","13.6"
"White","Richmond upon Thames","7.6"
"White","Rochdale","13.7"
"White","Rotherham","12.7"
"White","Rutland","5.2"
"White","Salford","14.1"
"White","Sandwell","13.4"
"White","Sefton","11.8"
"White","Sheffield","13.7"
"White","Shropshire","10.6"
"White","Slough","13.3"
"White","Solihull","11.2"
"White","Somerset","11.5"
"White","South Gloucestershire","10.4"
"White","South Tyneside","11.7"
"White","Southampton","13.0"
"White","Southend-on-Sea","10.4"
"White","Southwark","13.1"
"White","St. Helens","11.3"
"White","Staffordshire","10.3"
"White","Stockport","11.7"
"White","Stockton-on-Tees","12.3"
"White","Stoke-on-Trent","13.8"
"White","Suffolk","10.9"
"White","Sunderland","12.8"
"White","Surrey","9.8"
"White","Sutton","11.2"
"White","Swindon","11.3"
"White","Tameside","11.3"
"White","Telford and Wrekin","12.0"
"White","Thurrock","11.7"
"White","Torbay","12.1"
"White","Tower Hamlets","16.2"
"White","Trafford","8.5"
"White","Wakefield","15.3"
"White","Walsall","13.3"
"White","Waltham Forest","13.9"
"White","Wandsworth","9.3"
"White","Warrington","10.2"
"White","Warwickshire","10.6"
"White","West Berkshire","9.0"
"White","West Sussex","10.9"
"White","Westminster","10.5"
"White","Wigan","11.3"
"White","Wiltshire","10.8"
"White","Windsor and Maidenhead","9.3"
"White","Wirral","13.4"
"White","Wokingham","8.5"
"White","Wolverhampton","12.9"
"White","Worcestershire","11.0"
"White","York","11.1"
"Other","Barking and Dagenham","10.9"
"Other","Barnet","7.7"
"Other","Barnsley","10.7"
"Other","Bath and North East Somerset","16.1"
"Other","Bedford","10.7"
"Other","Bexley","7.9"
"Other","Birmingham","9.5"
"Other","Blackburn with Darwen","15.8"
"Other","Blackpool","11.1"
"Other","Bolton","16.6"
"Other","Bournemouth","9.9"
"Other","Bracknell Forest","8.2"
"Other","Bradford","10.8"
"Other","Brent","11.1"
"Other","Brighton and Hove","12.8"
"Other","Bristol City of","13.5"
"Other","Bromley","7.7"
"Other","Buckinghamshire","12.8"
"Other","Bury","11.4"
"Other","Calderdale","6.9"
"Other","Cambridgeshire","10.7"
"Other","Camden","9.7"
"Other","Central Bedfordshire","14.0"
"Other","Cheshire East","11.8"
"Other","Cheshire West and Chester","4.7"
"Other","City of London","NA"
"Other","Cornwall","19.0"
"Other","Coventry","13.5"
"Other","Croydon","9.5"
"Other","Cumbria","18.0"
"Other","Darlington","8.0"
"Other","Derby","10.0"
"Other","Derbyshire","12.2"
"Other","Devon","9.1"
"Other","Doncaster","15.4"
"Other","Dorset","9.8"
"Other","Dudley","11.5"
"Other","Durham","14.7"
"Other","Ealing","7.6"
"Other","East Riding of Yorkshire","7.0"
"Other","East Sussex","10.4"
"Other","Enfield","10.0"
"Other","Essex","6.4"
"Other","Gateshead","9.3"
"Other","Gloucestershire","12.7"
"Other","Greenwich","7.3"
"Other","Hackney","7.7"
"Other","Halton","11.8"
"Other","Hammersmith and Fulham","12.5"
"Other","Hampshire","5.5"
"Other","Haringey","9.6"
"Other","Harrow","10.0"
"Other","Hartlepool","7.4"
"Other","Havering","11.9"
"Other","Herefordshire","6.0"
"Other","Hertfordshire","8.2"
"Other","Hillingdon","6.7"
"Other","Hounslow","7.4"
"Other","Isle of Wight","12.8"
"Other","Isles Of Scilly","NA"
"Other","Islington","9.1"
"Other","Kensington and Chelsea","9.8"
"Other","Kent","7.9"
"Other","Kingston upon Hull City of","7.6"
"Other","Kingston upon Thames","6.2"
"Other","Kirklees","13.6"
"Other","Knowsley","15.7"
"Other","Lambeth","12.2"
"Other","Lancashire","13.9"
"Other","Leeds","8.9"
"Other","Leicester","12.6"
"Other","Leicestershire","9.0"
"Other","Lewisham","9.0"
"Other","Lincolnshire","10.1"
"Other","Liverpool","9.3"
"Other","Luton","12.9"
"Other","Manchester","9.1"
"Other","Medway","7.8"
"Other","Merton","7.1"
"Other","Middlesbrough","11.0"
"Other","Milton Keynes","9.7"
"Other","Newcastle upon Tyne","10.7"
"Other","Newham","8.7"
"Other","Norfolk","10.9"
"Other","North East Lincolnshire","9.1"
"Other","North Lincolnshire","15.3"
"Other","North Somerset","9.1"
"Other","North Tyneside","9.0"
"Other","North Yorkshire","8.5"
"Other","Northamptonshire","8.7"
"Other","Northumberland","17.1"
"Other","Nottingham","12.8"
"Other","Nottinghamshire","8.5"
"Other","Oldham","22.0"
"Other","Oxfordshire","7.4"
"Other","Peterborough","8.0"
"Other","Plymouth","8.4"
"Other","Poole","7.5"
"Other","Portsmouth","9.8"
"Other","Reading","11.1"
"Other","Redbridge","9.5"
"Other","Redcar and Cleveland","11.7"
"Other","Richmond upon Thames","8.3"
"Other","Rochdale","11.5"
"Other","Rotherham","9.0"
"Other","Rutland","!"
