"Ethnicity","Geography","boys","Girls "
"White","Redbridge","78","85"
"White","Redcar and Cleveland","76","89"
"White","Richmond upon Thames","86","90"
"White","Rochdale","78","86"
"White","Rotherham","78","84"
"White","Rutland","83","87"
"White","Salford","78","84"
"White","Sandwell","74","82"
"White","Sefton","80","85"
"White","Sheffield","76","83"
"White","Shropshire","79","86"
"White","Slough","78","84"
"White","Solihull","83","89"
"White","Somerset","78","86"
"White","South Gloucestershire","82","88"
"White","South Tyneside","78","87"
"White","Southampton","76","86"
"White","Southend-on-Sea","79","84"
"White","Southwark","82","88"
"White","St. Helens","77","85"
"White","Staffordshire","82","88"
"White","Stockport","80","84"
"White","Stockton-on-Tees","81","86"
"White","Stoke-on-Trent","75","86"
"White","Suffolk","78","84"
"White","Sunderland","78","87"
"White","Surrey","80","87"
"White","Sutton","82","87"
"White","Swindon","77","85"
"White","Tameside","76","84"
"White","Telford and Wrekin","81","88"
"White","Thurrock","79","86"
"White","Torbay","82","90"
"White","Tower Hamlets","76","84"
"White","Trafford","84","92"
"White","Wakefield","74","82"
"White","Walsall","79","86"
"White","Waltham Forest","85","86"
"White","Wandsworth","89","93"
"White","Warrington","82","86"
"White","Warwickshire","80","87"
"White","West Berkshire","76","85"
"White","West Sussex","79","85"
"White","Westminster","85","88"
"White","Wigan","81","89"
"White","Wiltshire","78","85"
"White","Windsor and Maidenhead","81","89"
"White","Wirral","77","85"
"White","Wokingham","84","87"
"White","Wolverhampton","75","84"
"White","Worcestershire","80","85"
"White","York","81","88"
"Other","Barking and Dagenham","64","92"
"Other","Barnet","81","84"
"Other","Barnsley","83","100"
"Other","Bath and North East Somerset","38","56"
"Other","Bedford","100","82"
"Other","Bexley","88","80"
"Other","Birmingham","78","83"
"Other","Blackburn with Darwen","80","90"
"Other","Blackpool","100","80"
"Other","Bolton","69","87"
"Other","Bournemouth","86","80"
"Other","Bracknell Forest","100","50"
"Other","Bradford","66","84"
"Other","Brent","74","81"
"Other","Brighton and Hove","64","83"
"Other","Bristol, City of","83","81"
"Other","Bromley","96","83"
"Other","Buckinghamshire","90","88"
"Other","Bury","71","92"
"Other","Calderdale","67","83"
"Other","Cambridgeshire","79","76"
"Other","Camden","75","87"
"Other","Central Bedfordshire","100","80"
"Other","Cheshire East","100","89"
"Other","Cheshire West and Chester","100","57"
"Other","City of London","!","!"
"Other","Cornwall","67","63"
"Other","County Durham","76","83"
"Other","Coventry","77","83"
"Other","Croydon","78","90"
"Other","Cumbria","67","89"
"Other","Darlington","80","67"
"Other","Derby","80","78"
"Other","Derbyshire","81","80"
"Other","Devon","73","84"
"Other","Doncaster","60","84"
"Other","Dorset","67","70"
"Other","Dudley","80","70"
"Other","Ealing","80","90"
"Other","East Riding of Yorkshire","67","83"
"Other","East Sussex","67","71"
"Other","Enfield","82","85"
"Other","Essex","88","84"
"Other","Gateshead","81","84"
"Other","Gloucestershire","73","77"
"Other","Greenwich","86","88"
"Other","Hackney","86","81"
"Other","Halton","67","67"
"Other","Hammersmith and Fulham","83","87"
"Other","Hampshire","78","85"
"Other","Haringey","79","82"
"Other","Harrow","82","81"
"Other","Hartlepool","75","60"
"Other","Havering","77","96"
"Other","Herefordshire, County of","33","83"
"Other","Hertfordshire","81","83"
"Other","Hillingdon","82","87"
"Other","Hounslow","80","84"
"Other","Isle of Wight","0","50"
"Other","Isles of Scilly","!","!"
"Other","Islington","88","91"
"Other","Kensington and Chelsea","85","90"
"Other","Kent","77","85"
"Other","Kingston upon Hull, City of","76","85"
"Other","Kingston upon Thames","84","89"
"Other","Kirklees","84","86"
"Other","Knowsley","75","50"
"Other","Lambeth","76","83"
"Other","Lancashire","63","77"
"Other","Leeds","70","80"
"Other","Leicester","83","79"
"Other","Leicestershire","80","67"
"Other","Lewisham","76","93"
"Other","Lincolnshire","76","94"
"Other","Liverpool","67","84"
"Other","Luton","89","76"
"Other","Manchester","72","84"
"Other","Medway","83","96"
"Other","Merton","93","91"
"Other","Middlesbrough","68","79"
"Other","Milton Keynes","89","77"
"Other","Newcastle upon Tyne","72","90"
"Other","Newham","88","94"
"Other","Norfolk","76","93"
"Other","North East Lincolnshire","67","100"
"Other","North Lincolnshire","40","50"
"Other","North Somerset","100","100"
"Other","North Tyneside","60","33"
"Other","North Yorkshire","69","77"
"Other","Northamptonshire","75","73"
"Other","Northumberland","50","100"
"Other","Nottingham","82","74"
"Other","Nottinghamshire","68","65"
"Other","Oldham","71","60"
"Other","Oxfordshire","73","75"
"Other","Peterborough","50","71"
"Other","Plymouth","87","95"
"Other","Poole","67","100"
"Other","Portsmouth","67","91"
"Other","Reading","73","100"
"Other","Redbridge","72","88"
"Other","Redcar and Cleveland","100","0"
"Other","Richmond upon Thames","82","86"
"Other","Rochdale","86","83"
"Other","Rotherham","73","71"
"Other","Rutland","100","0"
"Other","Salford","82","89"
"Other","Sandwell","69","70"
"Other","Sefton","62","67"
"Other","Sheffield","68","80"
"Other","Shropshire","75","80"
"Other","Slough","84","90"
"Other","Solihull","85","85"
"Other","Somerset","71","67"
"Other","South Gloucestershire","85","70"
"Other","South Tyneside","100","60"
"Other","Southampton","80","70"
"Other","Southend-on-Sea","56","100"
"Other","Southwark","77","81"
"Other","St. Helens","71","67"
"Other","Staffordshire","95","75"
"Other","Stockport","79","83"
"Other","Stockton-on-Tees","71","50"
"Other","Stoke-on-Trent","72","68"
"Other","Suffolk","88","88"
"Other","Sunderland","100","75"
"Other","Surrey","88","94"
"Other","Sutton","71","81"
"Other","Swindon","86","88"
"Other","Tameside","80","89"
"Other","Telford and Wrekin","71","100"
"Other","Thurrock","89","83"
"Other","Torbay","75","100"
"Other","Tower Hamlets","67","80"
"Other","Trafford","79","84"
"Other","Wakefield","85","95"
"Other","Walsall","71","87"
"Other","Waltham Forest","75","88"
"Other","Wandsworth","84","87"
"Other","Warrington","89","88"
"Other","Warwickshire","67","87"
"Other","West Berkshire","50","88"
"Other","West Sussex","83","88"
"Other","Westminster","83","86"
"Other","Wigan","76","80"
"Other","Wiltshire","94","84"
"Other","Windsor and Maidenhead","76","83"
"Other","Wirral","71","75"
"Other","Wokingham","100","85"
"Other","Wolverhampton","50","78"
"Other","Worcestershire","68","92"
"Other","York","70","100"
