"Ethnicity","geography","%"
"Asian","North East Lincolnshire","91"
"Asian","North Lincolnshire","85"
"Asian","North Somerset","88"
"Asian","North Tyneside","86"
"Asian","North Yorkshire","76"
"Asian","Northamptonshire","88"
"Asian","Northumberland","97"
"Asian","Nottingham","84"
"Asian","Nottinghamshire","88"
"Asian","Oldham","76"
"Asian","Oxfordshire","83"
"Asian","Peterborough","79"
"Asian","Plymouth","92"
"Asian","Poole","92"
"Asian","Portsmouth","82"
"Asian","Reading","87"
"Asian","Redbridge","88"
"Asian","Redcar and Cleveland","82"
"Asian","Richmond upon Thames","89"
"Asian","Rochdale","83"
"Asian","Rotherham","82"
"Asian","Rutland","100"
"Asian","Salford","90"
"Asian","Sandwell","82"
"Asian","Sefton","80"
"Asian","Sheffield","78"
"Asian","Shropshire","69"
"Asian","Slough","88"
"Asian","Solihull","88"
"Asian","Somerset","81"
"Asian","South Gloucestershire","89"
"Asian","South Tyneside","89"
"Asian","Southampton","86"
"Asian","Southend-on-Sea","87"
"Asian","Southwark","86"
"Asian","St. Helens","88"
"Asian","Staffordshire","85"
"Asian","Stockport","82"
"Asian","Stockton-on-Tees","86"
"Asian","Stoke-on-Trent","83"
"Asian","Suffolk","91"
"Asian","Sunderland","85"
"Asian","Surrey","90"
"Asian","Sutton","91"
"Asian","Swindon","85"
"Asian","Tameside","81"
"Asian","Telford and Wrekin","82"
"Asian","Thurrock","89"
"Asian","Torbay","87"
"Asian","Tower Hamlets","84"
"Asian","Trafford","87"
"Asian","Wakefield","80"
"Asian","Walsall","88"
"Asian","Waltham Forest","88"
"Asian","Wandsworth","88"
"Asian","Warrington","85"
"Asian","Warwickshire","90"
"Asian","West Berkshire","88"
"Asian","West Sussex","84"
"Asian","Westminster","89"
"Asian","Wigan","83"
"Asian","Wiltshire","85"
"Asian","Windsor and Maidenhead","88"
"Asian","Wirral","84"
"Asian","Wokingham","90"
"Asian","Wolverhampton","88"
"Asian","Worcestershire","82"
"Asian","York","86"
"Black","Barking and Dagenham","86"
"Black","Barnet","86"
"Black","Barnsley","81"
"Black","Bath and North East Somerset","100"
"Black","Bedford","82"
"Black","Bexley","90"
"Black","Birmingham","82"
"Black","Blackburn with Darwen","76"
"Black","Blackpool","67"
"Black","Bolton","77"
"Black","Bournemouth","85"
"Black","Bracknell Forest","92"
"Black","Bradford","83"
"Black","Brent","84"
"Black","Brighton and Hove","88"
"Black","Bristol, City of","83"
"Black","Bromley","85"
"Black","Buckinghamshire","87"
"Black","Bury","84"
"Black","Calderdale","86"
"Black","Cambridgeshire","86"
"Black","Camden","85"
"Black","Central Bedfordshire","90"
"Black","Cheshire East","72"
"Black","Cheshire West and Chester","72"
"Black","City of London","!"
"Black","Cornwall","86"
"Black","County Durham","100"
"Black","Coventry","85"
"Black","Croydon","86"
"Black","Cumbria","67"
"Black","Darlington","89"
"Black","Derby","88"
"Black","Derbyshire","83"
"Black","Devon","83"
"Black","Doncaster","78"
"Black","Dorset","80"
"Black","Dudley","73"
"Black","Ealing","84"
"Black","East Riding of Yorkshire","100"
"Black","East Sussex","77"
"Black","Enfield","79"
"Black","Essex","86"
"Black","Gateshead","84"
"Black","Gloucestershire","80"
"Black","Greenwich","87"
"Black","Hackney","85"
"Black","Halton","100"
"Black","Hammersmith and Fulham","87"
"Black","Hampshire","84"
"Black","Haringey","83"
"Black","Harrow","81"
"Black","Hartlepool","80"
"Black","Havering","87"
"Black","Herefordshire, County of","82"
"Black","Hertfordshire","83"
"Black","Hillingdon","87"
"Black","Hounslow","79"
"Black","Isle of Wight","100"
"Black","Isles of Scilly","!"
"Black","Islington","83"
"Black","Kensington and Chelsea","87"
"Black","Kent","90"
"Black","Kingston upon Hull, City of","71"
"Black","Kingston upon Thames","81"
"Black","Kirklees","81"
"Black","Knowsley","84"
"Black","Lambeth","84"
"Black","Lancashire","82"
"Black","Leeds","80"
"Black","Leicester","84"
"Black","Leicestershire","82"
"Black","Lewisham","81"
"Black","Lincolnshire","75"
"Black","Liverpool","84"
"Black","Luton","84"
"Black","Manchester","84"
"Black","Medway","88"
"Black","Merton","81"
"Black","Middlesbrough","81"
"Black","Milton Keynes","89"
"Black","Newcastle upon Tyne","86"
"Black","Newham","88"
"Black","Norfolk","76"
"Black","North East Lincolnshire","100"
"Black","North Lincolnshire","77"
"Black","North Somerset","80"
"Black","North Tyneside","81"
"Black","North Yorkshire","70"
"Black","Northamptonshire","84"
"Black","Northumberland","50"
"Black","Nottingham","84"
"Black","Nottinghamshire","87"
"Black","Oldham","81"
"Black","Oxfordshire","81"
"Black","Peterborough","77"
"Black","Plymouth","87"
"Black","Poole","100"
"Black","Portsmouth","77"
"Black","Reading","85"
"Black","Redbridge","83"
"Black","Redcar and Cleveland","75"
"Black","Richmond upon Thames","80"
"Black","Rochdale","82"
"Black","Rotherham","81"
"Black","Rutland","67"
"Black","Salford","89"
"Black","Sandwell","80"
"Black","Sefton","100"
"Black","Sheffield","80"
"Black","Shropshire","100"
"Black","Slough","89"
"Black","Solihull","87"
"Black","Somerset","81"
"Black","South Gloucestershire","81"
"Black","South Tyneside","93"
"Black","Southampton","90"
"Black","Southend-on-Sea","93"
"Black","Southwark","86"
"Black","St. Helens","100"
"Black","Staffordshire","73"
"Black","Stockport","81"
"Black","Stockton-on-Tees","81"
"Black","Stoke-on-Trent","77"
"Black","Suffolk","84"
"Black","Sunderland","83"
"Black","Surrey","88"
"Black","Sutton","89"
"Black","Swindon","87"
"Black","Tameside","65"
"Black","Telford and Wrekin","86"
"Black","Thurrock","90"
"Black","Torbay","50"
"Black","Tower Hamlets","83"
"Black","Trafford","80"
"Black","Wakefield","78"
"Black","Walsall","85"
"Black","Waltham Forest","85"
"Black","Wandsworth","84"
"Black","Warrington","92"
"Black","Warwickshire","89"
"Black","West Berkshire","80"
"Black","West Sussex","73"
"Black","Westminster","85"
"Black","Wigan","78"
"Black","Wiltshire","73"
"Black","Windsor and Maidenhead","94"
"Black","Wirral","88"
"Black","Wokingham","80"
"Black","Wolverhampton","82"
"Black","Worcestershire","69"
"Black","York","75"
"Chinese","Barking and Dagenham","88"
"Chinese","Barnet","95"
"Chinese","Barnsley","0"
"Chinese","Bath and North East Somerset","88"
"Chinese","Bedford","100"
"Chinese","Bexley","91"
"Chinese","Birmingham","86"
"Chinese","Blackburn with Darwen","67"
"Chinese","Blackpool","100"
"Chinese","Bolton","74"
"Chinese","Bournemouth","100"
"Chinese","Bracknell Forest","100"
"Chinese","Bradford","90"
"Chinese","Brent","100"
"Chinese","Brighton and Hove","92"
"Chinese","Bristol, City of","100"
"Chinese","Bromley","96"
"Chinese","Buckinghamshire","84"
"Chinese","Bury","86"
"Chinese","Calderdale","82"
"Chinese","Cambridgeshire","90"
"Chinese","Camden","92"
"Chinese","Central Bedfordshire","100"
"Chinese","Cheshire East","56"
"Chinese","Cheshire West and Chester","88"
"Chinese","City of London","!"
"Chinese","Cornwall","73"
"Chinese","County Durham","76"
"Chinese","Coventry","96"
"Chinese","Croydon","93"
"Chinese","Cumbria","57"
"Chinese","Darlington","100"
"Chinese","Derby","84"
"Chinese","Derbyshire","83"
"Chinese","Devon","83"
"Chinese","Doncaster","71"
"Chinese","Dorset","88"
"Chinese","Dudley","93"
"Chinese","Ealing","91"
"Chinese","East Riding of Yorkshire","100"
"Chinese","East Sussex","95"
"Chinese","Enfield","96"
"Chinese","Essex","86"
"Chinese","Gateshead","82"
"Chinese","Gloucestershire","92"
"Chinese","Greenwich","91"
"Chinese","Hackney","94"
"Chinese","Halton","N/A"
"Chinese","Hammersmith and Fulham","100"
"Chinese","Hampshire","89"
"Chinese","Haringey","95"
"Chinese","Harrow","100"
"Chinese","Hartlepool","100"
"Chinese","Havering","100"
"Chinese","Herefordshire, County of","100"
"Chinese","Hertfordshire","90"
"Chinese","Hillingdon","100"
"Chinese","Hounslow","100"
"Chinese","Isle of Wight","100"
"Chinese","Isles of Scilly","!"
"Chinese","Islington","93"
"Chinese","Kensington and Chelsea","83"
"Chinese","Kent","88"
"Chinese","Kingston upon Hull, City of","33"
"Chinese","Kingston upon Thames","98"
"Chinese","Kirklees","81"
"Chinese","Knowsley","83"
"Chinese","Lambeth","92"
"Chinese","Lancashire","91"
"Chinese","Leeds","88"
"Chinese","Leicester","86"
"Chinese","Leicestershire","87"
"Chinese","Lewisham","90"
"Chinese","Lincolnshire","95"
"Chinese","Liverpool","88"
"Chinese","Luton","92"
"Chinese","Manchester","90"
"Chinese","Medway","100"
"Chinese","Merton","96"
"Chinese","Middlesbrough","100"
"Chinese","Milton Keynes","100"
"Chinese","Newcastle upon Tyne","85"
"Chinese","Newham","88"
"Chinese","Norfolk","95"
"Chinese","North East Lincolnshire","50"
"Chinese","North Lincolnshire","100"
"Chinese","North Somerset","80"
"Chinese","North Tyneside","93"
"Chinese","North Yorkshire","81"
"Chinese","Northamptonshire","100"
"Chinese","Northumberland","75"
"Chinese","Nottingham","96"
"Chinese","Nottinghamshire","85"
"Chinese","Oldham","96"
"Chinese","Oxfordshire","97"
"Chinese","Peterborough","85"
"Chinese","Plymouth","85"
"Chinese","Poole","100"
"Chinese","Portsmouth","90"
"Chinese","Reading","85"
"Chinese","Redbridge","96"
"Chinese","Redcar and Cleveland","100"
"Chinese","Richmond upon Thames","96"
"Chinese","Rochdale","93"
"Chinese","Rotherham","94"
"Chinese","Rutland","100"
"Chinese","Salford","100"
"Chinese","Sandwell","81"
"Chinese","Sefton","90"
"Chinese","Sheffield","92"
"Chinese","Shropshire","86"
"Chinese","Slough","100"
"Chinese","Solihull","100"
"Chinese","Somerset","100"
"Chinese","South Gloucestershire","95"
"Chinese","South Tyneside","100"
"Chinese","Southampton","94"
"Chinese","Southend-on-Sea","86"
"Chinese","Southwark","95"
"Chinese","St. Helens","100"
"Chinese","Staffordshire","100"
"Chinese","Stockport","87"
"Chinese","Stockton-on-Tees","88"
"Chinese","Stoke-on-Trent","95"
"Chinese","Suffolk","88"
"Chinese","Sunderland","89"
"Chinese","Surrey","91"
"Chinese","Sutton","96"
"Chinese","Swindon","100"
"Chinese","Tameside","73"
"Chinese","Telford and Wrekin","80"
"Chinese","Thurrock","93"
"Chinese","Torbay","67"
"Chinese","Tower Hamlets","80"
"Chinese","Trafford","93"
"Chinese","Wakefield","88"
"Chinese","Walsall","85"
"Chinese","Waltham Forest","95"
"Chinese","Wandsworth","94"
"Chinese","Warrington","83"
"Chinese","Warwickshire","89"
"Chinese","West Berkshire","70"
"Chinese","West Sussex","85"
"Chinese","Westminster","93"
"Chinese","Wigan","95"
"Chinese","Wiltshire","87"
"Chinese","Windsor and Maidenhead","75"
"Chinese","Wirral","94"
"Chinese","Wokingham","90"
"Chinese","Wolverhampton","100"
"Chinese","Worcestershire","93"
"Chinese","York","92"
"Mixed","Barking and Dagenham","83"
"Mixed","Barnet","88"
"Mixed","Barnsley","75"
"Mixed","Bath and North East Somerset","87"
"Mixed","Bedford","78"
"Mixed","Bexley","88"
"Mixed","Birmingham","80"
"Mixed","Blackburn with Darwen","88"
"Mixed","Blackpool","82"
"Mixed","Bolton","82"
"Mixed","Bournemouth","84"
"Mixed","Bracknell Forest","93"
"Mixed","Bradford","81"
"Mixed","Brent","82"
"Mixed","Brighton and Hove","84"
"Mixed","Bristol, City of","81"
"Mixed","Bromley","90"
"Mixed","Buckinghamshire","84"
"Mixed","Bury","82"
"Mixed","Calderdale","85"
"Mixed","Cambridgeshire","85"
"Mixed","Camden","85"
"Mixed","Central Bedfordshire","89"
"Mixed","Cheshire East","84"
"Mixed","Cheshire West and Chester","84"
"Mixed","City of London","!"
"Mixed","Cornwall","83"
"Mixed","County Durham","91"
"Mixed","Coventry","84"
"Mixed","Croydon","84"
"Mixed","Cumbria","87"
"Mixed","Darlington","88"
"Mixed","Derby","80"
"Mixed","Derbyshire","86"
"Mixed","Devon","86"
"Mixed","Doncaster","79"
"Mixed","Dorset","83"
"Mixed","Dudley","76"
"Mixed","Ealing","90"
"Mixed","East Riding of Yorkshire","86"
"Mixed","East Sussex","83"
"Mixed","Enfield","87"
"Mixed","Essex","85"
"Mixed","Gateshead","90"
"Mixed","Gloucestershire","79"
"Mixed","Greenwich","86"
"Mixed","Hackney","85"
"Mixed","Halton","88"
"Mixed","Hammersmith and Fulham","88"
"Mixed","Hampshire","86"
"Mixed","Haringey","87"
"Mixed","Harrow","88"
"Mixed","Hartlepool","94"
"Mixed","Havering","86"
"Mixed","Herefordshire, County of","89"
"Mixed","Hertfordshire","86"
"Mixed","Hillingdon","83"
"Mixed","Hounslow","83"
"Mixed","Isle of Wight","85"
"Mixed","Isles of Scilly","!"
"Mixed","Islington","83"
"Mixed","Kensington and Chelsea","85"
"Mixed","Kent","88"
"Mixed","Kingston upon Hull, City of","83"
"Mixed","Kingston upon Thames","88"
"Mixed","Kirklees","81"
"Mixed","Knowsley","82"
"Mixed","Lambeth","86"
"Mixed","Lancashire","82"
"Mixed","Leeds","81"
"Mixed","Leicester","83"
"Mixed","Leicestershire","86"
"Mixed","Lewisham","84"
"Mixed","Lincolnshire","87"
"Mixed","Liverpool","79"
"Mixed","Luton","82"
"Mixed","Manchester","83"
"Mixed","Medway","83"
"Mixed","Merton","84"
"Mixed","Middlesbrough","81"
"Mixed","Milton Keynes","85"
"Mixed","Newcastle upon Tyne","85"
"Mixed","Newham","92"
"Mixed","Norfolk","86"
"Mixed","North East Lincolnshire","75"
"Mixed","North Lincolnshire","90"
"Mixed","North Somerset","85"
"Mixed","North Tyneside","91"
"Mixed","North Yorkshire","82"
"Mixed","Northamptonshire","82"
"Mixed","Northumberland","80"
"Mixed","Nottingham","81"
"Mixed","Nottinghamshire","81"
"Mixed","Oldham","76"
"Mixed","Oxfordshire","81"
"Mixed","Peterborough","82"
"Mixed","Plymouth","84"
"Mixed","Poole","93"
"Mixed","Portsmouth","80"
"Mixed","Reading","82"
"Mixed","Redbridge","87"
"Mixed","Redcar and Cleveland","79"
"Mixed","Richmond upon Thames","88"
"Mixed","Rochdale","82"
"Mixed","Rotherham","86"
"Mixed","Rutland","89"
"Mixed","Salford","88"
"Mixed","Sandwell","81"
"Mixed","Sefton","86"
"Mixed","Sheffield","81"
"Mixed","Shropshire","84"
"Mixed","Slough","86"
"Mixed","Solihull","84"
"Mixed","Somerset","80"
"Mixed","South Gloucestershire","82"
"Mixed","South Tyneside","87"
"Mixed","Southampton","85"
"Mixed","Southend-on-Sea","83"
"Mixed","Southwark","83"
"Mixed","St. Helens","85"
"Mixed","Staffordshire","82"
"Mixed","Stockport","86"
"Mixed","Stockton-on-Tees","90"
"Mixed","Stoke-on-Trent","84"
"Mixed","Suffolk","84"
"Mixed","Sunderland","83"
"Mixed","Surrey","87"
"Mixed","Sutton","89"
"Mixed","Swindon","84"
"Mixed","Tameside","78"
"Mixed","Telford and Wrekin","86"
"Mixed","Thurrock","88"
"Mixed","Torbay","93"
"Mixed","Tower Hamlets","83"
"Mixed","Trafford","80"
"Mixed","Wakefield","85"
"Mixed","Walsall","86"
"Mixed","Waltham Forest","88"
"Mixed","Wandsworth","88"
"Mixed","Warrington","86"
"Mixed","Warwickshire","85"
"Mixed","West Berkshire","84"
"Mixed","West Sussex","83"
"Mixed","Westminster","88"
"Mixed","Wigan","85"
"Mixed","Wiltshire","80"
"Mixed","Windsor and Maidenhead","90"
"Mixed","Wirral","86"
"Mixed","Wokingham","89"
"Mixed","Wolverhampton","84"
"Mixed","Worcestershire","87"
"Mixed","York","90"
"White","Barking and Dagenham","77"
"White","Barnet","87"
"White","Barnsley","80"
"White","Bath and North East Somerset","82"
"White","Bedford","80"
"White","Bexley","85"
"White","Birmingham","79"
"White","Blackburn with Darwen","79"
"White","Blackpool","81"
"White","Bolton","81"
"White","Bournemouth","82"
"White","Bracknell Forest","85"
"White","Bradford","79"
"White","Brent","84"
"White","Brighton and Hove","83"
"White","Bristol, City of","83"
"White","Bromley","88"
"White","Buckinghamshire","84"
"White","Bury","83"
"White","Calderdale","82"
"White","Cambridgeshire","81"
"White","Camden","83"
"White","Central Bedfordshire","83"
"White","Cheshire East","85"
"White","Cheshire West and Chester","80"
"White","City of London","!"
"White","Cornwall","82"
"White","County Durham","84"
"White","Coventry","80"
"White","Croydon","83"
"White","Cumbria","82"
"White","Darlington","86"
"White","Derby","82"
"White","Derbyshire","81"
"White","Devon","84"
"White","Doncaster","79"
"White","Dorset","82"
"White","Dudley","81"
"White","Ealing","86"
"White","East Riding of Yorkshire","82"
"White","East Sussex","83"
"White","Enfield","80"
"White","Essex","83"
"White","Gateshead","84"
"White","Gloucestershire","82"
"White","Greenwich","80"
"White","Hackney","86"
"White","Halton","79"
"White","Hammersmith and Fulham","89"
"White","Hampshire","84"
"White","Haringey","87"
"White","Harrow","83"
"White","Hartlepool","82"
"White","Havering","84"
"White","Herefordshire, County of","84"
"White","Hertfordshire","84"
"White","Hillingdon","81"
"White","Hounslow","83"
"White","Isle of Wight","81"
"White","Isles of Scilly","!"
"White","Islington","84"
"White","Kensington and Chelsea","87"
"White","Kent","81"
"White","Kingston upon Hull, City of","81"
"White","Kingston upon Thames","86"
"White","Kirklees","79"
"White","Knowsley","79"
"White","Lambeth","87"
"White","Lancashire","82"
"White","Leeds","80"
"White","Leicester","75"
"White","Leicestershire","83"
"White","Lewisham","86"
"White","Lincolnshire","81"
"White","Liverpool","79"
"White","Luton","79"
"White","Manchester","79"
"White","Medway","81"
"White","Merton","85"
"White","Middlesbrough","80"
"White","Milton Keynes","83"
"White","Newcastle upon Tyne","83"
"White","Newham","85"
"White","Norfolk","80"
"White","North East Lincolnshire","83"
"White","North Lincolnshire","83"
"White","North Somerset","86"
"White","North Tyneside","84"
"White","North Yorkshire","81"
"White","Northamptonshire","83"
"White","Northumberland","85"
"White","Nottingham","76"
"White","Nottinghamshire","80"
"White","Oldham","79"
"White","Oxfordshire","83"
"White","Peterborough","76"
"White","Plymouth","82"
"White","Poole","86"
"White","Portsmouth","79"
"White","Reading","82"
"White","Redbridge","81"
"White","Redcar and Cleveland","82"
"White","Richmond upon Thames","88"
"White","Rochdale","82"
"White","Rotherham","81"
"White","Rutland","85"
"White","Salford","81"
"White","Sandwell","78"
"White","Sefton","83"
"White","Sheffield","80"
"White","Shropshire","82"
"White","Slough","81"
"White","Solihull","86"
"White","Somerset","82"
"White","South Gloucestershire","85"
"White","South Tyneside","82"
"White","Southampton","81"
"White","Southend-on-Sea","82"
"White","Southwark","85"
"White","St. Helens","81"
"White","Staffordshire","85"
"White","Stockport","82"
"White","Stockton-on-Tees","83"
"White","Stoke-on-Trent","80"
"White","Suffolk","81"
"White","Sunderland","82"
"White","Surrey","84"
"White","Sutton","85"
"White","Swindon","81"
"White","Tameside","80"
"White","Telford and Wrekin","85"
"White","Thurrock","82"
"White","Torbay","86"
"White","Tower Hamlets","80"
"White","Trafford","88"
"White","Wakefield","78"
"White","Walsall","82"
"White","Waltham Forest","85"
"White","Wandsworth","91"
"White","Warrington","84"
"White","Warwickshire","84"
"White","West Berkshire","80"
"White","West Sussex","82"
"White","Westminster","86"
"White","Wigan","84"
"White","Wiltshire","81"
"White","Windsor and Maidenhead","85"
"White","Wirral","81"
"White","Wokingham","85"
"White","Wolverhampton","79"
"White","Worcestershire","83"
"White","York","84"
"Other","Barking and Dagenham","76"
"Other","Barnet","83"
"Other","Barnsley","90"
"Other","Bath and North East Somerset","47"
"Other","Bedford","92"
"Other","Bexley","84"
"Other","Birmingham","80"
"Other","Blackburn with Darwen","85"
"Other","Blackpool","88"
"Other","Bolton","79"
"Other","Bournemouth","83"
"Other","Bracknell Forest","88"
"Other","Bradford","74"
"Other","Brent","77"
"Other","Brighton and Hove","74"
"Other","Bristol, City of","81"
"Other","Bromley","90"
"Other","Buckinghamshire","89"
"Other","Bury","79"
"Other","Calderdale","73"
"Other","Cambridgeshire","78"
"Other","Camden","82"
"Other","Central Bedfordshire","90"
"Other","Cheshire East","92"
"Other","Cheshire West and Chester","77"
"Other","City of London","!"
"Other","Cornwall","65"
"Other","County Durham","79"
"Other","Coventry","80"
"Other","Croydon","84"
"Other","Cumbria","80"
"Other","Darlington","75"
"Other","Derby","79"
"Other","Derbyshire","81"
"Other","Devon","78"
"Other","Doncaster","74"
"Other","Dorset","68"
"Other","Dudley","77"
"Other","Ealing","85"
"Other","East Riding of Yorkshire","73"
"Other","East Sussex","70"
"Other","Enfield","83"
"Other","Essex","86"
"Other","Gateshead","83"
"Other","Gloucestershire","75"
"Other","Greenwich","87"
"Other","Hackney","84"
"Other","Halton","67"
"Other","Hammersmith and Fulham","85"
"Other","Hampshire","82"
"Other","Haringey","81"
"Other","Harrow","82"
"Other","Hartlepool","67"
"Other","Havering","89"
"Other","Herefordshire, County of","67"
"Other","Hertfordshire","82"
"Other","Hillingdon","84"
"Other","Hounslow","82"
"Other","Isle of Wight","33"
"Other","Isles of Scilly","!"
"Other","Islington","90"
"Other","Kensington and Chelsea","88"
"Other","Kent","81"
"Other","Kingston upon Hull, City of","81"
"Other","Kingston upon Thames","86"
"Other","Kirklees","85"
"Other","Knowsley","58"
"Other","Lambeth","80"
"Other","Lancashire","70"
"Other","Leeds","74"
"Other","Leicester","82"
"Other","Leicestershire","74"
"Other","Lewisham","85"
"Other","Lincolnshire","84"
"Other","Liverpool","75"
"Other","Luton","81"
"Other","Manchester","77"
"Other","Medway","90"
"Other","Merton","92"
"Other","Middlesbrough","74"
"Other","Milton Keynes","84"
"Other","Newcastle upon Tyne","83"
"Other","Newham","91"
"Other","Norfolk","86"
"Other","North East Lincolnshire","81"
