"Ethnicity","Geography","All","Boys","Girls"
"Mixed","Rotherham","27.9","27.8","28.1"
"Mixed","Rutland","80.0","85.7","66.7"
"Mixed","Salford","32.3","29.8","34.6"
"Mixed","Sandwell","26.1","24.3","27.8"
"Mixed","Sefton","36.7","40.6","32.1"
"Mixed","Sheffield","34.0","28.7","39.1"
"Mixed","Shropshire","37.9","33.3","44.0"
"Mixed","Slough","60.2","64.5","56.3"
"Mixed","Solihull","32.6","35.6","29.8"
"Mixed","Somerset","39.3","31.8","47.5"
"Mixed","South Gloucestershire","40.4","28.6","52.0"
"Mixed","South Tyneside","36.0","30.8","41.7"
"Mixed","Southampton","37.9","30.6","44.4"
"Mixed","Southend-on-Sea","57.8","44.7","68.9"
"Mixed","Southwark","48.5","54.3","42.7"
"Mixed","St. Helens","48.3","43.5","66.7"
"Mixed","Staffordshire","34.9","33.9","35.8"
"Mixed","Stockport","43.5","50.9","35.3"
"Mixed","Stockton-on-Tees","63.4","52.2","77.8"
"Mixed","Stoke-on-Trent","27.5","32.6","20.6"
"Mixed","Suffolk","38.8","32.3","45.4"
"Mixed","Sunderland","33.3","25.0","41.2"
"Mixed","Surrey","54.1","49.4","59.0"
"Mixed","Sutton","64.3","62.9","65.6"
"Mixed","Swindon","35.9","36.0","35.7"
"Mixed","Tameside","35.2","38.1","32.6"
"Mixed","Telford and Wrekin","31.3","22.5","40.0"
"Mixed","Thurrock","45.7","38.2","52.8"
"Mixed","Torbay","60.6","50.0","76.9"
"Mixed","Tower Hamlets","25.2","23.4","27.7"
"Mixed","Trafford","55.1","56.6","53.5"
"Mixed","Wakefield","46.8","42.9","50.0"
"Mixed","Walsall","32.8","31.2","34.0"
"Mixed","Waltham Forest","44.7","44.4","45.0"
"Mixed","Wandsworth","56.3","51.9","60.0"
"Mixed","Warrington","58.8","55.6","62.5"
"Mixed","Warwickshire","48.8","50.5","47.2"
"Mixed","West Berkshire","42.6","47.4","36.7"
"Mixed","West Sussex","39.5","36.5","42.8"
"Mixed","Westminster","48.9","43.1","52.4"
"Mixed","Wigan","45.5","31.0","61.5"
"Mixed","Wiltshire","55.4","57.8","53.9"
"Mixed","Windsor and Maidenhead","58.7","59.7","57.4"
"Mixed","Wirral","56.5","62.5","51.1"
"Mixed","Wokingham","46.1","38.1","53.2"
"Mixed","Wolverhampton","28.6","20.5","35.4"
"Mixed","Worcestershire","44.9","41.5","49.3"
"Mixed","York","52.5","47.1","56.5"
"White","Barking and Dagenham","32.7","31.7","33.7"
"White","Barnet","59.6","56.1","63.3"
"White","Barnsley","39.2","33.9","44.6"
"White","Bath and North East Somerset","48.5","43.4","53.6"
"White","Bedford","41.5","39.8","43.3"
"White","Bexley","45.8","44.5","47.1"
"White","Birmingham","42.4","38.5","46.5"
"White","Blackburn with Darwen","32.6","31.1","34.3"
"White","Blackpool","26.0","23.5","28.8"
"White","Bolton","37.2","32.4","42.3"
"White","Bournemouth","53.0","47.5","58.5"
"White","Bracknell Forest","44.2","39.6","48.8"
"White","Bradford","35.7","31.6","40.0"
"White","Brent","44.7","44.4","45.1"
"White","Brighton and Hove","47.2","46.2","48.3"
"White","Bristol, City of","42.3","37.5","46.7"
"White","Bromley","48.4","43.2","53.9"
"White","Buckinghamshire","59.8","57.9","61.7"
"White","Bury","40.4","39.1","41.8"
"White","Calderdale","48.8","44.6","52.9"
"White","Cambridgeshire","45.8","42.5","49.4"
"White","Camden","54.6","43.4","62.6"
"White","Central Bedfordshire","41.5","39.6","43.5"
"White","Cheshire East","47.9","45.1","50.7"
"White","Cheshire West and Chester","40.8","39.3","42.5"
"White","City of London","N/A","N/A","N/A"
"White","Cornwall","38.6","34.7","42.6"
"White","County Durham","39.3","36.0","42.7"
"White","Coventry","35.5","33.9","37.1"
"White","Croydon","44.6","41.5","47.2"
"White","Cumbria","43.2","39.5","46.9"
"White","Darlington","44.3","42.0","47.0"
"White","Derby","36.7","34.7","39.0"
"White","Derbyshire","42.6","37.7","47.6"
"White","Devon","41.1","36.8","45.8"
"White","Doncaster","37.1","32.5","42.0"
"White","Dorset","43.5","39.6","47.7"
"White","Dudley","37.1","32.6","41.7"
"White","Ealing","55.3","53.7","56.9"
"White","East Riding of Yorkshire","45.9","41.9","49.9"
"White","East Sussex","41.1","37.0","45.6"
"White","Enfield","38.9","35.3","42.7"
"White","Essex","39.6","36.1","43.4"
"White","Gateshead","42.5","39.7","45.4"
"White","Gloucestershire","47.2","43.2","51.3"
"White","Greenwich","37.3","37.1","37.5"
"White","Hackney","53.2","47.6","57.6"
"White","Halton","31.7","29.5","34.0"
"White","Hammersmith and Fulham","64.2","56.1","72.3"
"White","Hampshire","44.8","41.4","48.5"
"White","Haringey","47.7","48.1","47.3"
"White","Harrow","40.8","36.5","44.7"
"White","Hartlepool","37.2","31.3","43.0"
"White","Havering","42.3","40.1","44.7"
"White","Herefordshire, County of","43.0","38.6","47.7"
"White","Hertfordshire","51.8","49.1","54.6"
"White","Hillingdon","41.1","39.0","43.4"
"White","Hounslow","46.8","45.0","48.7"
"White","Isle of Wight","33.0","32.9","33.1"
"White","Isles of Scilly","76.9","71.4","83.3"
"White","Islington","45.7","45.0","46.3"
"White","Kensington and Chelsea","62.3","67.5","53.2"
"White","Kent","42.0","37.9","46.3"
"White","Kingston upon Hull, City of","33.6","31.4","36.2"
"White","Kingston upon Thames","60.2","56.2","63.8"
"White","Kirklees","44.5","39.4","49.6"
"White","Knowsley","21.6","17.1","26.1"
"White","Lambeth","42.4","36.1","49.0"
"White","Lancashire","44.3","41.1","47.6"
"White","Leeds","44.0","40.9","47.1"
"White","Leicester","25.9","21.1","31.0"
"White","Leicestershire","42.2","36.8","47.9"
"White","Lewisham","46.5","43.2","49.7"
"White","Lincolnshire","42.3","38.8","46.0"
"White","Liverpool","34.2","30.1","38.1"
"White","Luton","32.3","30.2","34.8"
"White","Manchester","32.3","30.9","33.8"
"White","Medway","39.4","36.3","42.6"
"White","Merton","49.9","48.8","51.1"
"White","Middlesbrough","36.0","34.9","37.3"
"White","Milton Keynes","39.5","36.8","42.4"
"White","Newcastle upon Tyne","39.1","38.9","39.5"
"White","Newham","34.1","30.9","37.1"
"White","Norfolk","39.3","36.2","42.6"
"White","North East Lincolnshire","38.2","33.0","43.7"
"White","North Lincolnshire","40.8","35.4","46.9"
"White","North Somerset","43.1","42.0","44.3"
"White","North Tyneside","40.3","36.5","44.2"
"White","North Yorkshire","47.8","43.7","52.0"
"White","Northamptonshire","41.0","38.0","44.3"
"White","Northumberland","43.5","40.0","47.2"
"White","Nottingham","31.4","31.2","31.6"
"White","Nottinghamshire","45.2","42.7","47.9"
"White","Oldham","37.6","33.2","42.5"
"White","Oxfordshire","47.7","45.2","50.3"
"White","Peterborough","35.2","32.9","37.7"
"White","Plymouth","37.7","33.6","41.9"
"White","Poole","53.6","50.2","57.2"
"White","Portsmouth","35.5","30.7","41.0"
"White","Reading","40.6","39.5","42.0"
"White","Redbridge","47.2","46.1","48.4"
"White","Redcar and Cleveland","40.4","37.2","43.7"
"White","Richmond upon Thames","54.6","53.8","55.3"
"White","Rochdale","36.0","33.3","39.0"
"White","Rotherham","37.4","33.1","41.7"
"White","Rutland","57.6","51.8","63.6"
"White","Salford","31.3","26.5","35.9"
"White","Sandwell","25.8","24.9","26.9"
"White","Sefton","40.0","36.1","44.2"
"White","Sheffield","42.0","39.5","44.7"
"White","Shropshire","40.3","37.9","42.9"
"White","Slough","42.9","35.7","49.1"
"White","Solihull","46.1","42.1","50.4"
"White","Somerset","39.3","33.8","45.2"
"White","South Gloucestershire","39.8","36.7","43.1"
"White","South Tyneside","39.5","36.8","42.0"
"White","Southampton","34.9","32.2","37.8"
"White","Southend-on-Sea","49.8","45.5","54.3"
"White","Southwark","49.9","50.4","49.3"
"White","St. Helens","39.4","36.9","42.0"
"White","Staffordshire","38.0","34.5","41.7"
"White","Stockport","45.0","42.3","47.9"
"White","Stockton-on-Tees","46.8","45.5","48.2"
"White","Stoke-on-Trent","31.4","26.9","36.0"
"White","Suffolk","41.1","39.6","42.6"
"White","Sunderland","36.1","33.2","39.0"
"White","Surrey","51.9","49.0","55.0"
"White","Sutton","54.0","54.3","53.8"
"White","Swindon","40.9","37.7","44.4"
"White","Tameside","40.3","36.0","44.9"
"White","Telford and Wrekin","39.4","35.6","43.1"
"White","Thurrock","35.5","29.9","40.8"
"White","Torbay","47.2","45.0","49.7"
"White","Tower Hamlets","27.8","21.8","33.6"
"White","Trafford","62.9","60.5","65.5"
"White","Wakefield","40.2","37.9","42.6"
"White","Walsall","33.1","29.0","37.3"
"White","Waltham Forest","42.6","39.4","45.8"
"White","Wandsworth","60.0","59.1","61.1"
"White","Warrington","46.3","42.3","50.8"
"White","Warwickshire","47.5","42.6","52.7"
"White","West Berkshire","48.0","42.1","53.5"
"White","West Sussex","43.3","39.7","47.0"
"White","Westminster","63.9","50.7","72.9"
"White","Wigan","38.5","33.8","43.2"
"White","Wiltshire","46.5","42.3","50.8"
"White","Windsor and Maidenhead","51.8","48.8","55.0"
"White","Wirral","45.0","40.1","49.8"
"White","Wokingham","56.3","52.8","59.7"
"White","Wolverhampton","33.9","26.3","41.0"
"White","Worcestershire","42.5","37.9","47.3"
"White","York","47.1","44.8","49.3"
