"Ethnicity","Geography","%","Pupils"
"Mixed","Sutton","64.3","238"
"Mixed","Swindon","35.9","92"
"Mixed","Tameside","35.2","88"
"Mixed","Telford and Wrekin","31.3","80"
"Mixed","Thurrock","45.7","70"
"Mixed","Torbay","60.6","33"
"Mixed","Tower Hamlets","25.2","111"
"Mixed","Trafford","55.1","185"
"Mixed","Wakefield","46.8","79"
"Mixed","Walsall","32.8","180"
"Mixed","Waltham Forest","44.7","237"
"Mixed","Wandsworth","56.3","224"
"Mixed","Warrington","58.8","68"
"Mixed","Warwickshire","48.8","205"
"Mixed","West Berkshire","42.6","68"
"Mixed","West Sussex","39.5","286"
"Mixed","Westminster","48.9","133"
"Mixed","Wigan","45.5","55"
"Mixed","Wiltshire","55.4","121"
"Mixed","Windsor and Maidenhead","58.7","121"
"Mixed","Wirral","56.5","85"
"Mixed","Wokingham","46.1","89"
"Mixed","Wolverhampton","28.6","269"
"Mixed","Worcestershire","44.9","167"
"Mixed","York","52.5","40"
"White","All - England","42.7","395,716"
"White","Barking and Dagenham","32.7","921"
"White","Barnet","59.6","1,914"
"White","Barnsley","39.2","1,940"
"White","Bath and North East Somerset","48.5","1,868"
"White","Bedford","41.5","1,281"
"White","Bexley","45.8","1,901"
"White","Birmingham","42.4","3,992"
"White","Blackburn with Darwen","32.6","913"
"White","Blackpool","26.0","1,078"
"White","Bolton","37.2","2,238"
"White","Bournemouth","53.0","1,328"
"White","Bracknell Forest","44.2","911"
"White","Bradford","35.7","2,715"
"White","Brent","44.7","494"
"White","Brighton and Hove","47.2","1,775"
"White","Bristol, City of","42.3","2,167"
"White","Bromley","48.4","2,270"
"White","Buckinghamshire","59.8","4,015"
"White","Bury","40.4","1,618"
"White","Calderdale","48.8","1,909"
"White","Cambridgeshire","45.8","4,858"
"White","Camden","54.6","546"
"White","Central Bedfordshire","41.5","2,301"
"White","Cheshire East","47.9","3,328"
"White","Cheshire West and Chester","40.8","3,161"
"White","City of London","N/A","0"
"White","Cornwall","38.6","4,940"
"White","County Durham","39.3","4,434"
"White","Coventry","35.5","2,105"
"White","Croydon","44.6","1,268"
"White","Cumbria","43.2","4,407"
"White","Darlington","44.3","1,008"
"White","Derby","36.7","1,925"
"White","Derbyshire","42.6","6,739"
"White","Devon","41.1","6,179"
"White","Doncaster","37.1","2,677"
"White","Dorset","43.5","3,827"
"White","Dudley","37.1","2,643"
"White","Ealing","55.3","837"
"White","East Riding of Yorkshire","45.9","3,032"
"White","East Sussex","41.1","4,274"
"White","Enfield","38.9","1,619"
"White","Essex","39.6","12,382"
"White","Gateshead","42.5","1,729"
"White","Gloucestershire","47.2","5,417"
"White","Greenwich","37.3","1,011"
"White","Hackney","53.2","713"
"White","Halton","31.7","1,281"
"White","Hammersmith and Fulham","64.2","567"
"White","Hampshire","44.8","11,536"
"White","Haringey","47.7","1,021"
"White","Harrow","40.8","507"
"White","Hartlepool","37.2","966"
"White","Havering","42.3","2,025"
"White","Herefordshire, County of","43.0","1,580"
"White","Hertfordshire","51.8","9,820"
"White","Hillingdon","41.1","1,410"
"White","Hounslow","46.8","915"
"White","Isle of Wight","33.0","1,042"
"White","Isles of Scilly","76.9","13"
"White","Islington","45.7","484"
"White","Kensington and Chelsea","62.3","260"
"White","Kent","42.0","13,479"
"White","Kingston upon Hull, City of","33.6","2,036"
"White","Kingston upon Thames","60.2","841"
"White","Kirklees","44.5","2,861"
"White","Knowsley","21.6","900"
"White","Lambeth","42.4","540"
"White","Lancashire","44.3","9,797"
"White","Leeds","44.0","5,344"
"White","Leicester","25.9","1,108"
"White","Leicestershire","42.2","5,877"
"White","Lewisham","46.5","596"
"White","Lincolnshire","42.3","6,878"
"White","Liverpool","34.2","3,748"
"White","Luton","32.3","863"
"White","Manchester","32.3","2,081"
"White","Medway","39.4","2,424"
"White","Merton","49.9","677"
"White","Middlesbrough","36.0","1,021"
"White","Milton Keynes","39.5","1,892"
"White","Newcastle upon Tyne","39.1","1,906"
"White","Newham","34.1","657"
"White","Norfolk","39.3","6,995"
"White","North East Lincolnshire","38.2","1,360"
"White","North Lincolnshire","40.8","1,526"
"White","North Somerset","43.1","1,970"
"White","North Tyneside","40.3","1,782"
"White","North Yorkshire","47.8","5,654"
"White","Northamptonshire","41.0","6,196"
"White","Northumberland","43.5","2,933"
"White","Nottingham","31.4","1,441"
"White","Nottinghamshire","45.2","6,792"
"White","Oldham","37.6","1,781"
"White","Oxfordshire","47.7","4,944"
"White","Peterborough","35.2","1,679"
"White","Plymouth","37.7","2,339"
"White","Poole","53.6","1,188"
"White","Portsmouth","35.5","1,437"
"White","Reading","40.6","621"
"White","Redbridge","47.2","797"
"White","Redcar and Cleveland","40.4","1,459"
"White","Richmond upon Thames","54.6","1,110"
"White","Rochdale","36.0","1,430"
"White","Rotherham","37.4","2,739"
"White","Rutland","57.6","439"
"White","Salford","31.3","1,786"
"White","Sandwell","25.8","1,896"
"White","Sefton","40.0","2,662"
"White","Sheffield","42.0","3,683"
"White","Shropshire","40.3","2,695"
"White","Slough","42.9","429"
"White","Solihull","46.1","2,204"
"White","Somerset","39.3","4,421"
"White","South Gloucestershire","39.8","2,251"
"White","South Tyneside","39.5","1,324"
"White","Southampton","34.9","1,511"
"White","Southend-on-Sea","49.8","1,565"
"White","Southwark","49.9","645"
"White","St. Helens","39.4","1,634"
"White","Staffordshire","38.0","7,642"
"White","Stockport","45.0","2,239"
"White","Stockton-on-Tees","46.8","1,739"
"White","Stoke-on-Trent","31.4","1,636"
"White","Suffolk","41.1","6,206"
"White","Sunderland","36.1","2,446"
"White","Surrey","51.9","8,356"
"White","Sutton","54.0","1,519"
"White","Swindon","40.9","1,605"
"White","Tameside","40.3","2,053"
"White","Telford and Wrekin","39.4","1,654"
"White","Thurrock","35.5","1,271"
"White","Torbay","47.2","1,267"
"White","Tower Hamlets","27.8","299"
"White","Trafford","62.9","2,079"
"White","Wakefield","40.2","3,123"
"White","Walsall","33.1","2,142"
"White","Waltham Forest","42.6","840"
"White","Wandsworth","60.0","565"
"White","Warrington","46.3","2,184"
"White","Warwickshire","47.5","4,809"
"White","West Berkshire","48.0","1,562"
"White","West Sussex","43.3","6,736"
"White","Westminster","63.9","371"
"White","Wigan","38.5","3,070"
"White","Wiltshire","46.5","4,241"
"White","Windsor and Maidenhead","51.8","1,090"
"White","Wirral","45.0","3,035"
"White","Wokingham","56.3","1,253"
"White","Wolverhampton","33.9","1,454"
"White","Worcestershire","42.5","4,830"
"White","York","47.1","1,521"
