"Ethnicity","Geography","%"
"All","England","84"
"All","London","77"
"All","Midlands","84"
"All","North","86"
"All","South","86"
"White","England","86"
"White","London","83"
"White","Midlands","86"
"White","North","87"
"White","South","87"
"Other","England","70"
"Other","London","66"
"Other","Midlands","71"
"Other","North","74"
"Other","South","74"
