"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","All","11.1","9.7","2700","24500","100"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","All","88.9","9.7","21800","24500","100"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","All","5.1","5.8","2100","40900","139"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","All","94.3","6.1","38600","40900","139"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","All","0.5","1.9","200","40900","139"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","All","All","8.4","2.4","33100","396700","1241"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","All","All","91.1","2.5","361400","396700","1241"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","All","All","0.5","0.6","2200","396700","1241"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Men","6.9","3.1","15400","221100","662"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Men","92.2","3.2","203800","221100","662"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Men","0.9","1.1","1900","221100","662"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Women","10.1","3.9","17800","175600","579"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Women","89.7","3.9","157600","175600","579"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","All","Women","0.2","0.5","300","175600","579"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","London","All","6.2","3.7","11000","176700","416"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","London","All","93.5","3.8","165100","176700","416"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","London","All","0.3","0.9","600","176700","416"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Men","3.8","4","3900","101900","221"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Men","95.6","4.3","97500","101900","221"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Men","0.6","1.6","600","101900","221"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Women","9.5","6.5","7100","74800","195"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Women","90.5","6.5","67700","74800","195"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","London","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","All","4.2","6","1100","27300","105"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","All","94","7.2","25700","27300","105"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","All","1.8","4","500","27300","105"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","All","3","4","1600","52300","176"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","All","95.2","5","49800","52300","176"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","All","1.9","3.2","1000","52300","176"
"Temporary","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Permanent","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Unknown","Employment Type","Other","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
