"Ethnicity","Geography","boys","girls"
"All","Tameside","66","79"
"All","Telford and Wrekin","72","80"
"All","Thurrock","73","80"
"All","Torbay","67","80"
"All","Tower Hamlets","72","81"
"All","Trafford","75","82"
"All","Wakefield","69","77"
"All","Walsall","67","78"
"All","Waltham Forest","76","83"
"All","Wandsworth","79","85"
"All","Warrington","71","81"
"All","Warwickshire","73","82"
"All","West Berkshire","73","83"
"All","West Sussex","70","79"
"All","Westminster","74","84"
"All","Wigan","70","80"
"All","Wiltshire","72","79"
"All","Windsor and Maidenhead","78","84"
"All","Wirral","68","78"
"All","Wokingham","78","85"
"All","Wolverhampton","69","78"
"All","Worcestershire","71","80"
"All","York","74","79"
"Asian","Barking and Dagenham","71","86"
"Asian","Barnet","79","84"
"Asian","Barnsley","70","80"
"Asian","Bath and North East Somerset","100","86"
"Asian","Bedford","68","74"
"Asian","Bexley","84","89"
"Asian","Birmingham","70","81"
"Asian","Blackburn with Darwen","69","83"
"Asian","Blackpool","77","79"
"Asian","Bolton","71","81"
"Asian","Bournemouth","79","83"
"Asian","Bracknell Forest","76","94"
"Asian","Bradford","68","81"
"Asian","Brent","74","86"
"Asian","Brighton and Hove","70","66"
"Asian","Bristol, City of","70","71"
"Asian","Bromley","86","89"
"Asian","Buckinghamshire","74","79"
"Asian","Bury","66","70"
"Asian","Calderdale","65","72"
"Asian","Cambridgeshire","77","83"
"Asian","Camden","69","81"
"Asian","Central Bedfordshire","76","86"
"Asian","Cheshire East","78","79"
"Asian","Cheshire West and Chester","69","82"
"Asian","City of London","!","!"
"Asian","Cornwall","67","89"
"Asian","County Durham","76","83"
"Asian","Coventry","73","83"
"Asian","Croydon","78","84"
"Asian","Cumbria","92","71"
"Asian","Darlington","78","89"
"Asian","Derby","66","80"
"Asian","Derbyshire","68","93"
"Asian","Devon","69","100"
"Asian","Doncaster","74","75"
"Asian","Dorset","68","89"
"Asian","Dudley","65","82"
"Asian","Ealing","76","82"
"Asian","East Riding of Yorkshire","88","85"
"Asian","East Sussex","82","82"
"Asian","Enfield","79","83"
"Asian","Essex","82","85"
"Asian","Gateshead","86","96"
"Asian","Gloucestershire","78","81"
"Asian","Greenwich","82","89"
"Asian","Hackney","84","90"
"Asian","Halton","50","N/A"
"Asian","Hammersmith and Fulham","83","86"
"Asian","Hampshire","78","89"
"Asian","Haringey","84","84"
"Asian","Harrow","80","87"
"Asian","Hartlepool","70","83"
"Asian","Havering","79","92"
"Asian","Herefordshire, County of","78","73"
"Asian","Hertfordshire","79","87"
"Asian","Hillingdon","76","86"
"Asian","Hounslow","83","88"
"Asian","Isle of Wight","67","100"
"Asian","Isles of Scilly","!","!"
"Asian","Islington","76","83"
"Asian","Kensington and Chelsea","80","85"
"Asian","Kent","81","90"
"Asian","Kingston upon Hull, City of","95","74"
"Asian","Kingston upon Thames","75","84"
"Asian","Kirklees","66","78"
"Asian","Knowsley","89","86"
"Asian","Lambeth","77","90"
"Asian","Lancashire","70","77"
"Asian","Leeds","64","73"
"Asian","Leicester","73","80"
"Asian","Leicestershire","73","85"
"Asian","Lewisham","70","88"
"Asian","Lincolnshire","83","92"
"Asian","Liverpool","67","80"
"Asian","Luton","66","80"
"Asian","Manchester","67","76"
"Asian","Medway","77","93"
"Asian","Merton","79","88"
"Asian","Middlesbrough","61","75"
"Asian","Milton Keynes","79","88"
"Asian","Newcastle upon Tyne","67","81"
"Asian","Newham","79","86"
"Asian","Norfolk","76","82"
"Asian","North East Lincolnshire","89","67"
"Asian","North Lincolnshire","84","97"
"Asian","North Somerset","73","65"
"Asian","North Tyneside","78","84"
"Asian","North Yorkshire","79","79"
"Asian","Northamptonshire","72","78"
"Asian","Northumberland","93","78"
"Asian","Nottingham","67","75"
"Asian","Nottinghamshire","74","79"
"Asian","Oldham","59","71"
"Asian","Oxfordshire","74","80"
"Asian","Peterborough","65","74"
"Asian","Plymouth","57","100"
"Asian","Poole","84","91"
"Asian","Portsmouth","79","83"
"Asian","Reading","83","82"
"Asian","Redbridge","83","88"
"Asian","Redcar and Cleveland","67","100"
"Asian","Richmond upon Thames","83","92"
"Asian","Rochdale","64","75"
"Asian","Rotherham","73","81"
"Asian","Rutland","80","67"
"Asian","Salford","71","88"
"Asian","Sandwell","72","78"
"Asian","Sefton","63","75"
"Asian","Sheffield","71","78"
"Asian","Shropshire","79","79"
"Asian","Slough","78","87"
"Asian","Solihull","73","90"
"Asian","Somerset","71","90"
"Asian","South Gloucestershire","85","95"
"Asian","South Tyneside","75","83"
"Asian","Southampton","73","83"
"Asian","Southend-on-Sea","78","62"
"Asian","Southwark","78","87"
"Asian","St. Helens","67","92"
"Asian","Staffordshire","69","84"
"Asian","Stockport","69","70"
"Asian","Stockton-on-Tees","72","80"
"Asian","Stoke-on-Trent","68","76"
"Asian","Suffolk","70","88"
"Asian","Sunderland","71","80"
"Asian","Surrey","75","83"
"Asian","Sutton","85","93"
"Asian","Swindon","72","87"
"Asian","Tameside","69","75"
"Asian","Telford and Wrekin","75","88"
"Asian","Thurrock","81","85"
"Asian","Torbay","71","75"
"Asian","Tower Hamlets","72","82"
"Asian","Trafford","75","82"
"Asian","Wakefield","71","79"
"Asian","Walsall","71","83"
"Asian","Waltham Forest","81","85"
"Asian","Wandsworth","74","84"
"Asian","Warrington","84","89"
"Asian","Warwickshire","77","87"
"Asian","West Berkshire","73","91"
"Asian","West Sussex","70","81"
"Asian","Westminster","76","84"
"Asian","Wigan","75","59"
"Asian","Wiltshire","83","81"
"Asian","Windsor and Maidenhead","76","77"
"Asian","Wirral","76","86"
"Asian","Wokingham","82","91"
"Asian","Wolverhampton","77","84"
"Asian","Worcestershire","69","82"
"Asian","York","75","88"
"Black","Barking and Dagenham","76","88"
"Black","Barnet","75","82"
"Black","Barnsley","50","80"
"Black","Bath and North East Somerset","33","44"
"Black","Bedford","85","88"
"Black","Bexley","82","91"
"Black","Birmingham","70","76"
"Black","Blackburn with Darwen","71","95"
"Black","Blackpool","67","33"
"Black","Bolton","53","71"
"Black","Bournemouth","91","100"
"Black","Bracknell Forest","74","84"
"Black","Bradford","56","71"
"Black","Brent","72","81"
"Black","Brighton and Hove","64","83"
"Black","Bristol, City of","62","67"
"Black","Bromley","72","79"
"Black","Buckinghamshire","72","84"
"Black","Bury","70","77"
"Black","Calderdale","70","82"
"Black","Cambridgeshire","56","76"
"Black","Camden","71","78"
"Black","Central Bedfordshire","73","88"
"Black","Cheshire East","60","91"
"Black","Cheshire West and Chester","73","83"
"Black","City of London","!","!"
"Black","Cornwall","N/A","100"
"Black","County Durham","47","100"
"Black","Coventry","69","78"
"Black","Croydon","75","83"
"Black","Cumbria","100","67"
"Black","Darlington","100","83"
"Black","Derby","81","84"
"Black","Derbyshire","67","73"
"Black","Devon","33","88"
"Black","Doncaster","59","95"
"Black","Dorset","50","50"
"Black","Dudley","65","80"
"Black","Ealing","68","74"
"Black","East Riding of Yorkshire","0","67"
"Black","East Sussex","68","76"
"Black","Enfield","68","80"
"Black","Essex","74","91"
"Black","Gateshead","67","90"
"Black","Gloucestershire","69","76"
"Black","Greenwich","78","89"
"Black","Hackney","75","87"
"Black","Halton","N/A","100"
"Black","Hammersmith and Fulham","72","76"
"Black","Hampshire","73","83"
"Black","Haringey","77","84"
"Black","Harrow","72","80"
"Black","Hartlepool","100","100"
"Black","Havering","75","83"
"Black","Herefordshire, County of","100","100"
"Black","Hertfordshire","75","82"
"Black","Hillingdon","73","79"
"Black","Hounslow","70","83"
"Black","Isle of Wight","0","N/A"
"Black","Isles of Scilly","!","!"
"Black","Islington","65","74"
"Black","Kensington and Chelsea","65","86"
"Black","Kent","82","90"
"Black","Kingston upon Hull, City of","75","59"
"Black","Kingston upon Thames","65","82"
"Black","Kirklees","72","67"
"Black","Knowsley","89","75"
"Black","Lambeth","73","84"
"Black","Lancashire","70","87"
"Black","Leeds","64","68"
"Black","Leicester","68","76"
"Black","Leicestershire","78","80"
"Black","Lewisham","71","79"
"Black","Lincolnshire","75","93"
"Black","Liverpool","71","81"
"Black","Luton","69","81"
"Black","Manchester","71","83"
"Black","Medway","86","88"
"Black","Merton","76","83"
"Black","Middlesbrough","76","90"
"Black","Milton Keynes","73","80"
"Black","Newcastle upon Tyne","66","80"
"Black","Newham","76","86"
"Black","Norfolk","69","74"
"Black","North East Lincolnshire","50","80"
"Black","North Lincolnshire","75","20"
"Black","North Somerset","67","57"
"Black","North Tyneside","75","83"
"Black","North Yorkshire","58","91"
"Black","Northamptonshire","67","80"
"Black","Northumberland","100","100"
"Black","Nottingham","73","77"
"Black","Nottinghamshire","75","81"
"Black","Oldham","64","70"
"Black","Oxfordshire","67","77"
"Black","Peterborough","74","80"
"Black","Plymouth","64","67"
"Black","Poole","67","80"
"Black","Portsmouth","81","74"
"Black","Reading","67","79"
"Black","Redbridge","79","80"
"Black","Redcar and Cleveland","67","0"
"Black","Richmond upon Thames","79","68"
"Black","Rochdale","69","81"
"Black","Rotherham","66","86"
"Black","Rutland","100","67"
"Black","Salford","77","83"
"Black","Sandwell","73","78"
"Black","Sefton","50","40"
"Black","Sheffield","65","78"
"Black","Shropshire","100","80"
"Black","Slough","62","84"
"Black","Solihull","63","78"
"Black","Somerset","83","89"
"Black","South Gloucestershire","88","87"
"Black","South Tyneside","67","67"
"Black","Southampton","75","82"
"Black","Southend-on-Sea","74","92"
"Black","Southwark","73","83"
"Black","St. Helens","60","50"
"Black","Staffordshire","67","76"
"Black","Stockport","65","82"
"Black","Stockton-on-Tees","84","92"
"Black","Stoke-on-Trent","68","72"
"Black","Suffolk","80","79"
"Black","Sunderland","100","92"
"Black","Surrey","71","83"
"Black","Sutton","76","93"
"Black","Swindon","86","98"
"Black","Tameside","64","81"
"Black","Telford and Wrekin","69","81"
"Black","Thurrock","82","86"
"Black","Torbay","N/A","100"
"Black","Tower Hamlets","76","89"
"Black","Trafford","71","75"
"Black","Wakefield","74","72"
"Black","Walsall","67","82"
"Black","Waltham Forest","71","83"
"Black","Wandsworth","75","82"
"Black","Warrington","75","100"
"Black","Warwickshire","78","82"
"Black","West Berkshire","91","73"
"Black","West Sussex","68","75"
"Black","Westminster","80","77"
"Black","Wigan","60","84"
"Black","Wiltshire","65","83"
"Black","Windsor and Maidenhead","83","88"
"Black","Wirral","89","100"
"Black","Wokingham","85","93"
"Black","Wolverhampton","76","79"
"Black","Worcestershire","80","92"
"Black","York","N/A","100"
"Chinese","Barking and Dagenham","67","83"
"Chinese","Barnet","84","97"
"Chinese","Barnsley","0","100"
"Chinese","Bath and North East Somerset","75","50"
"Chinese","Bedford","75","100"
"Chinese","Bexley","91","94"
"Chinese","Birmingham","81","81"
"Chinese","Blackburn with Darwen","100","88"
"Chinese","Blackpool","50","100"
"Chinese","Bolton","63","75"
"Chinese","Bournemouth","80","80"
"Chinese","Bracknell Forest","50","86"
"Chinese","Bradford","100","100"
"Chinese","Brent","100","50"
"Chinese","Brighton and Hove","80","79"
"Chinese","Bristol, City of","85","87"
"Chinese","Bromley","80","92"
"Chinese","Buckinghamshire","94","92"
"Chinese","Bury","67","100"
"Chinese","Calderdale","100","100"
"Chinese","Cambridgeshire","96","88"
"Chinese","Camden","82","78"
"Chinese","Central Bedfordshire","78","71"
"Chinese","Cheshire East","60","80"
"Chinese","Cheshire West and Chester","86","100"
"Chinese","City of London","!","!"
"Chinese","Cornwall","75","60"
"Chinese","County Durham","64","80"
"Chinese","Coventry","64","90"
"Chinese","Croydon","82","100"
"Chinese","Cumbria","71","75"
"Chinese","Darlington","50","100"
"Chinese","Derby","79","100"
"Chinese","Derbyshire","93","79"
"Chinese","Devon","80","88"
"Chinese","Doncaster","67","89"
"Chinese","Dorset","100","100"
"Chinese","Dudley","75","50"
"Chinese","Ealing","88","82"
"Chinese","East Riding of Yorkshire","50","100"
"Chinese","East Sussex","67","82"
"Chinese","Enfield","86","76"
"Chinese","Essex","72","91"
"Chinese","Gateshead","86","80"
"Chinese","Gloucestershire","100","100"
"Chinese","Greenwich","91","96"
"Chinese","Hackney","91","88"
"Chinese","Halton","N/A","N/A"
"Chinese","Hammersmith and Fulham","100","100"
"Chinese","Hampshire","92","96"
"Chinese","Haringey","44","94"
"Chinese","Harrow","60","100"
"Chinese","Hartlepool","50","100"
"Chinese","Havering","92","100"
"Chinese","Herefordshire, County of","100","N/A"
"Chinese","Hertfordshire","93","92"
"Chinese","Hillingdon","67","100"
"Chinese","Hounslow","100","83"
"Chinese","Isle of Wight","100","N/A"
"Chinese","Isles of Scilly","!","!"
"Chinese","Islington","100","100"
"Chinese","Kensington and Chelsea","60","N/A"
"Chinese","Kent","77","88"
"Chinese","Kingston upon Hull, City of","100","100"
"Chinese","Kingston upon Thames","79","100"
"Chinese","Kirklees","100","57"
"Chinese","Knowsley","100","100"
"Chinese","Lambeth","83","90"
"Chinese","Lancashire","74","86"
"Chinese","Leeds","82","79"
"Chinese","Leicester","64","88"
"Chinese","Leicestershire","75","93"
"Chinese","Lewisham","71","88"
"Chinese","Lincolnshire","60","100"
"Chinese","Liverpool","67","84"
"Chinese","Luton","67","75"
"Chinese","Manchester","91","87"
"Chinese","Medway","88","100"
"Chinese","Merton","77","75"
"Chinese","Middlesbrough","67","0"
"Chinese","Milton Keynes","100","75"
"Chinese","Newcastle upon Tyne","81","83"
"Chinese","Newham","78","82"
"Chinese","Norfolk","73","79"
"Chinese","North East Lincolnshire","100","100"
"Chinese","North Lincolnshire","100","75"
"Chinese","North Somerset","67","100"
"Chinese","North Tyneside","100","100"
"Chinese","North Yorkshire","67","60"
"Chinese","Northamptonshire","88","92"
"Chinese","Northumberland","100","75"
"Chinese","Nottingham","71","100"
"Chinese","Nottinghamshire","83","90"
"Chinese","Oldham","69","33"
"Chinese","Oxfordshire","87","92"
"Chinese","Peterborough","67","75"
"Chinese","Plymouth","82","100"
"Chinese","Poole","100","0"
"Chinese","Portsmouth","86","100"
"Chinese","Reading","83","86"
"Chinese","Redbridge","88","100"
"Chinese","Redcar and Cleveland","100","N/A"
"Chinese","Richmond upon Thames","80","90"
"Chinese","Rochdale","71","100"
"Chinese","Rotherham","50","60"
"Chinese","Rutland","N/A","N/A"
"Chinese","Salford","50","67"
"Chinese","Sandwell","67","82"
"Chinese","Sefton","67","100"
"Chinese","Sheffield","81","79"
"Chinese","Shropshire","100","50"
"Chinese","Slough","100","100"
"Chinese","Solihull","86","100"
"Chinese","Somerset","83","83"
"Chinese","South Gloucestershire","80","100"
"Chinese","South Tyneside","100","83"
"Chinese","Southampton","73","100"
"Chinese","Southend-on-Sea","100","75"
"Chinese","Southwark","87","90"
"Chinese","St. Helens","100","80"
"Chinese","Staffordshire","81","89"
"Chinese","Stockport","100","89"
"Chinese","Stockton-on-Tees","40","100"
"Chinese","Stoke-on-Trent","77","86"
"Chinese","Suffolk","100","100"
"Chinese","Sunderland","82","75"
"Chinese","Surrey","90","82"
"Chinese","Sutton","86","96"
"Chinese","Swindon","100","83"
"Chinese","Tameside","75","75"
"Chinese","Telford and Wrekin","100","100"
"Chinese","Thurrock","100","100"
"Chinese","Torbay","100","100"
"Chinese","Tower Hamlets","78","89"
"Chinese","Trafford","70","93"
"Chinese","Wakefield","100","86"
"Chinese","Walsall","67","73"
"Chinese","Waltham Forest","94","94"
"Chinese","Wandsworth","83","100"
"Chinese","Warrington","100","100"
"Chinese","Warwickshire","85","90"
"Chinese","West Berkshire","50","100"
"Chinese","West Sussex","90","89"
"Chinese","Westminster","67","83"
"Chinese","Wigan","73","80"
"Chinese","Wiltshire","86","100"
"Chinese","Windsor and Maidenhead","100","100"
"Chinese","Wirral","75","100"
"Chinese","Wokingham","83","87"
"Chinese","Wolverhampton","75","83"
"Chinese","Worcestershire","56","80"
"Chinese","York","80","50"
"Mixed","Barking and Dagenham","72","83"
"Mixed","Barnet","79","86"
"Mixed","Barnsley","71","72"
"Mixed","Bath and North East Somerset","71","75"
"Mixed","Bedford","65","77"
"Mixed","Bexley","80","83"
"Mixed","Birmingham","69","79"
"Mixed","Blackburn with Darwen","73","88"
"Mixed","Blackpool","83","81"
"Mixed","Bolton","83","83"
"Mixed","Bournemouth","73","82"
"Mixed","Bracknell Forest","83","84"
"Mixed","Bradford","72","74"
"Mixed","Brent","73","86"
"Mixed","Brighton and Hove","74","82"
"Mixed","Bristol, City of","69","77"
"Mixed","Bromley","81","83"
"Mixed","Buckinghamshire","76","84"
"Mixed","Bury","67","73"
"Mixed","Calderdale","72","67"
"Mixed","Cambridgeshire","77","81"
"Mixed","Camden","74","85"
"Mixed","Central Bedfordshire","77","81"
"Mixed","Cheshire East","81","79"
"Mixed","Cheshire West and Chester","75","80"
"Mixed","City of London","!","!"
"Mixed","Cornwall","76","76"
"Mixed","County Durham","76","74"
"Mixed","Coventry","72","74"
"Mixed","Croydon","74","80"
"Mixed","Cumbria","74","84"
"Mixed","Darlington","62","100"
"Mixed","Derby","77","80"
"Mixed","Derbyshire","70","82"
"Mixed","Devon","77","73"
"Mixed","Doncaster","65","85"
"Mixed","Dorset","75","84"
"Mixed","Dudley","65","83"
"Mixed","Ealing","71","84"
"Mixed","East Riding of Yorkshire","82","87"
"Mixed","East Sussex","77","84"
"Mixed","Enfield","80","84"
"Mixed","Essex","77","82"
"Mixed","Gateshead","77","85"
"Mixed","Gloucestershire","76","84"
"Mixed","Greenwich","70","87"
"Mixed","Hackney","79","83"
"Mixed","Halton","78","93"
"Mixed","Hammersmith and Fulham","78","83"
"Mixed","Hampshire","80","86"
"Mixed","Haringey","80","86"
"Mixed","Harrow","77","84"
"Mixed","Hartlepool","58","85"
"Mixed","Havering","68","85"
"Mixed","Herefordshire, County of","83","88"
"Mixed","Hertfordshire","75","81"
"Mixed","Hillingdon","74","84"
"Mixed","Hounslow","82","88"
"Mixed","Isle of Wight","65","74"
"Mixed","Isles of Scilly","!","!"
"Mixed","Islington","74","77"
"Mixed","Kensington and Chelsea","86","84"
"Mixed","Kent","79","86"
"Mixed","Kingston upon Hull, City of","66","74"
"Mixed","Kingston upon Thames","77","86"
"Mixed","Kirklees","61","75"
"Mixed","Knowsley","57","77"
"Mixed","Lambeth","77","85"
"Mixed","Lancashire","69","82"
"Mixed","Leeds","66","71"
"Mixed","Leicester","65","76"
"Mixed","Leicestershire","73","76"
"Mixed","Lewisham","77","82"
"Mixed","Lincolnshire","72","79"
"Mixed","Liverpool","65","75"
"Mixed","Luton","68","83"
"Mixed","Manchester","70","82"
"Mixed","Medway","75","85"
"Mixed","Merton","70","81"
"Mixed","Middlesbrough","71","79"
"Mixed","Milton Keynes","73","89"
"Mixed","Newcastle upon Tyne","76","82"
"Mixed","Newham","76","85"
"Mixed","Norfolk","73","78"
"Mixed","North East Lincolnshire","82","72"
"Mixed","North Lincolnshire","89","90"
"Mixed","North Somerset","72","81"
"Mixed","North Tyneside","76","86"
"Mixed","North Yorkshire","74","83"
"Mixed","Northamptonshire","71","75"
"Mixed","Northumberland","81","92"
"Mixed","Nottingham","66","75"
"Mixed","Nottinghamshire","71","82"
"Mixed","Oldham","66","77"
"Mixed","Oxfordshire","73","83"
"Mixed","Peterborough","61","79"
"Mixed","Plymouth","59","84"
"Mixed","Poole","76","70"
"Mixed","Portsmouth","74","83"
"Mixed","Reading","78","76"
"Mixed","Redbridge","77","84"
"Mixed","Redcar and Cleveland","91","76"
"Mixed","Richmond upon Thames","83","88"
"Mixed","Rochdale","64","76"
"Mixed","Rotherham","68","80"
"Mixed","Rutland","88","100"
"Mixed","Salford","70","83"
"Mixed","Sandwell","66","81"
"Mixed","Sefton","61","87"
"Mixed","Sheffield","65","76"
"Mixed","Shropshire","65","80"
"Mixed","Slough","72","83"
"Mixed","Solihull","74","84"
"Mixed","Somerset","78","81"
"Mixed","South Gloucestershire","75","89"
"Mixed","South Tyneside","57","73"
"Mixed","Southampton","72","84"
"Mixed","Southend-on-Sea","78","81"
"Mixed","Southwark","75","86"
"Mixed","St. Helens","63","88"
"Mixed","Staffordshire","73","89"
"Mixed","Stockport","71","68"
"Mixed","Stockton-on-Tees","74","84"
"Mixed","Stoke-on-Trent","76","85"
"Mixed","Suffolk","68","80"
"Mixed","Sunderland","60","82"
"Mixed","Surrey","79","87"
"Mixed","Sutton","73","81"
"Mixed","Swindon","73","81"
"Mixed","Tameside","71","81"
"Mixed","Telford and Wrekin","73","75"
"Mixed","Thurrock","70","83"
"Mixed","Torbay","59","82"
"Mixed","Tower Hamlets","73","75"
"Mixed","Trafford","71","82"
"Mixed","Wakefield","71","69"
"Mixed","Walsall","69","80"
"Mixed","Waltham Forest","78","83"
"Mixed","Wandsworth","79","82"
"Mixed","Warrington","63","74"
"Mixed","Warwickshire","75","86"
"Mixed","West Berkshire","78","85"
"Mixed","West Sussex","70","82"
"Mixed","Westminster","79","89"
"Mixed","Wigan","76","90"
"Mixed","Wiltshire","74","72"
"Mixed","Windsor and Maidenhead","83","96"
"Mixed","Wirral","74","83"
"Mixed","Wokingham","78","80"
"Mixed","Wolverhampton","68","77"
"Mixed","Worcestershire","73","83"
"Mixed","York","77","79"
"White","Barking and Dagenham","65","73"
"White","Barnet","76","82"
"White","Barnsley","66","78"
"White","Bath and North East Somerset","75","82"
"White","Bedford","68","78"
"White","Bexley","76","81"
"White","Birmingham","68","75"
"White","Blackburn with Darwen","71","77"
"White","Blackpool","70","76"
"White","Bolton","69","77"
"White","Bournemouth","74","82"
"White","Bracknell Forest","72","82"
"White","Bradford","66","74"
"White","Brent","70","78"
"White","Brighton and Hove","70","80"
"White","Bristol, City of","71","79"
"White","Bromley","79","82"
"White","Buckinghamshire","76","84"
"White","Bury","72","77"
"White","Calderdale","66","79"
"White","Cambridgeshire","69","78"
"White","Camden","77","81"
"White","Central Bedfordshire","76","84"
"White","Cheshire East","73","81"
"White","Cheshire West and Chester","70","79"
"White","City of London","!","!"
"White","Cornwall","67","77"
"White","County Durham","73","81"
"White","Coventry","65","75"
"White","Croydon","73","81"
"White","Cumbria","70","80"
"White","Darlington","73","80"
"White","Derby","67","75"
"White","Derbyshire","71","80"
"White","Devon","71","79"
"White","Doncaster","68","77"
"White","Dorset","72","80"
"White","Dudley","71","79"
"White","Ealing","76","82"
"White","East Riding of Yorkshire","72","80"
"White","East Sussex","72","82"
"White","Enfield","66","72"
"White","Essex","73","80"
"White","Gateshead","74","82"
"White","Gloucestershire","71","80"
"White","Greenwich","71","78"
"White","Hackney","75","86"
"White","Halton","69","77"
"White","Hammersmith and Fulham","80","84"
"White","Hampshire","78","84"
"White","Haringey","72","79"
"White","Harrow","71","77"
"White","Hartlepool","72","80"
"White","Havering","71","80"
"White","Herefordshire, County of","73","85"
"White","Hertfordshire","74","82"
"White","Hillingdon","68","79"
"White","Hounslow","73","83"
"White","Isle of Wight","64","76"
"White","Isles of Scilly","!","!"
"White","Islington","73","85"
"White","Kensington and Chelsea","81","85"
"White","Kent","73","82"
"White","Kingston upon Hull, City of","68","77"
"White","Kingston upon Thames","78","84"
"White","Kirklees","69","78"
"White","Knowsley","65","77"
"White","Lambeth","77","82"
"White","Lancashire","71","79"
"White","Leeds","67","74"
"White","Leicester","61","68"
"White","Leicestershire","71","79"
"White","Lewisham","79","82"
"White","Lincolnshire","68","77"
"White","Liverpool","65","75"
"White","Luton","62","75"
"White","Manchester","67","77"
"White","Medway","71","82"
"White","Merton","75","79"
"White","Middlesbrough","64","74"
"White","Milton Keynes","69","79"
"White","Newcastle upon Tyne","74","80"
"White","Newham","70","77"
"White","Norfolk","69","78"
"White","North East Lincolnshire","66","77"
"White","North Lincolnshire","69","82"
"White","North Somerset","73","81"
"White","North Tyneside","74","82"
"White","North Yorkshire","71","79"
"White","Northamptonshire","70","78"
"White","Northumberland","75","85"
"White","Nottingham","63","74"
"White","Nottinghamshire","70","79"
"White","Oldham","68","76"
"White","Oxfordshire","73","81"
"White","Peterborough","62","74"
"White","Plymouth","67","78"
"White","Poole","75","83"
"White","Portsmouth","67","79"
"White","Reading","73","76"
"White","Redbridge","73","78"
"White","Redcar and Cleveland","72","81"
"White","Richmond upon Thames","82","87"
