"Ethnicity","Geography","%"
"Other","North Lincolnshire","43"
"Other","North Somerset","33"
"Other","North Tyneside","60"
"Other","North Yorkshire","62"
"Other","Northamptonshire","69"
"Other","Northumberland","75"
"Other","Nottingham","62"
"Other","Nottinghamshire","75"
"Other","Oldham","47"
"Other","Oxfordshire","61"
"Other","Peterborough","70"
"Other","Plymouth","55"
"Other","Poole","75"
"Other","Portsmouth","59"
"Other","Reading","71"
"Other","Redbridge","77"
"Other","Redcar and Cleveland","25"
"Other","Richmond upon Thames","78"
"Other","Rochdale","65"
"Other","Rotherham","57"
"Other","Rutland","100"
"Other","Salford","70"
"Other","Sandwell","57"
"Other","Sefton","50"
"Other","Sheffield","66"
"Other","Shropshire","67"
"Other","Slough","72"
"Other","Solihull","78"
"Other","Somerset","64"
"Other","South Gloucestershire","60"
"Other","South Tyneside","72"
"Other","Southampton","70"
"Other","Southend-on-Sea","68"
"Other","Southwark","68"
"Other","St. Helens","43"
"Other","Staffordshire","62"
"Other","Stockport","63"
"Other","Stockton-on-Tees","50"
"Other","Stoke-on-Trent","54"
"Other","Suffolk","75"
"Other","Sunderland","83"
"Other","Surrey","75"
"Other","Sutton","77"
"Other","Swindon","68"
"Other","Tameside","70"
"Other","Telford and Wrekin","50"
"Other","Thurrock","73"
"Other","Torbay","38"
"Other","Tower Hamlets","67"
"Other","Trafford","73"
"Other","Wakefield","66"
"Other","Walsall","60"
"Other","Waltham Forest","79"
"Other","Wandsworth","77"
"Other","Warrington","75"
"Other","Warwickshire","76"
"Other","West Berkshire","81"
"Other","West Sussex","59"
"Other","Westminster","74"
"Other","Wigan","57"
"Other","Wiltshire","67"
"Other","Windsor and Maidenhead","73"
"Other","Wirral","64"
"Other","Wokingham","65"
"Other","Wolverhampton","68"
"Other","Worcestershire","73"
"Other","York","65"
