"","September 2017","","March 2018",""
"","%","Headcount","%","Headcount"
"Asian","9.3","107,531","9.6","111,465"
"Black","5.7","65,956","5.9","68,251"
"Chinese","0.5","6,303","0.6","6,412"
"Mixed","1.6","18,614","1.7","19,363"
"White","80.7","928,146","80.2","931,704"
"Other","2.1","23,746","2.1","24,698"
"Unknown","N/A","53,251","N/A","53,780"
