"Ethnicity","Local authority","%"
"Other","Newham","80"
"Other","Norfolk","70"
"Other","North East Lincolnshire","72"
"Other","North Lincolnshire","46"
"Other","North Somerset","83"
"Other","North Tyneside","78"
"Other","North Yorkshire","59"
"Other","Northamptonshire","68"
"Other","Northumberland","70"
"Other","Nottingham","68"
"Other","Nottinghamshire","72"
"Other","Oldham","62"
"Other","Oxfordshire","73"
"Other","Peterborough","58"
"Other","Plymouth","64"
"Other","Portsmouth","65"
"Other","Reading","74"
"Other","Redbridge","64"
"Other","Redcar and Cleveland","44"
"Other","Richmond upon Thames","77"
"Other","Rochdale","70"
"Other","Rotherham","62"
"Other","Rutland","75"
"Other","Salford","71"
"Other","Sandwell","67"
"Other","Sefton","43"
"Other","Sheffield","69"
"Other","Shropshire","63"
"Other","Slough","77"
"Other","Solihull","70"
"Other","Somerset","54"
"Other","South Gloucestershire","90"
"Other","South Tyneside","90"
"Other","Southampton","73"
"Other","Southend-on-Sea","64"
"Other","Southwark","73"
"Other","St. Helens","30"
"Other","Staffordshire","67"
"Other","Stockport","66"
"Other","Stockton-on-Tees","57"
"Other","Stoke-on-Trent","62"
"Other","Suffolk","75"
"Other","Sunderland","70"
"Other","Surrey","78"
"Other","Sutton","73"
"Other","Swindon","80"
"Other","Tameside","66"
"Other","Telford and Wrekin","56"
"Other","Thurrock","79"
"Other","Torbay","70"
"Other","Tower Hamlets","67"
"Other","Trafford","74"
"Other","Wakefield","69"
"Other","Walsall","67"
"Other","Waltham Forest","82"
"Other","Wandsworth","71"
"Other","Warrington","81"
"Other","Warwickshire","71"
"Other","West Berkshire","77"
"Other","West Sussex","72"
"Other","Westminster","72"
"Other","Wigan","65"
"Other","Wiltshire","79"
"Other","Windsor and Maidenhead","78"
"Other","Wirral","70"
"Other","Wokingham","80"
"Other","Wolverhampton","64"
"Other","Worcestershire","70"
"Other","York","65"
