"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","All","6-7","100","%","15","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Boys","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Girls","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All","6-7","89","%","18","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Boys","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Girls","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","All","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Boys","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Girls","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All","6-7","88","%","25","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Boys","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Girls","6-7","88","%","17","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All","6-7","97","%","37","36"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Boys","6-7","95","%","21","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Girls","6-7","100","%","16","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","All","6-7","92","%","26","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Boys","6-7","91","%","11","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Girls","6-7","93","%","15","14"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","All","6-7","88","%","33","29"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Boys","6-7","87","%","15","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Girls","6-7","89","%","18","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All","6-7","100","%","13","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Boys","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Girls","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","All","6-7","85","%","13","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Boys","6-7","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Girls","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","All","6-7","76","%","21","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Boys","6-7","75","%","8","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Girls","6-7","77","%","13","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Reading","Local authority","E06000038","All","6-7","100","%","12","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Boys","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Girls","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","All","6-7","92","%","24","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Boys","6-7","100","%","14","14"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Girls","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","All","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","N/A","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Boys","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Girls","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","All","6-7","96","%","23","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Boys","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Girls","6-7","94","%","17","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","All","6-7","100","%","16","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Boys","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Girls","6-7","100","%","11","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","All","6-7","100","%","17","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","Boys","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","Girls","6-7","100","%","10","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","Boys","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","N/A","2018-2019","Academic Year","Rutland","Local authority","E06000017","Girls","6-7","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Salford","Local authority","E08000006","All","6-7","100","%","13","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Boys","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Girls","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All","6-7","87","%","15","13"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Boys","6-7","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Girls","6-7","80","%","5","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","All","6-7","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Boys","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Girls","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","All","6-7","88","%","59","52"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Boys","6-7","86","%","37","32"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Girls","6-7","91","%","22","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Girls","6-7","75","%","4","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Slough","Local authority","E06000039","All","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Boys","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Girls","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All","6-7","100","%","15","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Boys","6-7","100","%","11","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Girls","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","All","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Boys","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Girls","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","All","6-7","95","%","21","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Boys","6-7","91","%","11","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Girls","6-7","100","%","10","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","All","6-7","67","%","3","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Boys","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Girls","6-7","50","%","2","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All","6-7","100","%","17","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Boys","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Girls","6-7","100","%","9","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","All","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Girls","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","All","6-7","94","%","53","50"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Boys","6-7","97","%","29","28"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Girls","6-7","92","%","24","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","All","6-7","69","%","13","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Boys","6-7","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Girls","6-7","50","%","6","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","All","6-7","96","%","27","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Boys","6-7","92","%","12","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Girls","6-7","100","%","15","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","All","6-7","90","%","21","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Boys","6-7","91","%","11","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Girls","6-7","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","All","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Boys","6-7","83","%","6","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Girls","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","All","6-7","90","%","21","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Boys","6-7","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Girls","6-7","100","%","12","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","All","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Boys","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Girls","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","All","6-7","95","%","19","18"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Boys","6-7","100","%","11","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Girls","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","All","6-7","94","%","62","58"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Boys","6-7","97","%","35","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Girls","6-7","89","%","27","24"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","All","6-7","98","%","56","55"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Boys","6-7","96","%","27","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Girls","6-7","100","%","29","29"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","All","6-7","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Boys","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Girls","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","All","6-7","88","%","16","14"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Boys","6-7","83","%","6","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Girls","6-7","90","%","10","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","All","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Boys","6-7","75","%","4","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Girls","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","All","6-7","85","%","13","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Boys","6-7","71","%","7","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Girls","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","All","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Boys","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Girls","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","All","6-7","90","%","21","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Boys","6-7","100","%","9","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Girls","6-7","83","%","12","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","All","6-7","91","%","53","48"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Boys","6-7","97","%","30","29"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Girls","6-7","83","%","23","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","All","6-7","94","%","18","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Boys","6-7","91","%","11","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Girls","6-7","100","%","7","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","All","6-7","91","%","22","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Boys","6-7","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Girls","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","All","6-7","97","%","38","37"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Boys","6-7","95","%","19","18"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Girls","6-7","100","%","19","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","All","6-7","94","%","16","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Boys","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Girls","6-7","100","%","8","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","All","6-7","79","%","14","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Boys","6-7","63","%","8","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Girls","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","All","6-7","96","%","27","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Boys","6-7","91","%","11","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Girls","6-7","100","%","16","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","All","6-7","86","%","7","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Boys","6-7","80","%","5","4"
