"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Boys","6-7","71","%","131","93"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Girls","6-7","71","%","123","87"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","All","6-7","81","%","54","44"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Boys","6-7","81","%","26","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Asian","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Girls","6-7","82","%","28","23"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","All","6-7","78","%","923","718"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Boys","6-7","73","%","483","351"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls","6-7","83","%","440","367"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All","6-7","77","%","444","343"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Boys","6-7","76","%","211","161"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls","6-7","78","%","233","182"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All","6-7","71","%","21","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Boys","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Boys","6-7","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls","6-7","67","%","6","4"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All","6-7","74","%","104","77"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Boys","6-7","68","%","60","41"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls","6-7","82","%","44","36"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All","6-7","82","%","512","421"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Boys","6-7","80","%","267","214"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls","6-7","84","%","245","207"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All","6-7","73","%","1976","1440"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Boys","6-7","69","%","1026","708"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls","6-7","77","%","950","732"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All","6-7","67","%","24","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys","6-7","69","%","13","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls","6-7","64","%","11","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","All","6-7","55","%","11","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys","6-7","60","%","10","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls","6-7","0","%","1","0"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","All","6-7","64","%","269","171"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys","6-7","58","%","134","78"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls","6-7","69","%","135","93"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All","6-7","74","%","27","20"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","6-7","75","%","12","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","6-7","73","%","15","11"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All","6-7","83","%","23","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys","6-7","86","%","14","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls","6-7","78","%","9","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","All","6-7","73","%","131","96"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys","6-7","68","%","74","50"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls","6-7","81","%","57","46"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All","6-7","74","%","844","628"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys","6-7","71","%","442","313"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls","6-7","78","%","402","315"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All","6-7","80","%","50","40"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys","6-7","71","%","24","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls","6-7","88","%","26","23"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All","6-7","67","%","537","359"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys","6-7","65","%","260","170"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls","6-7","68","%","277","189"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All","6-7","77","%","333","255"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys","6-7","75","%","158","118"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls","6-7","78","%","175","137"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All","6-7","69","%","147","102"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys","6-7","67","%","70","47"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls","6-7","71","%","77","55"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","All","6-7","71","%","48","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys","6-7","65","%","23","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls","6-7","76","%","25","19"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All","6-7","71","%","21","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls","6-7","58","%","12","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All","6-7","69","%","98","68"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys","6-7","63","%","51","32"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls","6-7","77","%","47","36"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All","6-7","73","%","274","199"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys","6-7","68","%","124","84"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls","6-7","77","%","150","115"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All","6-7","74","%","70","52"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys","6-7","62","%","34","21"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls","6-7","86","%","36","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All","6-7","53","%","30","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys","6-7","57","%","14","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls","6-7","50","%","16","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All","6-7","57","%","21","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys","6-7","45","%","11","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls","6-7","70","%","10","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","All","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","N/A","2018-2019","Academic Year","City of London","Local authority","E09000001","Girls","6-7","!","%","!","!"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All","6-7","43","%","7","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys","6-7","75","%","4","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls","6-7","0","%","3","0"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All","6-7","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys","6-7","88","%","8","7"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls","6-7","100","%","5","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All","6-7","72","%","525","376"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys","6-7","69","%","278","193"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls","6-7","74","%","247","183"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All","6-7","76","%","1242","945"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys","6-7","75","%","587","443"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls","6-7","77","%","655","502"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All","6-7","50","%","6","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys","6-7","25","%","4","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All","6-7","82","%","11","9"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys","6-7","60","%","5","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls","6-7","100","%","6","6"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All","6-7","76","%","148","112"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys","6-7","70","%","73","51"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls","6-7","81","%","75","61"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All","6-7","90","%","29","26"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys","6-7","95","%","19","18"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls","6-7","80","%","10","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All","6-7","80","%","20","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys","6-7","89","%","9","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls","6-7","73","%","11","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All","6-7","75","%","44","33"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys","6-7","73","%","22","16"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls","6-7","77","%","22","17"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All","6-7","67","%","12","8"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys","6-7","71","%","7","5"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls","6-7","60","%","5","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All","6-7","67","%","97","65"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys","6-7","64","%","53","34"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls","6-7","70","%","44","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All","6-7","69","%","586","405"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys","6-7","67","%","294","196"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls","6-7","72","%","292","209"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All","6-7","75","%","36","27"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys","6-7","65","%","23","15"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls","6-7","92","%","13","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All","6-7","70","%","1018","708"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys","6-7","66","%","510","337"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls","6-7","73","%","508","371"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All","6-7","77","%","505","388"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys","6-7","69","%","259","179"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls","6-7","85","%","246","209"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All","6-7","69","%","32","22"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys","6-7","63","%","16","10"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls","6-7","75","%","16","12"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All","6-7","74","%","89","66"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys","6-7","73","%","48","35"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Girls","6-7","76","%","41","31"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All","6-7","83","%","1078","891"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys","6-7","78","%","550","431"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Girls","6-7","87","%","528","460"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All","6-7","77","%","869","673"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys","6-7","75","%","443","332"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls","6-7","80","%","426","341"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","All","6-7","100","%","3","3"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys","6-7","100","%","2","2"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls","6-7","100","%","1","1"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All","6-7","74","%","300","221"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys","6-7","70","%","146","102"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls","6-7","77","%","154","119"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All","6-7","80","%","233","186"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys","6-7","79","%","130","103"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls","6-7","81","%","103","83"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All","6-7","74","%","611","452"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys","6-7","76","%","314","239"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls","6-7","72","%","297","213"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All","6-7","74","%","254","187"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys","6-7","70","%","125","88"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Girls","6-7","77","%","129","99"
"Percentage of pupils reaching the expected standard in key stage 1 maths","Black","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All","6-7","83","%","6","5"
