"Ethnicity","geography","%"
"Other","Milton Keynes","78"
"Other","Newcastle upon Tyne","75"
"Other","Newham","84"
"Other","Norfolk","75"
"Other","North East Lincolnshire","71"
"Other","North Lincolnshire","52"
"Other","North Somerset","67"
"Other","North Tyneside","80"
"Other","North Yorkshire","74"
"Other","Northamptonshire","82"
"Other","Northumberland","67"
"Other","Nottingham","71"
"Other","Nottinghamshire","77"
"Other","Oldham","58"
"Other","Oxfordshire","70"
"Other","Peterborough","81"
"Other","Plymouth","70"
"Other","Poole","75"
"Other","Portsmouth","56"
"Other","Reading","77"
"Other","Redbridge","77"
"Other","Redcar and Cleveland","50"
"Other","Richmond upon Thames","87"
"Other","Rochdale","65"
"Other","Rotherham","64"
"Other","Rutland","100"
"Other","Salford","77"
"Other","Sandwell","69"
"Other","Sefton","59"
"Other","Sheffield","78"
"Other","Shropshire","67"
"Other","Slough","76"
"Other","Solihull","83"
"Other","Somerset","73"
"Other","South Gloucestershire","65"
"Other","South Tyneside","72"
"Other","Southampton","72"
"Other","Southend-on-Sea","79"
"Other","Southwark","73"
"Other","St. Helens","50"
"Other","Staffordshire","68"
"Other","Stockport","80"
"Other","Stockton-on-Tees","69"
"Other","Stoke-on-Trent","59"
"Other","Suffolk","78"
"Other","Sunderland","83"
"Other","Surrey","83"
"Other","Sutton","85"
"Other","Swindon","68"
"Other","Tameside","74"
"Other","Telford and Wrekin","75"
"Other","Thurrock","77"
"Other","Torbay","50"
"Other","Tower Hamlets","75"
"Other","Trafford","87"
"Other","Wakefield","79"
"Other","Walsall","65"
"Other","Waltham Forest","85"
"Other","Wandsworth","82"
"Other","Warrington","85"
"Other","Warwickshire","82"
"Other","West Berkshire","94"
"Other","West Sussex","65"
"Other","Westminster","76"
"Other","Wigan","69"
"Other","Wiltshire","74"
"Other","Windsor and Maidenhead","92"
"Other","Wirral","82"
"Other","Wokingham","71"
"Other","Wolverhampton","76"
"Other","Worcestershire","69"
"Other","York","65"
