"Ethnicity","Geography","boys","Girls"
"White","Richmond upon Thames","91","94"
"White","Rochdale","78","83"
"White","Rotherham","80","84"
"White","Rutland","89","90"
"White","Salford","76","86"
"White","Sandwell","75","77"
"White","Sefton","80","86"
"White","Sheffield","79","84"
"White","Shropshire","85","87"
"White","Slough","73","82"
"White","Solihull","81","86"
"White","Somerset","85","88"
"White","South Gloucestershire","83","89"
"White","South Tyneside","81","86"
"White","Southampton","79","87"
"White","Southend-on-Sea","82","86"
"White","Southwark","83","87"
"White","St. Helens","76","83"
"White","Staffordshire","82","87"
"White","Stockport","83","89"
"White","Stockton-on-Tees","82","88"
"White","Stoke-on-Trent","78","82"
"White","Suffolk","79","84"
"White","Sunderland","80","88"
"White","Surrey","84","89"
"White","Sutton","83","89"
"White","Swindon","82","86"
"White","Tameside","78","86"
"White","Telford and Wrekin","80","83"
"White","Thurrock","78","84"
"White","Torbay","79","85"
"White","Tower Hamlets","78","86"
"White","Trafford","86","91"
"White","Wakefield","76","81"
"White","Walsall","74","82"
"White","Waltham Forest","83","89"
"White","Wandsworth","90","92"
"White","Warrington","83","88"
"White","Warwickshire","82","87"
"White","West Berkshire","83","88"
"White","West Sussex","82","84"
"White","Westminster","80","85"
"White","Wigan","79","86"
"White","Wiltshire","83","86"
"White","Windsor and Maidenhead","87","91"
"White","Wirral","77","84"
"White","Wokingham","88","91"
"White","Wolverhampton","76","83"
"White","Worcestershire","81","87"
"White","York","85","86"
"Other","Barking and Dagenham","89","70"
"Other","Barnet","80","81"
"Other","Barnsley","60","100"
"Other","Bath and North East Somerset","71","80"
"Other","Bedford","75","50"
"Other","Bexley","71","94"
"Other","Birmingham","72","79"
"Other","Blackburn with Darwen","94","33"
"Other","Blackpool","75","86"
"Other","Bolton","64","76"
"Other","Bournemouth","71","85"
"Other","Bracknell Forest","67","100"
"Other","Bradford","62","73"
"Other","Brent","70","83"
"Other","Brighton and Hove","79","77"
"Other","Bristol, City of","74","75"
"Other","Bromley","72","92"
"Other","Buckinghamshire","79","67"
"Other","Bury","65","75"
"Other","Calderdale","67","33"
"Other","Cambridgeshire","83","80"
"Other","Camden","81","81"
"Other","Central Bedfordshire","73","75"
"Other","Cheshire East","57","80"
"Other","Cheshire West and Chester","50","91"
"Other","City of London","!","!"
"Other","Cornwall","90","70"
"Other","County Durham","64","73"
"Other","Coventry","55","71"
"Other","Croydon","80","76"
"Other","Cumbria","90","75"
"Other","Darlington","50","50"
"Other","Derby","71","75"
"Other","Derbyshire","75","62"
"Other","Devon","77","60"
"Other","Doncaster","31","82"
"Other","Dorset","57","67"
"Other","Dudley","79","58"
"Other","Ealing","75","80"
"Other","East Riding of Yorkshire","57","92"
"Other","East Sussex","55","78"
"Other","Enfield","74","79"
"Other","Essex","65","88"
"Other","Gateshead","45","76"
"Other","Gloucestershire","77","56"
"Other","Greenwich","83","80"
"Other","Hackney","84","84"
"Other","Halton","50","100"
"Other","Hammersmith and Fulham","76","81"
"Other","Hampshire","85","86"
"Other","Haringey","82","76"
"Other","Harrow","69","74"
"Other","Hartlepool","75","50"
"Other","Havering","78","77"
"Other","Herefordshire, County of","57","67"
"Other","Hertfordshire","88","78"
"Other","Hillingdon","76","78"
"Other","Hounslow","83","88"
"Other","Isle of Wight","0","N/A"
"Other","Isles of Scilly","!","!"
"Other","Islington","81","81"
"Other","Kensington and Chelsea","74","90"
"Other","Kent","79","84"
"Other","Kingston upon Hull, City of","78","69"
"Other","Kingston upon Thames","77","87"
"Other","Kirklees","72","68"
"Other","Knowsley","60","80"
"Other","Lambeth","85","89"
"Other","Lancashire","63","64"
"Other","Leeds","68","75"
"Other","Leicester","75","77"
"Other","Leicestershire","83","79"
"Other","Lewisham","75","85"
"Other","Lincolnshire","73","73"
"Other","Liverpool","59","69"
"Other","Luton","58","74"
"Other","Manchester","69","71"
"Other","Medway","87","89"
"Other","Merton","82","87"
"Other","Middlesbrough","47","36"
"Other","Milton Keynes","71","86"
"Other","Newcastle upon Tyne","67","82"
"Other","Newham","85","82"
"Other","Norfolk","70","80"
"Other","North East Lincolnshire","60","86"
"Other","North Lincolnshire","38","70"
"Other","North Somerset","100","50"
"Other","North Tyneside","89","67"
"Other","North Yorkshire","71","76"
"Other","Northamptonshire","76","93"
"Other","Northumberland","57","80"
"Other","Nottingham","67","76"
"Other","Nottinghamshire","78","77"
"Other","Oldham","60","56"
"Other","Oxfordshire","70","70"
"Other","Peterborough","74","89"
"Other","Plymouth","61","81"
"Other","Poole","75","75"
"Other","Portsmouth","42","80"
"Other","Reading","72","85"
"Other","Redbridge","72","86"
"Other","Redcar and Cleveland","67","0"
"Other","Richmond upon Thames","79","100"
"Other","Rochdale","67","63"
"Other","Rotherham","54","73"
"Other","Rutland","N/A","100"
"Other","Salford","73","82"
"Other","Sandwell","67","70"
"Other","Sefton","55","64"
"Other","Sheffield","76","79"
"Other","Shropshire","67","N/A"
"Other","Slough","65","87"
"Other","Solihull","77","90"
"Other","Somerset","55","91"
"Other","South Gloucestershire","60","70"
"Other","South Tyneside","80","63"
"Other","Southampton","73","70"
"Other","Southend-on-Sea","82","75"
"Other","Southwark","71","75"
"Other","St. Helens","25","83"
"Other","Staffordshire","42","80"
"Other","Stockport","76","87"
"Other","Stockton-on-Tees","83","60"
"Other","Stoke-on-Trent","50","66"
"Other","Suffolk","74","82"
"Other","Sunderland","75","88"
"Other","Surrey","75","92"
"Other","Sutton","71","97"
"Other","Swindon","64","73"
"Other","Tameside","75","73"
"Other","Telford and Wrekin","75","N/A"
"Other","Thurrock","88","64"
"Other","Torbay","60","33"
"Other","Tower Hamlets","74","76"
"Other","Trafford","83","89"
"Other","Wakefield","76","83"
"Other","Walsall","59","70"
"Other","Waltham Forest","86","83"
"Other","Wandsworth","82","82"
"Other","Warrington","82","89"
"Other","Warwickshire","79","85"
"Other","West Berkshire","75","100"
"Other","West Sussex","59","73"
"Other","Westminster","71","81"
"Other","Wigan","65","72"
"Other","Wiltshire","72","76"
"Other","Windsor and Maidenhead","85","100"
"Other","Wirral","80","83"
"Other","Wokingham","75","67"
"Other","Wolverhampton","72","80"
"Other","Worcestershire","81","50"
"Other","York","54","86"
