"Ethnicity","Local authority","%"
"Other","Newcastle upon Tyne","67"
"Other","Newham","75"
"Other","Norfolk","64"
"Other","North East Lincolnshire","50"
"Other","North Lincolnshire","38"
"Other","North Somerset","67"
"Other","North Tyneside","56"
"Other","North Yorkshire","55"
"Other","Northamptonshire","53"
"Other","Northumberland","70"
"Other","Nottingham","58"
"Other","Nottinghamshire","60"
"Other","Oldham","51"
"Other","Oxfordshire","62"
"Other","Peterborough","50"
"Other","Plymouth","58"
"Other","Portsmouth","56"
"Other","Reading","59"
"Other","Redbridge","62"
"Other","Redcar and Cleveland","33"
"Other","Richmond upon Thames","69"
"Other","Rochdale","58"
"Other","Rotherham","54"
"Other","Rutland","75"
"Other","Salford","64"
"Other","Sandwell","58"
"Other","Sefton","24"
"Other","Sheffield","60"
"Other","Shropshire","63"
"Other","Slough","71"
"Other","Solihull","78"
"Other","Somerset","54"
"Other","South Gloucestershire","70"
"Other","South Tyneside","90"
"Other","Southampton","66"
"Other","Southend-on-Sea","57"
"Other","Southwark","64"
"Other","St. Helens","20"
"Other","Staffordshire","59"
"Other","Stockport","66"
"Other","Stockton-on-Tees","57"
"Other","Stoke-on-Trent","51"
"Other","Suffolk","68"
"Other","Sunderland","60"
"Other","Surrey","74"
"Other","Sutton","68"
"Other","Swindon","74"
"Other","Tameside","66"
"Other","Telford and Wrekin","33"
"Other","Thurrock","76"
"Other","Torbay","80"
"Other","Tower Hamlets","55"
"Other","Trafford","65"
"Other","Wakefield","69"
"Other","Walsall","60"
"Other","Waltham Forest","75"
"Other","Wandsworth","64"
"Other","Warrington","69"
"Other","Warwickshire","63"
"Other","West Berkshire","62"
"Other","West Sussex","69"
"Other","Westminster","67"
"Other","Wigan","62"
"Other","Wiltshire","79"
"Other","Windsor and Maidenhead","62"
"Other","Wirral","50"
"Other","Wokingham","80"
"Other","Wolverhampton","59"
"Other","Worcestershire","67"
"Other","York","47"
