"Ethnicity","Geography","boys","girls"
"White","Plymouth","60","75"
"White","Poole","67","80"
"White","Portsmouth","59","74"
"White","Reading","61","69"
"White","Redbridge","65","74"
"White","Redcar and Cleveland","69","80"
"White","Richmond upon Thames","71","82"
"White","Rochdale","58","75"
"White","Rotherham","64","76"
"White","Rutland","60","80"
"White","Salford","59","75"
"White","Sandwell","55","69"
"White","Sefton","60","76"
"White","Sheffield","63","74"
"White","Shropshire","60","75"
"White","Slough","53","71"
"White","Solihull","64","78"
"White","Somerset","66","79"
"White","South Gloucestershire","65","81"
"White","South Tyneside","65","81"
"White","Southampton","59","78"
"White","Southend-on-Sea","61","78"
"White","Southwark","70","81"
"White","St. Helens","62","76"
"White","Staffordshire","67","80"
"White","Stockport","63","76"
"White","Stockton-on-Tees","66","80"
"White","Stoke-on-Trent","59","72"
"White","Suffolk","60","76"
"White","Sunderland","64","79"
"White","Surrey","66","79"
"White","Sutton","65","79"
"White","Swindon","66","77"
"White","Tameside","57","76"
"White","Telford and Wrekin","65","77"
"White","Thurrock","63","77"
"White","Torbay","60","77"
"White","Tower Hamlets","62","75"
"White","Trafford","67","79"
"White","Wakefield","60","73"
"White","Walsall","56","71"
"White","Waltham Forest","68","82"
"White","Wandsworth","79","87"
"White","Warrington","65","80"
"White","Warwickshire","63","78"
"White","West Berkshire","63","78"
"White","West Sussex","60","74"
"White","Westminster","69","84"
"White","Wigan","62","79"
"White","Wiltshire","61","75"
"White","Windsor and Maidenhead","66","81"
"White","Wirral","60","75"
"White","Wokingham","67","79"
"White","Wolverhampton","59","74"
"White","Worcestershire","65","77"
"White","York","67","77"
"Other","Barking and Dagenham","67","56"
"Other","Barnet","67","72"
"Other","Barnsley","60","100"
"Other","Bath and North East Somerset","57","60"
"Other","Bedford","58","44"
"Other","Bexley","57","89"
"Other","Birmingham","60","71"
"Other","Blackburn with Darwen","71","33"
"Other","Blackpool","50","86"
"Other","Bolton","55","67"
"Other","Bournemouth","29","69"
"Other","Bracknell Forest","50","100"
"Other","Bradford","48","71"
"Other","Brent","51","72"
"Other","Brighton and Hove","42","50"
"Other","Bristol, City of","63","75"
"Other","Bromley","64","88"
"Other","Buckinghamshire","63","50"
"Other","Bury","47","58"
"Other","Calderdale","67","33"
"Other","Cambridgeshire","73","73"
"Other","Camden","58","74"
"Other","Central Bedfordshire","64","75"
"Other","Cheshire East","43","70"
"Other","Cheshire West and Chester","50","82"
"Other","City of London","!","!"
"Other","Cornwall","60","70"
"Other","County Durham","50","55"
"Other","Coventry","45","69"
"Other","Croydon","66","76"
"Other","Cumbria","70","75"
"Other","Darlington","50","50"
"Other","Derby","60","68"
"Other","Derbyshire","58","46"
"Other","Devon","58","57"
"Other","Doncaster","31","82"
"Other","Dorset","43","67"
"Other","Dudley","62","55"
"Other","Ealing","57","69"
"Other","East Riding of Yorkshire","14","54"
"Other","East Sussex","45","67"
"Other","Enfield","66","76"
"Other","Essex","58","88"
"Other","Gateshead","50","59"
"Other","Gloucestershire","54","44"
"Other","Greenwich","70","73"
"Other","Hackney","77","76"
"Other","Halton","0","100"
"Other","Hammersmith and Fulham","68","77"
"Other","Hampshire","70","75"
"Other","Haringey","66","70"
"Other","Harrow","54","65"
"Other","Hartlepool","75","50"
"Other","Havering","44","77"
"Other","Herefordshire, County of","57","50"
"Other","Hertfordshire","68","71"
"Other","Hillingdon","61","70"
"Other","Hounslow","70","81"
"Other","Isle of Wight","0","N/A"
"Other","Isles of Scilly","!","!"
"Other","Islington","62","75"
"Other","Kensington and Chelsea","59","80"
"Other","Kent","65","75"
"Other","Kingston upon Hull, City of","60","65"
"Other","Kingston upon Thames","66","75"
"Other","Kirklees","67","65"
"Other","Knowsley","60","80"
"Other","Lambeth","68","75"
"Other","Lancashire","57","52"
"Other","Leeds","52","67"
"Other","Leicester","61","72"
"Other","Leicestershire","72","71"
"Other","Lewisham","62","77"
"Other","Lincolnshire","58","82"
"Other","Liverpool","41","63"
"Other","Luton","46","65"
"Other","Manchester","56","66"
"Other","Medway","80","72"
"Other","Merton","59","70"
"Other","Middlesbrough","39","38"
"Other","Milton Keynes","67","77"
"Other","Newcastle upon Tyne","64","76"
"Other","Newham","73","80"
"Other","Norfolk","58","70"
"Other","North East Lincolnshire","50","71"
"Other","North Lincolnshire","38","50"
"Other","North Somerset","0","50"
"Other","North Tyneside","78","67"
"Other","North Yorkshire","59","76"
"Other","Northamptonshire","53","78"
"Other","Northumberland","43","80"
"Other","Nottingham","58","65"
"Other","Nottinghamshire","70","73"
"Other","Oldham","50","44"
"Other","Oxfordshire","44","69"
"Other","Peterborough","58","72"
"Other","Plymouth","39","67"
"Other","Poole","75","75"
"Other","Portsmouth","31","80"
"Other","Reading","61","85"
"Other","Redbridge","63","79"
"Other","Redcar and Cleveland","33","0"
"Other","Richmond upon Thames","58","82"
"Other","Rochdale","56","68"
"Other","Rotherham","46","73"
"Other","Rutland","N/A","100"
"Other","Salford","61","74"
"Other","Sandwell","41","60"
"Other","Sefton","27","64"
"Other","Sheffield","58","65"
"Other","Shropshire","67","N/A"
"Other","Slough","59","78"
"Other","Solihull","77","60"
"Other","Somerset","45","82"
"Other","South Gloucestershire","40","60"
"Other","South Tyneside","80","63"
"Other","Southampton","58","70"
"Other","Southend-on-Sea","64","50"
"Other","Southwark","63","70"
"Other","St. Helens","13","83"
"Other","Staffordshire","42","72"
"Other","Stockport","36","67"
"Other","Stockton-on-Tees","50","50"
"Other","Stoke-on-Trent","43","57"
"Other","Suffolk","54","79"
"Other","Sunderland","50","75"
"Other","Surrey","57","81"
"Other","Sutton","58","90"
"Other","Swindon","45","73"
"Other","Tameside","63","73"
"Other","Telford and Wrekin","50","N/A"
"Other","Thurrock","75","64"
"Other","Torbay","40","33"
"Other","Tower Hamlets","64","69"
"Other","Trafford","78","68"
"Other","Wakefield","53","67"
"Other","Walsall","30","63"
"Other","Waltham Forest","73","77"
"Other","Wandsworth","79","71"
"Other","Warrington","64","78"
"Other","Warwickshire","79","70"
"Other","West Berkshire","75","58"
"Other","West Sussex","38","68"
"Other","Westminster","64","76"
"Other","Wigan","59","61"
"Other","Wiltshire","56","62"
"Other","Windsor and Maidenhead","69","92"
"Other","Wirral","80","50"
"Other","Wokingham","63","67"
"Other","Wolverhampton","62","73"
"Other","Worcestershire","75","60"
"Other","York","54","86"
