"Ethnicity","Geography","%"
"Other","Leeds","59"
"Other","Leicester","67"
"Other","Leicestershire","72"
"Other","Lewisham","70"
"Other","Lincolnshire","65"
"Other","Liverpool","51"
"Other","Luton","56"
"Other","Manchester","61"
"Other","Medway","76"
"Other","Merton","64"
"Other","Middlesbrough","39"
"Other","Milton Keynes","72"
"Other","Newcastle upon Tyne","70"
"Other","Newham","76"
"Other","Norfolk","63"
"Other","North East Lincolnshire","59"
"Other","North Lincolnshire","43"
"Other","North Somerset","33"
"Other","North Tyneside","73"
"Other","North Yorkshire","68"
"Other","Northamptonshire","63"
"Other","Northumberland","58"
"Other","Nottingham","61"
"Other","Nottinghamshire","72"
"Other","Oldham","47"
"Other","Oxfordshire","56"
"Other","Peterborough","65"
"Other","Plymouth","52"
"Other","Poole","75"
"Other","Portsmouth","49"
"Other","Reading","71"
"Other","Redbridge","69"
"Other","Redcar and Cleveland","25"
"Other","Richmond upon Thames","67"
"Other","Rochdale","61"
"Other","Rotherham","61"
"Other","Rutland","100"
"Other","Salford","67"
"Other","Sandwell","53"
"Other","Sefton","45"
"Other","Sheffield","61"
"Other","Shropshire","67"
"Other","Slough","68"
"Other","Solihull","70"
"Other","Somerset","64"
"Other","South Gloucestershire","50"
"Other","South Tyneside","72"
"Other","Southampton","64"
"Other","Southend-on-Sea","58"
"Other","Southwark","67"
"Other","St. Helens","43"
"Other","Staffordshire","62"
"Other","Stockport","48"
"Other","Stockton-on-Tees","50"
"Other","Stoke-on-Trent","51"
"Other","Suffolk","64"
"Other","Sunderland","67"
"Other","Surrey","69"
"Other","Sutton","75"
"Other","Swindon","59"
"Other","Tameside","70"
"Other","Telford and Wrekin","50"
"Other","Thurrock","70"
"Other","Torbay","38"
"Other","Tower Hamlets","66"
"Other","Trafford","71"
"Other","Wakefield","59"
"Other","Walsall","47"
"Other","Waltham Forest","75"
"Other","Wandsworth","76"
"Other","Warrington","70"
"Other","Warwickshire","76"
"Other","West Berkshire","63"
"Other","West Sussex","51"
"Other","Westminster","70"
"Other","Wigan","60"
"Other","Wiltshire","59"
"Other","Windsor and Maidenhead","81"
"Other","Wirral","64"
"Other","Wokingham","65"
"Other","Wolverhampton","68"
"Other","Worcestershire","69"
"Other","York","65"
