"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Permanent exclusions","201516","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.148795685","16","10753"
"Permanent exclusions","201516","Academic Year","White Irish","ONS 18+1","England","Total","0.085466027","18","21061"
"Permanent exclusions","201516","Academic Year","White other","ONS 18+1","England","special","0.059862317","2","3341"
"Permanent exclusions","201516","Academic Year","White other","ONS 18+1","England","State-funded primary","0.011238821","26","231341"
"Permanent exclusions","201516","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.117206427","179","152722"
"Permanent exclusions","201516","Academic Year","White other","ONS 18+1","England","Total","0.053432592","207","387404"
"Permanent exclusions","201415","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","0.094652153","24","25356"
"Permanent exclusions","201415","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.01729604","188","1086954"
"Permanent exclusions","201415","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.158480106","1339","844901"
"Permanent exclusions","201415","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.079245416","1551","1957211"
"Permanent exclusions","201415","Academic Year","Asian","ONS 5+1","England","special","0.034059946","3","8808"
"Permanent exclusions","201415","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.002119284","8","377486"
"Permanent exclusions","201415","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.072698413","229","315000"
"Permanent exclusions","201415","Academic Year","Asian","ONS 5+1","England","Total","0.034222452","240","701294"
"Permanent exclusions","201415","Academic Year","Asian other","ONS 18+1","England","special","0.067613252","1","1479"
"Permanent exclusions","201415","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.001584987","1","63092"
"Permanent exclusions","201415","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.052615169","27","51316"
"Permanent exclusions","201415","Academic Year","Asian other","ONS 18+1","England","Total","0.025024377","29","115887"
"Permanent exclusions","201415","Academic Year","Bangladeshi","ONS 18+1","England","special","0","0","1405"
"Permanent exclusions","201415","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0","0","60389"
"Permanent exclusions","201415","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.055928412","29","51852"
"Permanent exclusions","201415","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.025517836","29","113646"
"Permanent exclusions","201415","Academic Year","Black","ONS 5+1","England","special","0.128845225","8","6209"
"Permanent exclusions","201415","Academic Year","Black","ONS 5+1","England","State-funded primary","0.025135659","51","202899"
"Permanent exclusions","201415","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.241103002","405","167978"
"Permanent exclusions","201415","Academic Year","Black","ONS 5+1","England","Total","0.123048854","464","377086"
"Permanent exclusions","201415","Academic Year","Black African","ONS 18+1","England","special","0.054068667","2","3699"
"Permanent exclusions","201415","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.008213675","11","133923"
"Permanent exclusions","201415","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.146493665","154","105124"
"Permanent exclusions","201415","Academic Year","Black African","ONS 18+1","England","Total","0.06879619","167","242746"
"Permanent exclusions","201415","Academic Year","Black Caribbean","ONS 18+1","England","special","0.266134398","4","1503"
"Permanent exclusions","201415","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.084825636","36","42440"
"Permanent exclusions","201415","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.474734843","205","43182"
"Permanent exclusions","201415","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.281205165","245","87125"
"Permanent exclusions","201415","Academic Year","Black other","ONS 18+1","England","special","0.198609732","2","1007"
"Permanent exclusions","201415","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.015073862","4","26536"
"Permanent exclusions","201415","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.233834892","46","19672"
"Permanent exclusions","201415","Academic Year","Black other","ONS 18+1","England","Total","0.110134491","52","47215"
"Permanent exclusions","201415","Academic Year","Chinese","ONS 5+1","England","special","0","0","273"
"Permanent exclusions","201415","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.006854949","1","14588"
"Permanent exclusions","201415","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.007773632","1","12864"
"Permanent exclusions","201415","Academic Year","Chinese","ONS 5+1","England","Total","0.007213706","2","27725"
"Permanent exclusions","201415","Academic Year","Gypsy/Roma","ONS 18+1","England","special","0.304878049","1","328"
"Permanent exclusions","201415","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.162337662","21","12936"
"Permanent exclusions","201415","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","1.087267525","76","6990"
"Permanent exclusions","201415","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.483855041","98","20254"
"Permanent exclusions","201415","Academic Year","Indian","ONS 18+1","England","special","0.12345679","2","1620"
"Permanent exclusions","201415","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.001010775","1","98934"
"Permanent exclusions","201415","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.026335074","23","87336"
"Permanent exclusions","201415","Academic Year","Indian","ONS 18+1","England","Total","0.013837884","26","187890"
"Permanent exclusions","201415","Academic Year","Irish Traveller","ONS 18+1","England","special","0","0","107"
"Permanent exclusions","201415","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.17366136","6","3455"
"Permanent exclusions","201415","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","1.450589302","16","1103"
"Permanent exclusions","201415","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.471596999","22","4665"
"Permanent exclusions","201415","Academic Year","Mixed","ONS 5+1","England","special","0.182704019","9","4926"
"Permanent exclusions","201415","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.03610402","71","196654"
"Permanent exclusions","201415","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.246458924","348","141200"
"Permanent exclusions","201415","Academic Year","Mixed","ONS 5+1","England","Total","0.124861427","428","342780"
"Permanent exclusions","201415","Academic Year","Mixed other","ONS 18+1","England","special","0.054200542","1","1845"
"Permanent exclusions","201415","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.031019994","22","70922"
"Permanent exclusions","201415","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.215633423","108","50085"
"Permanent exclusions","201415","Academic Year","Mixed other","ONS 18+1","England","Total","0.106632371","131","122852"
"Permanent exclusions","201415","Academic Year","Mixed White/Asian","ONS 18+1","England","special","0","0","862"
"Permanent exclusions","201415","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.013133414","6","45685"
"Permanent exclusions","201415","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.13474555","43","31912"
"Permanent exclusions","201415","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.062453001","49","78459"
"Permanent exclusions","201415","Academic Year","Mixed White/Black African","ONS 18+1","England","special","0.166666667","1","600"
"Permanent exclusions","201415","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","0.030242317","8","26453"
"Permanent exclusions","201415","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.143446297","24","16731"
"Permanent exclusions","201415","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.075369998","33","43784"
"Permanent exclusions","201415","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","special","0.432365658","7","1619"
"Permanent exclusions","201415","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.065305818","35","53594"
"Permanent exclusions","201415","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.40732718","173","42472"
"Permanent exclusions","201415","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.220095204","215","97685"
"Permanent exclusions","201415","Academic Year","Other","ONS 5+1","England","special","0","0","1374"
"Permanent exclusions","201415","Academic Year","Other","ONS 5+1","England","State-funded primary","0.007970541","5","62731"
"Permanent exclusions","201415","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.147321243","71","48194"
"Permanent exclusions","201415","Academic Year","Other","ONS 5+1","England","Total","0.067676471","76","112299"
"Permanent exclusions","201415","Academic Year","Pakistani","ONS 18+1","England","special","0","0","4304"
"Permanent exclusions","201415","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.003869195","6","155071"
"Permanent exclusions","201415","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.120485799","150","124496"
"Permanent exclusions","201415","Academic Year","Pakistani","ONS 18+1","England","Total","0.054954539","156","283871"
"Permanent exclusions","201415","Academic Year","Total","ONS 5+1","England","special","0.088487064","92","103970"
"Permanent exclusions","201415","Academic Year","Total","ONS 5+1","England","State-funded primary","0.020331206","917","4510308"
"Permanent exclusions","201415","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.15027971","4786","3184728"
"Permanent exclusions","201415","Academic Year","Total","ONS 5+1","England","Total","0.074304341","5795","7799006"
"Permanent exclusions","201415","Academic Year","Unclassified","ONS 18+1","England","special","0.076628352","1","1305"
"Permanent exclusions","201415","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.067425534","17","25213"
"Permanent exclusions","201415","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.213595609","86","40263"
"Permanent exclusions","201415","Academic Year","Unclassified","ONS 18+1","England","Total","0.155732918","104","66781"
"Permanent exclusions","201415","Academic Year","White","ONS 5+1","England","special","0.094549425","71","75093"
"Permanent exclusions","201415","Academic Year","White","ONS 5+1","England","State-funded primary","0.027297675","735","2692537"
"Permanent exclusions","201415","Academic Year","White","ONS 5+1","England","State-funded secondary","0.148845853","3646","2449514"
"Permanent exclusions","201415","Academic Year","White","ONS 5+1","England","Total","0.085334045","4452","5217144"
"Permanent exclusions","201415","Academic Year","White British","ONS 18+1","England","special","0.093933574","67","71327"
"Permanent exclusions","201415","Academic Year","White British","ONS 18+1","England","State-funded primary","0.027764894","683","2459941"
"Permanent exclusions","201415","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.146778237","3361","2289849"
"Permanent exclusions","201415","Academic Year","White British","ONS 18+1","England","Total","0.085270696","4111","4821117"
"Permanent exclusions","201415","Academic Year","White Irish","ONS 18+1","England","special","0","0","287"
"Permanent exclusions","201415","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.029667722","3","10112"
"Permanent exclusions","201415","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.164473684","18","10944"
"Permanent exclusions","201415","Academic Year","White Irish","ONS 18+1","England","Total","0.098392916","21","21343"
"Permanent exclusions","201415","Academic Year","White other","ONS 18+1","England","special","0.098554534","3","3044"
"Permanent exclusions","201415","Academic Year","White other","ONS 18+1","England","State-funded primary","0.010674792","22","206093"
"Permanent exclusions","201415","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.12444179","175","140628"
"Permanent exclusions","201415","Academic Year","White other","ONS 18+1","England","Total","0.05718125","200","349765"
"Permanent exclusions","201314","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","0.072883173","17","23325"
"Permanent exclusions","201314","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.017975283","185","1029191"
"Permanent exclusions","201314","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.133863646","1076","803803"
"Permanent exclusions","201314","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.068845926","1278","1856319"
"Permanent exclusions","201314","Academic Year","Asian","ONS 5+1","England","special","0.060768109","5","8228"
"Permanent exclusions","201314","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.004642538","17","366179"
"Permanent exclusions","201314","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.058069312","175","301364"
"Permanent exclusions","201314","Academic Year","Asian","ONS 5+1","England","Total","0.029151887","197","675771"
"Permanent exclusions","201314","Academic Year","Asian other","ONS 18+1","England","special","0.072780204","1","1374"
"Permanent exclusions","201314","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.013195659","8","60626"
"Permanent exclusions","201314","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.054533336","27","49511"
"Permanent exclusions","201314","Academic Year","Asian other","ONS 18+1","England","Total","0.032283811","36","111511"
"Permanent exclusions","201314","Academic Year","Bangladeshi","ONS 18+1","England","special","0.078554595","1","1273"
"Permanent exclusions","201314","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.005024032","3","59713"
"Permanent exclusions","201314","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.064613831","32","49525"
"Permanent exclusions","201314","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.032575943","36","110511"
"Permanent exclusions","201314","Academic Year","Black","ONS 5+1","England","special","0.085895894","5","5821"
"Permanent exclusions","201314","Academic Year","Black","ONS 5+1","England","State-funded primary","0.03043013","60","197173"
"Permanent exclusions","201314","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.228297755","368","161193"
"Permanent exclusions","201314","Academic Year","Black","ONS 5+1","England","Total","0.118894963","433","364187"
"Permanent exclusions","201314","Academic Year","Black African","ONS 18+1","England","special","0.088313218","3","3397"
"Permanent exclusions","201314","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.016404968","21","128010"
"Permanent exclusions","201314","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.150115589","150","99923"
"Permanent exclusions","201314","Academic Year","Black African","ONS 18+1","England","Total","0.075217222","174","231330"
"Permanent exclusions","201314","Academic Year","Black Caribbean","ONS 18+1","England","special","0.067159167","1","1489"
"Permanent exclusions","201314","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.077165747","34","44061"
"Permanent exclusions","201314","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.40565114","174","42894"
"Permanent exclusions","201314","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.23630772","209","88444"
"Permanent exclusions","201314","Academic Year","Black other","ONS 18+1","England","special","0.106951872","1","935"
"Permanent exclusions","201314","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.019918732","5","25102"
"Permanent exclusions","201314","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.239442751","44","18376"
"Permanent exclusions","201314","Academic Year","Black other","ONS 18+1","England","Total","0.11257965","50","44413"
"Permanent exclusions","201314","Academic Year","Chinese","ONS 5+1","England","special","0","0","265"
"Permanent exclusions","201314","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0","0","13464"
"Permanent exclusions","201314","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.01543329","2","12959"
"Permanent exclusions","201314","Academic Year","Chinese","ONS 5+1","England","Total","0.007494005","2","26688"
"Permanent exclusions","201314","Academic Year","Gypsy/Roma","ONS 18+1","England","special","0.340136054","1","294"
"Permanent exclusions","201314","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.050167224","6","11960"
"Permanent exclusions","201314","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","0.860215054","56","6510"
"Permanent exclusions","201314","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.335749307","63","18764"
"Permanent exclusions","201314","Academic Year","Indian","ONS 18+1","England","special","0","0","1516"
"Permanent exclusions","201314","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.001058067","1","94512"
"Permanent exclusions","201314","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.023597428","20","84755"
"Permanent exclusions","201314","Academic Year","Indian","ONS 18+1","England","Total","0.011616136","21","180783"
"Permanent exclusions","201314","Academic Year","Irish Traveller","ONS 18+1","England","special","0","0","99"
"Permanent exclusions","201314","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.333535476","11","3298"
"Permanent exclusions","201314","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","1.463860933","16","1093"
"Permanent exclusions","201314","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.601336303","27","4490"
"Permanent exclusions","201314","Academic Year","Mixed","ONS 5+1","England","special","0.112739572","5","4435"
"Permanent exclusions","201314","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.036257962","67","184787"
"Permanent exclusions","201314","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.207351274","278","134072"
"Permanent exclusions","201314","Academic Year","Mixed","ONS 5+1","England","Total","0.108260593","350","323294"
"Permanent exclusions","201314","Academic Year","Mixed other","ONS 18+1","England","special","0.058962264","1","1696"
"Permanent exclusions","201314","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.030076545","20","66497"
"Permanent exclusions","201314","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.153987638","72","46757"
"Permanent exclusions","201314","Academic Year","Mixed other","ONS 18+1","England","Total","0.080904741","93","114950"
"Permanent exclusions","201314","Academic Year","Mixed White/Asian","ONS 18+1","England","special","0.132100396","1","757"
"Permanent exclusions","201314","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.009358257","4","42743"
"Permanent exclusions","201314","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.14404395","43","29852"
"Permanent exclusions","201314","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.065437889","48","73352"
"Permanent exclusions","201314","Academic Year","Mixed White/Black African","ONS 18+1","England","special","0.199600798","1","501"
"Permanent exclusions","201314","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","0.029169097","7","23998"
"Permanent exclusions","201314","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.173801094","27","15535"
"Permanent exclusions","201314","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","0.087425688","35","40034"
"Permanent exclusions","201314","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","special","0.135043889","2","1481"
"Permanent exclusions","201314","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","0.069836466","36","51549"
"Permanent exclusions","201314","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","0.324365579","136","41928"
"Permanent exclusions","201314","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","0.183238906","174","94958"
"Permanent exclusions","201314","Academic Year","Other","ONS 5+1","England","special","0","0","1173"
"Permanent exclusions","201314","Academic Year","Other","ONS 5+1","England","State-funded primary","0.005104906","3","58767"
"Permanent exclusions","201314","Academic Year","Other","ONS 5+1","England","State-funded secondary","0.100441067","46","45798"
"Permanent exclusions","201314","Academic Year","Other","ONS 5+1","England","Total","0.046340956","49","105738"
"Permanent exclusions","201314","Academic Year","Pakistani","ONS 18+1","England","special","0.073800738","3","4065"
"Permanent exclusions","201314","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.003304081","5","151328"
"Permanent exclusions","201314","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","0.0816514","96","117573"
"Permanent exclusions","201314","Academic Year","Pakistani","ONS 18+1","England","Total","0.038099983","104","272966"
"Permanent exclusions","201314","Academic Year","Total","ONS 5+1","England","special","0.072825946","73","100239"
"Permanent exclusions","201314","Academic Year","Total","ONS 5+1","England","State-funded primary","0.019743211","872","4416708"
"Permanent exclusions","201314","Academic Year","Total","ONS 5+1","England","State-funded secondary","0.125858084","4004","3181361"
"Permanent exclusions","201314","Academic Year","Total","ONS 5+1","England","Total","0.064286854","4949","7698308"
"Permanent exclusions","201314","Academic Year","Unclassified","ONS 18+1","England","special","0.175746924","2","1138"
"Permanent exclusions","201314","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","0.033759548","8","23697"
"Permanent exclusions","201314","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","0.202881964","78","38446"
"Permanent exclusions","201314","Academic Year","Unclassified","ONS 18+1","England","Total","0.139062278","88","63281"
"Permanent exclusions","201314","Academic Year","White","ONS 5+1","England","special","0.076403575","56","73295"
"Permanent exclusions","201314","Academic Year","White","ONS 5+1","England","State-funded primary","0.026149185","692","2646354"
"Permanent exclusions","201314","Academic Year","White","ONS 5+1","England","State-funded secondary","0.123218751","3056","2480142"
"Permanent exclusions","201314","Academic Year","White","ONS 5+1","England","Total","0.073156786","3804","5199791"
"Permanent exclusions","201314","Academic Year","White British","ONS 18+1","England","special","0.077262061","54","69892"
"Permanent exclusions","201314","Academic Year","White British","ONS 18+1","England","State-funded primary","0.026830406","654","2437533"
"Permanent exclusions","201314","Academic Year","White British","ONS 18+1","England","State-funded secondary","0.12218422","2849","2331725"
"Permanent exclusions","201314","Academic Year","White British","ONS 18+1","England","Total","0.073504644","3557","4839150"
"Permanent exclusions","201314","Academic Year","White Irish","ONS 18+1","England","special","0","0","271"
"Permanent exclusions","201314","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0","0","10124"
"Permanent exclusions","201314","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","0.098876404","11","11125"
"Permanent exclusions","201314","Academic Year","White Irish","ONS 18+1","England","Total","0.051115242","11","21520"
"Permanent exclusions","201314","Academic Year","White other","ONS 18+1","England","special","0.036509675","1","2739"
"Permanent exclusions","201314","Academic Year","White other","ONS 18+1","England","State-funded primary","0.011447947","21","183439"
"Permanent exclusions","201314","Academic Year","White other","ONS 18+1","England","State-funded secondary","0.095613352","124","129689"
"Permanent exclusions","201314","Academic Year","White other","ONS 18+1","England","Total","0.046221986","146","315867"
"Permanent exclusions","201213","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","0.059385135","13","21891"
"Permanent exclusions","201213","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.014920579","144","965110"
"Permanent exclusions","201213","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","0.139743305","1084","775708"
"Permanent exclusions","201213","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","0.070402999","1241","1762709"
"Permanent exclusions","201213","Academic Year","Asian","ONS 5+1","England","Special","0.025677237","2","7789"
"Permanent exclusions","201213","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.002834057","10","352851"
"Permanent exclusions","201213","Academic Year","Asian","ONS 5+1","England","State-funded secondary","0.068810101","200","290655"
"Permanent exclusions","201213","Academic Year","Asian","ONS 5+1","England","Total","0.032550534","212","651295"
"Permanent exclusions","201213","Academic Year","Asian other","ONS 18+1","England","Special","0.075987842","1","1316"
"Permanent exclusions","201213","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.008636772","5","57892"
"Permanent exclusions","201213","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","0.062107944","30","48303"
"Permanent exclusions","201213","Academic Year","Asian other","ONS 18+1","England","Total","0.033484946","36","107511"
"Permanent exclusions","201213","Academic Year","Bangladeshi","ONS 18+1","England","Special","0","0","1159"
"Permanent exclusions","201213","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0","0","58586"
"Permanent exclusions","201213","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","0.052845185","25","47308"
"Permanent exclusions","201213","Academic Year","Bangladeshi","ONS 18+1","England","Total","0.023352919","25","107053"
"Permanent exclusions","201213","Academic Year","Black","ONS 5+1","England","Special","0.127923977","7","5472"
"Permanent exclusions","201213","Academic Year","Black","ONS 5+1","England","State-funded primary","0.028192239","53","187995"
"Permanent exclusions","201213","Academic Year","Black","ONS 5+1","England","State-funded secondary","0.213161623","337","158096"
"Permanent exclusions","201213","Academic Year","Black","ONS 5+1","England","Total","0.112924284","397","351563"
"Permanent exclusions","201213","Academic Year","Black African","ONS 18+1","England","Special","0.158027813","5","3164"
"Permanent exclusions","201213","Academic Year","Black African","ONS 18+1","England","State-funded primary","0.009165903","11","120010"
"Permanent exclusions","201213","Academic Year","Black African","ONS 18+1","England","State-funded secondary","0.131399247","127","96652"
"Permanent exclusions","201213","Academic Year","Black African","ONS 18+1","England","Total","0.06505145","143","219826"
"Permanent exclusions","201213","Academic Year","Black Caribbean","ONS 18+1","England","Special","0.135961931","2","1471"
"Permanent exclusions","201213","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","0.081451649","36","44198"
"Permanent exclusions","201213","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","0.36580626","160","43739"
"Permanent exclusions","201213","Academic Year","Black Caribbean","ONS 18+1","England","Total","0.221456693","198","89408"
"Permanent exclusions","201213","Academic Year","Black other","ONS 18+1","England","Special","0","0","837"
"Permanent exclusions","201213","Academic Year","Black other","ONS 18+1","England","State-funded primary","0.025223862","6","23787"
"Permanent exclusions","201213","Academic Year","Black other","ONS 18+1","England","State-funded secondary","0.2824061","50","17705"
"Permanent exclusions","201213","Academic Year","Black other","ONS 18+1","England","Total","0.132297007","56","42329"
"Permanent exclusions","201213","Academic Year","Chinese","ONS 5+1","England","Special","0","0","247"
"Permanent exclusions","201213","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0","0","12392"
"Permanent exclusions","201213","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","0.037619442","5","13291"
"Permanent exclusions","201213","Academic Year","Chinese","ONS 5+1","England","Total","0.019282684","5","25930"
"Permanent exclusions","201213","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","0.398406375","1","251"
"Permanent exclusions","201213","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","0.075635814","8","10577"
"Permanent exclusions","201213","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","0.586770982","33","5624"
"Permanent exclusions","201213","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","0.255288111","42","16452"
"Permanent exclusions","201213","Academic Year","Indian","ONS 18+1","England","Special","0","0","1468"
"Permanent exclusions","201213","Academic Year","Indian","ONS 18+1","England","State-funded primary","0","0","89821"
"Permanent exclusions","201213","Academic Year","Indian","ONS 18+1","England","State-funded secondary","0.037121747","31","83509"
"Permanent exclusions","201213","Academic Year","Indian","ONS 18+1","England","Total","0.017734757","31","174798"
"Permanent exclusions","201213","Academic Year","Irish Traveller","ONS 18+1","England","Special","0","0","103"
"Permanent exclusions","201213","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","0.187617261","6","3198"
"Permanent exclusions","201213","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","0.820419325","9","1097"
"Permanent exclusions","201213","Academic Year","Irish Traveller","ONS 18+1","England","Total","0.34106412","15","4398"
"Permanent exclusions","201213","Academic Year","Mixed","ONS 5+1","England","Special","0.072780204","3","4122"
"Permanent exclusions","201213","Academic Year","Mixed","ONS 5+1","England","State-funded primary","0.028622666","49","171193"
"Permanent exclusions","201213","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","0.226858854","294","129596"
"Permanent exclusions","201213","Academic Year","Mixed","ONS 5+1","England","Total","0.113475736","346","304911"
"Permanent exclusions","201213","Academic Year","Mixed other","ONS 18+1","England","Special","0","0","1549"
"Permanent exclusions","201213","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","0.025869038","16","61850"
"Permanent exclusions","201213","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","0.202163819","91","45013"
"Permanent exclusions","201213","Academic Year","Mixed other","ONS 18+1","England","Total","0.098697561","107","108412"
"Permanent exclusions","201213","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","0","0","705"
"Permanent exclusions","201213","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.010179671","4","39294"
"Permanent exclusions","201213","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","0.112731628","32","28386"
"Permanent exclusions","201213","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","0.052643123","36","68385"
"Permanent exclusions","201213","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","0","0","460"
"Permanent exclusions","201213","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","0.023288309","5","21470"
"Permanent exclusions","201213","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","0.17838765","26","14575"
