"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","201011","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","14.6577036","1897","12942"
"Fixed period exclusions","201011","Academic Year","Indian","ONS 18+1","England","Special","2.282768778","31","1358"
"Fixed period exclusions","201011","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.121738715","102","83786"
"Fixed period exclusions","201011","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.023347254","1657","81894"
"Fixed period exclusions","201011","Academic Year","Indian","ONS 18+1","England","Total","1.071612447","1790","167038"
"Fixed period exclusions","201011","Academic Year","Irish Traveller","ONS 18+1","England","Special","25","20","80"
"Fixed period exclusions","201011","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","5.334211393","162","3037"
"Fixed period exclusions","201011","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","44.82158399","515","1149"
"Fixed period exclusions","201011","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.33849039","697","4266"
"Fixed period exclusions","201011","Academic Year","Mixed","ONS 5+1","England","Special","25.49614112","925","3628"
"Fixed period exclusions","201011","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.651550928","2462","149072"
"Fixed period exclusions","201011","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","12.05993381","14504","120266"
"Fixed period exclusions","201011","Academic Year","Mixed","ONS 5+1","England","Total","6.554296139","17891","272966"
"Fixed period exclusions","201011","Academic Year","Mixed other","ONS 18+1","England","Special","19.26811053","258","1339"
"Fixed period exclusions","201011","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.378700188","748","54254"
"Fixed period exclusions","201011","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","9.872302116","4167","42209"
"Fixed period exclusions","201011","Academic Year","Mixed other","ONS 18+1","England","Total","5.289257888","5173","97802"
"Fixed period exclusions","201011","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","16.74565561","106","633"
"Fixed period exclusions","201011","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.505891975","167","33011"
"Fixed period exclusions","201011","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","6.719258998","1712","25479"
"Fixed period exclusions","201011","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.357407439","1985","59123"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","17.80821918","65","365"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.757079495","309","17586"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","11.0203758","1390","12613"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","5.771495878","1764","30564"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","38.41982959","496","1291"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","2.799574863","1238","44221"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","18.10334042","7235","39965"
"Fixed period exclusions","201011","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","10.49288113","8969","85477"
"Fixed period exclusions","201011","Academic Year","Other","ONS 5+1","England","Special","6.473214286","58","896"
"Fixed period exclusions","201011","Academic Year","Other","ONS 5+1","England","State-funded primary","0.514860281","255","49528"
"Fixed period exclusions","201011","Academic Year","Other","ONS 5+1","England","State-funded secondary","6.446921958","2660","41260"
"Fixed period exclusions","201011","Academic Year","Other","ONS 5+1","England","Total","3.24265957","2973","91684"
"Fixed period exclusions","201011","Academic Year","Pakistani","ONS 18+1","England","Special","3.560239248","125","3511"
"Fixed period exclusions","201011","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.49043613","671","136817"
"Fixed period exclusions","201011","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","6.455355212","6566","101714"
"Fixed period exclusions","201011","Academic Year","Pakistani","ONS 18+1","England","Total","3.041620876","7362","242042"
"Fixed period exclusions","201011","Academic Year","Total","ONS 5+1","England","Special","15.43511483","14342","92918"
"Fixed period exclusions","201011","Academic Year","Total","ONS 5+1","England","State-funded primary","0.913248851","37788","4137755"
"Fixed period exclusions","201011","Academic Year","Total","ONS 5+1","England","State-funded secondary","8.336089287","271976","3262633"
"Fixed period exclusions","201011","Academic Year","Total","ONS 5+1","England","Total","4.325273784","324106","7493306"
"Fixed period exclusions","201011","Academic Year","Unclassified","ONS 18+1","England","Special","49.66378482","517","1041"
"Fixed period exclusions","201011","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","3.546602355","750","21147"
"Fixed period exclusions","201011","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","16.51005649","6255","37886"
"Fixed period exclusions","201011","Academic Year","Unclassified","ONS 18+1","England","Total","12.52122382","7522","60074"
"Fixed period exclusions","201011","Academic Year","White","ONS 5+1","England","Special","16.87326944","11883","70425"
"Fixed period exclusions","201011","Academic Year","White","ONS 5+1","England","State-funded primary","1.150375542","29110","2530478"
"Fixed period exclusions","201011","Academic Year","White","ONS 5+1","England","State-funded secondary","8.276057733","217321","2625900"
"Fixed period exclusions","201011","Academic Year","White","ONS 5+1","England","Total","4.942103232","258314","5226803"
"Fixed period exclusions","201011","Academic Year","White British","ONS 18+1","England","Special","17.00600752","11493","67582"
"Fixed period exclusions","201011","Academic Year","White British","ONS 18+1","England","State-funded primary","1.169666574","27746","2372129"
"Fixed period exclusions","201011","Academic Year","White British","ONS 18+1","England","State-funded secondary","8.290143614","207031","2497315"
"Fixed period exclusions","201011","Academic Year","White British","ONS 18+1","England","Total","4.988225705","246270","4937026"
"Fixed period exclusions","201011","Academic Year","White Irish","ONS 18+1","England","Special","12.26765799","33","269"
"Fixed period exclusions","201011","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.87956022","88","10005"
"Fixed period exclusions","201011","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","8.828859929","1023","11587"
"Fixed period exclusions","201011","Academic Year","White Irish","ONS 18+1","England","Total","5.233063446","1144","21861"
"Fixed period exclusions","201011","Academic Year","White other","ONS 18+1","England","Special","11.37254902","261","2295"
"Fixed period exclusions","201011","Academic Year","White other","ONS 18+1","England","State-funded primary","0.563258865","771","136882"
"Fixed period exclusions","201011","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.521953538","7274","111531"
"Fixed period exclusions","201011","Academic Year","White other","ONS 18+1","England","Total","3.313017534","8306","250708"
"Fixed period exclusions","200910","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","13.5032538","2490","18440"
"Fixed period exclusions","200910","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.974232828","8028","824033"
"Fixed period exclusions","200910","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","8.443879044","59140","700389"
"Fixed period exclusions","200910","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","4.514856157","69658","1542862"
"Fixed period exclusions","200910","Academic Year","Asian","ONS 5+1","England","Special","3.566550311","235","6589"
"Fixed period exclusions","200910","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.325334979","1012","311064"
"Fixed period exclusions","200910","Academic Year","Asian","ONS 5+1","England","State-funded secondary","4.949980762","12865","259900"
"Fixed period exclusions","200910","Academic Year","Asian","ONS 5+1","England","Total","2.44341212","14112","577553"
"Fixed period exclusions","200910","Academic Year","Asian other","ONS 18+1","England","Special","4.885654886","47","962"
"Fixed period exclusions","200910","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.213752956","94","43976"
"Fixed period exclusions","200910","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.691250278","1493","40447"
"Fixed period exclusions","200910","Academic Year","Asian other","ONS 18+1","England","Total","1.913685073","1634","85385"
"Fixed period exclusions","200910","Academic Year","Bangladeshi","ONS 18+1","England","Special","2.192982456","20","912"
"Fixed period exclusions","200910","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.326221942","176","53951"
"Fixed period exclusions","200910","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","5.840417453","2384","40819"
"Fixed period exclusions","200910","Academic Year","Bangladeshi","ONS 18+1","England","Total","2.696431931","2580","95682"
"Fixed period exclusions","200910","Academic Year","Black","ONS 5+1","England","Special","17.63553233","810","4593"
"Fixed period exclusions","200910","Academic Year","Black","ONS 5+1","England","State-funded primary","1.941688329","3182","163878"
"Fixed period exclusions","200910","Academic Year","Black","ONS 5+1","England","State-funded secondary","12.98464849","18828","145002"
"Fixed period exclusions","200910","Academic Year","Black","ONS 5+1","England","Total","7.279733821","22820","313473"
"Fixed period exclusions","200910","Academic Year","Black African","ONS 18+1","England","Special","7.419486343","182","2453"
"Fixed period exclusions","200910","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.169431327","1159","99108"
"Fixed period exclusions","200910","Academic Year","Black African","ONS 18+1","England","State-funded secondary","10.24531025","8591","83853"
"Fixed period exclusions","200910","Academic Year","Black African","ONS 18+1","England","Total","5.356661309","9932","185414"
"Fixed period exclusions","200910","Academic Year","Black Caribbean","ONS 18+1","England","Special","34.86238532","494","1417"
"Fixed period exclusions","200910","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.518342646","1593","45277"
"Fixed period exclusions","200910","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.30794775","7818","45170"
"Fixed period exclusions","200910","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.78224332","9905","91864"
"Fixed period exclusions","200910","Academic Year","Black other","ONS 18+1","England","Special","18.53388658","134","723"
"Fixed period exclusions","200910","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.205920074","430","19493"
"Fixed period exclusions","200910","Academic Year","Black other","ONS 18+1","England","State-funded secondary","15.13861944","2419","15979"
"Fixed period exclusions","200910","Academic Year","Black other","ONS 18+1","England","Total","8.241469816","2983","36195"
"Fixed period exclusions","200910","Academic Year","Chinese","ONS 5+1","England","Special","4.424778761","10","226"
"Fixed period exclusions","200910","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.09057971","10","11040"
"Fixed period exclusions","200910","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.191092698","161","13517"
"Fixed period exclusions","200910","Academic Year","Chinese","ONS 5+1","England","Total","0.730339346","181","24783"
"Fixed period exclusions","200910","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","29.62962963","56","189"
"Fixed period exclusions","200910","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","3.369253853","247","7331"
"Fixed period exclusions","200910","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","36.06781515","1319","3657"
"Fixed period exclusions","200910","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","14.51194417","1622","11177"
"Fixed period exclusions","200910","Academic Year","Indian","ONS 18+1","England","Special","1.989683125","27","1357"
"Fixed period exclusions","200910","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.150735294","123","81600"
"Fixed period exclusions","200910","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.399163797","1951","81320"
"Fixed period exclusions","200910","Academic Year","Indian","ONS 18+1","England","Total","1.278937405","2101","164277"
"Fixed period exclusions","200910","Academic Year","Irish Traveller","ONS 18+1","England","Special","50.64935065","39","77"
"Fixed period exclusions","200910","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","4.489376285","131","2918"
"Fixed period exclusions","200910","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","44.37443744","493","1111"
"Fixed period exclusions","200910","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.1471018","663","4106"
"Fixed period exclusions","200910","Academic Year","Mixed","ONS 5+1","England","Special","29.77645306","999","3355"
"Fixed period exclusions","200910","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.615269568","2268","140410"
"Fixed period exclusions","200910","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","12.61660978","14417","114270"
"Fixed period exclusions","200910","Academic Year","Mixed","ONS 5+1","England","Total","6.85333385","17684","258035"
"Fixed period exclusions","200910","Academic Year","Mixed other","ONS 18+1","England","Special","21.42273099","262","1223"
"Fixed period exclusions","200910","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.420287584","725","51046"
"Fixed period exclusions","200910","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","10.22498446","4113","40225"
"Fixed period exclusions","200910","Academic Year","Mixed other","ONS 18+1","England","Total","5.51387117","5100","92494"
"Fixed period exclusions","200910","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","17.78169014","101","568"
"Fixed period exclusions","200910","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.639218514","195","30506"
"Fixed period exclusions","200910","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","6.976253743","1654","23709"
"Fixed period exclusions","200910","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.559498385","1950","54783"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","30.11695906","103","342"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.1198905","180","16073"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.77498701","1475","11546"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.287328779","1758","27961"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","43.61702128","533","1222"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","2.729928713","1168","42785"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","18.49703532","7175","38790"
"Fixed period exclusions","200910","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","10.72019518","8876","82797"
"Fixed period exclusions","200910","Academic Year","Other","ONS 5+1","England","Special","6.161137441","52","844"
"Fixed period exclusions","200910","Academic Year","Other","ONS 5+1","England","State-funded primary","0.527113255","247","46859"
"Fixed period exclusions","200910","Academic Year","Other","ONS 5+1","England","State-funded secondary","6.477958707","2554","39426"
"Fixed period exclusions","200910","Academic Year","Other","ONS 5+1","England","Total","3.274455118","2853","87129"
"Fixed period exclusions","200910","Academic Year","Pakistani","ONS 18+1","England","Special","4.198927933","141","3358"
"Fixed period exclusions","200910","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.470590024","619","131537"
"Fixed period exclusions","200910","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.231230861","7037","97314"
"Fixed period exclusions","200910","Academic Year","Pakistani","ONS 18+1","England","Total","3.357750992","7797","232209"
"Fixed period exclusions","200910","Academic Year","Total","ONS 5+1","England","Special","16.23446638","14906","91817"
"Fixed period exclusions","200910","Academic Year","Total","ONS 5+1","England","State-funded primary","0.908367024","37212","4096582"
"Fixed period exclusions","200910","Academic Year","Total","ONS 5+1","England","State-funded secondary","8.518019756","279262","3278485"
"Fixed period exclusions","200910","Academic Year","Total","ONS 5+1","England","Total","4.437995823","331380","7466884"
"Fixed period exclusions","200910","Academic Year","Unclassified","ONS 18+1","England","Special","28.48722986","290","1018"
"Fixed period exclusions","200910","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.491215807","320","21459"
"Fixed period exclusions","200910","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","10.87145305","4632","42607"
"Fixed period exclusions","200910","Academic Year","Unclassified","ONS 18+1","England","Total","8.054206871","5242","65084"
"Fixed period exclusions","200910","Academic Year","White","ONS 5+1","England","Special","17.78099949","12510","70356"
"Fixed period exclusions","200910","Academic Year","White","ONS 5+1","England","State-funded primary","1.141552511","28970","2537772"
"Fixed period exclusions","200910","Academic Year","White","ONS 5+1","England","State-funded secondary","8.486940076","225802","2660582"
"Fixed period exclusions","200910","Academic Year","White","ONS 5+1","England","Total","5.073006485","267282","5268710"
"Fixed period exclusions","200910","Academic Year","White British","ONS 18+1","England","Special","17.95832531","12126","67523"
"Fixed period exclusions","200910","Academic Year","White British","ONS 18+1","England","State-funded primary","1.158823455","27661","2386990"
"Fixed period exclusions","200910","Academic Year","White British","ONS 18+1","England","State-funded secondary","8.509509902","215487","2532308"
"Fixed period exclusions","200910","Academic Year","White British","ONS 18+1","England","Total","5.118972588","255274","4986821"
"Fixed period exclusions","200910","Academic Year","White Irish","ONS 18+1","England","Special","21.50943396","57","265"
"Fixed period exclusions","200910","Academic Year","White Irish","ONS 18+1","England","State-funded primary","0.823803063","85","10318"
"Fixed period exclusions","200910","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.073804841","1061","11693"
"Fixed period exclusions","200910","Academic Year","White Irish","ONS 18+1","England","Total","5.400430957","1203","22276"
"Fixed period exclusions","200910","Academic Year","White other","ONS 18+1","England","Special","10.07819288","232","2302"
"Fixed period exclusions","200910","Academic Year","White other","ONS 18+1","England","State-funded primary","0.649694736","846","130215"
"Fixed period exclusions","200910","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.655755592","7442","111813"
"Fixed period exclusions","200910","Academic Year","White other","ONS 18+1","England","Total","3.487087136","8520","244330"
"Fixed period exclusions","200809","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","14.80093145","2606","17607"
"Fixed period exclusions","200809","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.027515292","8139","792105"
"Fixed period exclusions","200809","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","9.024316613","60982","675752"
"Fixed period exclusions","200809","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","4.828592278","71727","1485464"
"Fixed period exclusions","200809","Academic Year","Asian","ONS 5+1","England","Special","3.993660856","252","6310"
"Fixed period exclusions","200809","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.343254385","1030","300069"
"Fixed period exclusions","200809","Academic Year","Asian","ONS 5+1","England","State-funded secondary","5.308286659","13335","251211"
"Fixed period exclusions","200809","Academic Year","Asian","ONS 5+1","England","Total","2.621460213","14617","557590"
"Fixed period exclusions","200809","Academic Year","Asian other","ONS 18+1","England","Special","4.942528736","43","870"
"Fixed period exclusions","200809","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.237777508","98","41215"
"Fixed period exclusions","200809","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","4.137603044","1566","37848"
"Fixed period exclusions","200809","Academic Year","Asian other","ONS 18+1","England","Total","2.135538514","1707","79933"
"Fixed period exclusions","200809","Academic Year","Bangladeshi","ONS 18+1","England","Special","2.392344498","20","836"
"Fixed period exclusions","200809","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.335454685","175","52168"
"Fixed period exclusions","200809","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","6.991861463","2689","38459"
"Fixed period exclusions","200809","Academic Year","Bangladeshi","ONS 18+1","England","Total","3.153187628","2884","91463"
"Fixed period exclusions","200809","Academic Year","Black","ONS 5+1","England","Special","18.95668374","814","4294"
"Fixed period exclusions","200809","Academic Year","Black","ONS 5+1","England","State-funded primary","2.080059575","3296","158457"
"Fixed period exclusions","200809","Academic Year","Black","ONS 5+1","England","State-funded secondary","13.70115798","19156","139813"
"Fixed period exclusions","200809","Academic Year","Black","ONS 5+1","England","Total","7.689612776","23266","302564"
"Fixed period exclusions","200809","Academic Year","Black African","ONS 18+1","England","Special","8.771929825","200","2280"
"Fixed period exclusions","200809","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.296382385","1227","94648"
"Fixed period exclusions","200809","Academic Year","Black African","ONS 18+1","England","State-funded secondary","10.66554084","8463","79349"
"Fixed period exclusions","200809","Academic Year","Black African","ONS 18+1","England","Total","5.610488039","9890","176277"
"Fixed period exclusions","200809","Academic Year","Black Caribbean","ONS 18+1","England","Special","34.5334313","470","1361"
"Fixed period exclusions","200809","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.588921347","1634","45529"
"Fixed period exclusions","200809","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","18.14143568","8168","45024"
"Fixed period exclusions","200809","Academic Year","Black Caribbean","ONS 18+1","England","Total","11.17566421","10272","91914"
"Fixed period exclusions","200809","Academic Year","Black other","ONS 18+1","England","Special","22.05206738","144","653"
"Fixed period exclusions","200809","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.379649891","435","18280"
"Fixed period exclusions","200809","Academic Year","Black other","ONS 18+1","England","State-funded secondary","16.35362694","2525","15440"
"Fixed period exclusions","200809","Academic Year","Black other","ONS 18+1","England","Total","9.030343584","3104","34373"
"Fixed period exclusions","200809","Academic Year","Chinese","ONS 5+1","England","Special","4.166666667","10","240"
"Fixed period exclusions","200809","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.092081031","10","10860"
"Fixed period exclusions","200809","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.36099463","185","13593"
"Fixed period exclusions","200809","Academic Year","Chinese","ONS 5+1","England","Total","0.830194792","205","24693"
"Fixed period exclusions","200809","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","30","57","190"
"Fixed period exclusions","200809","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","3.306426576","213","6442"
"Fixed period exclusions","200809","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","39.22330097","1212","3090"
"Fixed period exclusions","200809","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","15.243777","1482","9722"
"Fixed period exclusions","200809","Academic Year","Indian","ONS 18+1","England","Special","2.156133829","29","1345"
"Fixed period exclusions","200809","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.130997829","105","80154"
"Fixed period exclusions","200809","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.458996177","1994","81090"
"Fixed period exclusions","200809","Academic Year","Indian","ONS 18+1","England","Total","1.30882163","2128","162589"
"Fixed period exclusions","200809","Academic Year","Irish Traveller","ONS 18+1","England","Special","47.61904762","40","84"
"Fixed period exclusions","200809","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","5.859916782","169","2884"
"Fixed period exclusions","200809","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","41.78674352","435","1041"
"Fixed period exclusions","200809","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.06385632","644","4009"
"Fixed period exclusions","200809","Academic Year","Mixed","ONS 5+1","England","Special","31.28617363","973","3110"
"Fixed period exclusions","200809","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.639135292","2186","133363"
"Fixed period exclusions","200809","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","13.58110195","14511","106847"
"Fixed period exclusions","200809","Academic Year","Mixed","ONS 5+1","England","Total","7.262041756","17670","243320"
"Fixed period exclusions","200809","Academic Year","Mixed other","ONS 18+1","England","Special","21.42857143","240","1120"
"Fixed period exclusions","200809","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.391745082","670","48141"
"Fixed period exclusions","200809","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","11.25655147","4231","37587"
"Fixed period exclusions","200809","Academic Year","Mixed other","ONS 18+1","England","Total","5.919537583","5141","86848"
"Fixed period exclusions","200809","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","11.2754159","61","541"
"Fixed period exclusions","200809","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.624298541","178","28512"
"Fixed period exclusions","200809","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","7.760399945","1692","21803"
"Fixed period exclusions","200809","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.796995438","1931","50856"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","26.49842271","84","317"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.489745474","223","14969"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.49409319","1322","10581"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.297599258","1629","25867"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","51.9434629","588","1132"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","2.671234518","1115","41741"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","19.70387244","7266","36876"
"Fixed period exclusions","200809","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","11.24653601","8969","79749"
"Fixed period exclusions","200809","Academic Year","Other","ONS 5+1","England","Special","10.93560146","90","823"
"Fixed period exclusions","200809","Academic Year","Other","ONS 5+1","England","State-funded primary","0.520467969","230","44191"
"Fixed period exclusions","200809","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.021817412","2652","37768"
"Fixed period exclusions","200809","Academic Year","Other","ONS 5+1","England","Total","3.590152449","2972","82782"
"Fixed period exclusions","200809","Academic Year","Pakistani","ONS 18+1","England","Special","4.909481436","160","3259"
"Fixed period exclusions","200809","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.515284671","652","126532"
"Fixed period exclusions","200809","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.553243652","7086","93814"
"Fixed period exclusions","200809","Academic Year","Pakistani","ONS 18+1","England","Total","3.532121375","7898","223605"
"Fixed period exclusions","200809","Academic Year","Total","ONS 5+1","England","Special","17.07381284","15565","91163"
"Fixed period exclusions","200809","Academic Year","Total","ONS 5+1","England","State-funded primary","0.953388843","38873","4077350"
"Fixed period exclusions","200809","Academic Year","Total","ONS 5+1","England","State-funded secondary","9.172945909","300701","3278129"
"Fixed period exclusions","200809","Academic Year","Total","ONS 5+1","England","Total","4.769116066","355139","7446642"
"Fixed period exclusions","200809","Academic Year","Unclassified","ONS 18+1","England","Special","24.92431887","247","991"
"Fixed period exclusions","200809","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.704169424","412","24176"
"Fixed period exclusions","200809","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","12.14938754","5475","45064"
"Fixed period exclusions","200809","Academic Year","Unclassified","ONS 18+1","England","Total","8.734034828","6134","70231"
"Fixed period exclusions","200809","Academic Year","White","ONS 5+1","England","Special","18.67171116","13177","70572"
"Fixed period exclusions","200809","Academic Year","White","ONS 5+1","England","State-funded primary","1.190962558","30492","2560282"
"Fixed period exclusions","200809","Academic Year","White","ONS 5+1","England","State-funded secondary","9.148397411","245386","2682284"
"Fixed period exclusions","200809","Academic Year","White","ONS 5+1","England","Total","5.440381936","289055","5313138"
"Fixed period exclusions","200809","Academic Year","White British","ONS 18+1","England","Special","18.76236308","12710","67742"
"Fixed period exclusions","200809","Academic Year","White British","ONS 18+1","England","State-funded primary","1.205117599","29105","2415117"
"Fixed period exclusions","200809","Academic Year","White British","ONS 18+1","England","State-funded secondary","9.165282866","234243","2555764"
"Fixed period exclusions","200809","Academic Year","White British","ONS 18+1","England","Total","5.478838167","276058","5038623"
"Fixed period exclusions","200809","Academic Year","White Irish","ONS 18+1","England","Special","24.63768116","68","276"
"Fixed period exclusions","200809","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.351729281","145","10727"
"Fixed period exclusions","200809","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.898327872","1178","11901"
"Fixed period exclusions","200809","Academic Year","White Irish","ONS 18+1","England","Total","6.073174991","1391","22904"
"Fixed period exclusions","200809","Academic Year","White other","ONS 18+1","England","Special","13.24561404","302","2280"
"Fixed period exclusions","200809","Academic Year","White other","ONS 18+1","England","State-funded primary","0.687384104","860","125112"
