"Ethnicity","Local authority","%"
"Asian","Bexley","85"
"Asian","Birmingham","74"
"Asian","Blackburn with Darwen","76"
"Asian","Blackpool","81"
"Asian","Bolton","75"
"Asian","Bournemouth, Christchurch and Poole","78"
"Asian","Bracknell Forest","83"
"Asian","Bradford","75"
"Asian","Brent","77"
"Asian","Brighton and Hove","67"
"Asian","Bristol, City of","67"
"Asian","Bromley","89"
"Asian","Buckinghamshire","74"
"Asian","Bury","68"
"Asian","Calderdale","67"
"Asian","Cambridgeshire","79"
"Asian","Camden","74"
"Asian","Central Bedfordshire","86"
"Asian","Cheshire East","74"
"Asian","Cheshire West and Chester","79"
"Asian","City of London","!"
"Asian","Cornwall","67"
"Asian","County Durham","75"
"Asian","Coventry","77"
"Asian","Croydon","82"
"Asian","Cumbria","69"
"Asian","Darlington","68"
"Asian","Derby","77"
"Asian","Derbyshire","70"
"Asian","Devon","58"
"Asian","Doncaster","70"
"Asian","Dorset","83"
"Asian","Dudley","75"
"Asian","Ealing","76"
"Asian","East Riding of Yorkshire","86"
"Asian","East Sussex","80"
"Asian","Enfield","79"
"Asian","Essex","82"
"Asian","Gateshead","74"
"Asian","Gloucestershire","77"
"Asian","Greenwich","88"
"Asian","Hackney","82"
"Asian","Halton","80"
"Asian","Hammersmith and Fulham","82"
"Asian","Hampshire","83"
"Asian","Haringey","85"
"Asian","Harrow","86"
"Asian","Hartlepool","66"
"Asian","Havering","82"
"Asian","Herefordshire, County of","75"
"Asian","Hertfordshire","80"
"Asian","Hillingdon","81"
"Asian","Hounslow","83"
"Asian","Isle of Wight","71"
"Asian","Isles of Scilly","!"
"Asian","Islington","76"
"Asian","Kensington and Chelsea","83"
"Asian","Kent","81"
"Asian","Kingston upon Hull, City of","76"
"Asian","Kingston upon Thames","77"
"Asian","Kirklees","74"
"Asian","Knowsley","92"
"Asian","Lambeth","76"
"Asian","Lancashire","71"
"Asian","Leeds","67"
"Asian","Leicester","75"
"Asian","Leicestershire","83"
"Asian","Lewisham","77"
"Asian","Lincolnshire","85"
"Asian","Liverpool","72"
"Asian","Luton","75"
"Asian","Manchester","71"
"Asian","Medway","85"
"Asian","Merton","81"
"Asian","Middlesbrough","65"
"Asian","Milton Keynes","81"
"Asian","Newcastle upon Tyne","75"
"Asian","Newham","81"
"Asian","Norfolk","82"
"Asian","North East Lincolnshire","75"
"Asian","North Lincolnshire","72"
"Asian","North Somerset","79"
"Asian","North Tyneside","71"
"Asian","North Yorkshire","70"
"Asian","Northamptonshire","79"
"Asian","Northumberland","82"
"Asian","Nottingham","71"
"Asian","Nottinghamshire","78"
"Asian","Oldham","70"
"Asian","Oxfordshire","78"
"Asian","Peterborough","66"
"Asian","Plymouth","71"
"Asian","Portsmouth","77"
"Asian","Reading","74"
"Asian","Redbridge","82"
"Asian","Redcar and Cleveland","88"
"Asian","Richmond upon Thames","83"
"Asian","Rochdale","67"
"Asian","Rotherham","71"
"Asian","Rutland","67"
"Asian","Salford","78"
"Asian","Sandwell","75"
"Asian","Sefton","67"
"Asian","Sheffield","70"
"Asian","Shropshire","58"
"Asian","Slough","80"
"Asian","Solihull","82"
"Asian","Somerset","77"
"Asian","South Gloucestershire","89"
"Asian","South Tyneside","74"
"Asian","Southampton","74"
"Asian","Southend-on-Sea","74"
"Asian","Southwark","77"
"Asian","St. Helens","65"
"Asian","Staffordshire","80"
"Asian","Stockport","74"
"Asian","Stockton-on-Tees","83"
"Asian","Stoke-on-Trent","74"
"Asian","Suffolk","79"
"Asian","Sunderland","70"
"Asian","Surrey","81"
"Asian","Sutton","87"
"Asian","Swindon","77"
"Asian","Tameside","70"
"Asian","Telford and Wrekin","67"
"Asian","Thurrock","83"
"Asian","Torbay","91"
"Asian","Tower Hamlets","76"
"Asian","Trafford","78"
"Asian","Wakefield","69"
"Asian","Walsall","78"
"Asian","Waltham Forest","80"
"Asian","Wandsworth","76"
"Asian","Warrington","81"
"Asian","Warwickshire","81"
"Asian","West Berkshire","77"
"Asian","West Sussex","77"
"Asian","Westminster","81"
"Asian","Wigan","78"
"Asian","Wiltshire","69"
"Asian","Windsor and Maidenhead","77"
"Asian","Wirral","78"
"Asian","Wokingham","85"
"Asian","Wolverhampton","81"
"Asian","Worcestershire","74"
"Asian","York","80"
"Black","Barking and Dagenham","79"
"Black","Barnet","78"
"Black","Barnsley","71"
"Black","Bath and North East Somerset","80"
"Black","Bedford","70"
"Black","Bexley","86"
"Black","Birmingham","73"
"Black","Blackburn with Darwen","71"
"Black","Blackpool","55"
"Black","Bolton","65"
"Black","Bournemouth, Christchurch and Poole","74"
"Black","Bracknell Forest","96"
"Black","Bradford","73"
"Black","Brent","75"
"Black","Brighton and Hove","82"
"Black","Bristol, City of","69"
"Black","Bromley","76"
"Black","Buckinghamshire","77"
"Black","Bury","69"
"Black","Calderdale","57"
"Black","Cambridgeshire","77"
"Black","Camden","75"
"Black","Central Bedfordshire","74"
"Black","Cheshire East","63"
"Black","Cheshire West and Chester","62"
"Black","City of London","!"
"Black","Cornwall","43"
"Black","County Durham","92"
"Black","Coventry","72"
"Black","Croydon","78"
"Black","Cumbria","67"
"Black","Darlington","91"
"Black","Derby","76"
"Black","Derbyshire","83"
"Black","Devon","85"
"Black","Doncaster","75"
"Black","Dorset","75"
"Black","Dudley","70"
"Black","Ealing","73"
"Black","East Riding of Yorkshire","100"
"Black","East Sussex","69"
"Black","Enfield","71"
"Black","Essex","78"
"Black","Gateshead","78"
"Black","Gloucestershire","76"
"Black","Greenwich","83"
"Black","Hackney","78"
"Black","Halton","100"
"Black","Hammersmith and Fulham","73"
"Black","Hampshire","85"
"Black","Haringey","78"
"Black","Harrow","73"
"Black","Hartlepool","67"
"Black","Havering","79"
"Black","Herefordshire, County of","85"
"Black","Hertfordshire","74"
"Black","Hillingdon","79"
"Black","Hounslow","75"
"Black","Isle of Wight","50"
"Black","Isles of Scilly","!"
"Black","Islington","75"
"Black","Kensington and Chelsea","81"
"Black","Kent","83"
"Black","Kingston upon Hull, City of","66"
"Black","Kingston upon Thames","78"
"Black","Kirklees","81"
"Black","Knowsley","76"
"Black","Lambeth","75"
"Black","Lancashire","79"
"Black","Leeds","69"
"Black","Leicester","70"
"Black","Leicestershire","75"
"Black","Lewisham","74"
"Black","Lincolnshire","71"
"Black","Liverpool","72"
"Black","Luton","70"
"Black","Manchester","74"
"Black","Medway","87"
"Black","Merton","74"
"Black","Middlesbrough","70"
"Black","Milton Keynes","80"
"Black","Newcastle upon Tyne","74"
"Black","Newham","80"
"Black","Norfolk","72"
"Black","North East Lincolnshire","50"
"Black","North Lincolnshire","79"
"Black","North Somerset","63"
"Black","North Tyneside","83"
"Black","North Yorkshire","52"
"Black","Northamptonshire","74"
"Black","Northumberland","60"
"Black","Nottingham","80"
"Black","Nottinghamshire","74"
"Black","Oldham","71"
"Black","Oxfordshire","79"
"Black","Peterborough","69"
"Black","Plymouth","73"
"Black","Portsmouth","68"
"Black","Reading","73"
"Black","Redbridge","77"
"Black","Redcar and Cleveland","100"
"Black","Richmond upon Thames","79"
"Black","Rochdale","71"
"Black","Rotherham","78"
"Black","Rutland","67"
"Black","Salford","76"
"Black","Sandwell","76"
"Black","Sefton","62"
"Black","Sheffield","78"
"Black","Shropshire","100"
"Black","Slough","76"
"Black","Solihull","74"
"Black","Somerset","78"
"Black","South Gloucestershire","77"
"Black","South Tyneside","79"
"Black","Southampton","82"
"Black","Southend-on-Sea","84"
"Black","Southwark","81"
"Black","St. Helens","73"
"Black","Staffordshire","75"
"Black","Stockport","68"
"Black","Stockton-on-Tees","81"
"Black","Stoke-on-Trent","70"
"Black","Suffolk","75"
"Black","Sunderland","75"
"Black","Surrey","83"
"Black","Sutton","78"
"Black","Swindon","82"
"Black","Tameside","55"
"Black","Telford and Wrekin","71"
"Black","Thurrock","84"
"Black","Torbay","50"
"Black","Tower Hamlets","75"
"Black","Trafford","72"
"Black","Wakefield","74"
"Black","Walsall","69"
"Black","Waltham Forest","78"
"Black","Wandsworth","73"
"Black","Warrington","80"
"Black","Warwickshire","83"
"Black","West Berkshire","68"
"Black","West Sussex","61"
"Black","Westminster","78"
"Black","Wigan","76"
"Black","Wiltshire","72"
"Black","Windsor and Maidenhead","72"
"Black","Wirral","60"
"Black","Wokingham","74"
"Black","Wolverhampton","74"
"Black","Worcestershire","61"
"Black","York","73"
"Chinese","Barking and Dagenham","83"
"Chinese","Barnet","86"
"Chinese","Barnsley","N/A"
"Chinese","Bath and North East Somerset","78"
"Chinese","Bedford","100"
"Chinese","Bexley","87"
"Chinese","Birmingham","83"
"Chinese","Blackburn with Darwen","67"
"Chinese","Blackpool","80"
"Chinese","Bolton","67"
"Chinese","Bournemouth, Christchurch and Poole","92"
"Chinese","Bracknell Forest","100"
"Chinese","Bradford","89"
"Chinese","Brent","93"
"Chinese","Brighton and Hove","79"
"Chinese","Bristol, City of","83"
"Chinese","Bromley","91"
"Chinese","Buckinghamshire","88"
"Chinese","Bury","73"
"Chinese","Calderdale","50"
"Chinese","Cambridgeshire","82"
"Chinese","Camden","83"
"Chinese","Central Bedfordshire","90"
"Chinese","Cheshire East","78"
"Chinese","Cheshire West and Chester","86"
"Chinese","City of London","!"
"Chinese","Cornwall","55"
"Chinese","County Durham","80"
"Chinese","Coventry","88"
"Chinese","Croydon","86"
"Chinese","Cumbria","57"
"Chinese","Darlington","100"
"Chinese","Derby","79"
"Chinese","Derbyshire","71"
"Chinese","Devon","81"
"Chinese","Doncaster","80"
"Chinese","Dorset","100"
"Chinese","Dudley","86"
"Chinese","Ealing","78"
"Chinese","East Riding of Yorkshire","100"
"Chinese","East Sussex","68"
"Chinese","Enfield","91"
"Chinese","Essex","86"
"Chinese","Gateshead","75"
"Chinese","Gloucestershire","83"
"Chinese","Greenwich","91"
"Chinese","Hackney","88"
"Chinese","Halton","N/A"
"Chinese","Hammersmith and Fulham","57"
"Chinese","Hampshire","81"
"Chinese","Haringey","89"
"Chinese","Harrow","90"
"Chinese","Hartlepool","100"
"Chinese","Havering","92"
"Chinese","Herefordshire, County of","100"
"Chinese","Hertfordshire","84"
"Chinese","Hillingdon","82"
"Chinese","Hounslow","95"
"Chinese","Isle of Wight","100"
"Chinese","Isles of Scilly","!"
"Chinese","Islington","92"
"Chinese","Kensington and Chelsea","88"
"Chinese","Kent","89"
"Chinese","Kingston upon Hull, City of","67"
"Chinese","Kingston upon Thames","100"
"Chinese","Kirklees","88"
"Chinese","Knowsley","43"
"Chinese","Lambeth","96"
"Chinese","Lancashire","79"
"Chinese","Leeds","79"
"Chinese","Leicester","80"
"Chinese","Leicestershire","79"
"Chinese","Lewisham","87"
"Chinese","Lincolnshire","72"
"Chinese","Liverpool","78"
"Chinese","Luton","82"
"Chinese","Manchester","78"
"Chinese","Medway","83"
"Chinese","Merton","96"
"Chinese","Middlesbrough","100"
"Chinese","Milton Keynes","88"
"Chinese","Newcastle upon Tyne","75"
"Chinese","Newham","92"
"Chinese","Norfolk","84"
"Chinese","North East Lincolnshire","50"
"Chinese","North Lincolnshire","100"
"Chinese","North Somerset","80"
"Chinese","North Tyneside","100"
"Chinese","North Yorkshire","73"
"Chinese","Northamptonshire","83"
"Chinese","Northumberland","100"
"Chinese","Nottingham","80"
"Chinese","Nottinghamshire","86"
"Chinese","Oldham","88"
"Chinese","Oxfordshire","85"
"Chinese","Peterborough","92"
"Chinese","Plymouth","54"
"Chinese","Portsmouth","76"
"Chinese","Reading","92"
"Chinese","Redbridge","88"
"Chinese","Redcar and Cleveland","100"
"Chinese","Richmond upon Thames","96"
"Chinese","Rochdale","81"
"Chinese","Rotherham","94"
"Chinese","Rutland","100"
"Chinese","Salford","85"
"Chinese","Sandwell","87"
"Chinese","Sefton","60"
"Chinese","Sheffield","75"
"Chinese","Shropshire","63"
"Chinese","Slough","100"
"Chinese","Solihull","93"
"Chinese","Somerset","100"
"Chinese","South Gloucestershire","95"
"Chinese","South Tyneside","100"
"Chinese","Southampton","100"
"Chinese","Southend-on-Sea","100"
"Chinese","Southwark","85"
"Chinese","St. Helens","62"
"Chinese","Staffordshire","100"
"Chinese","Stockport","76"
"Chinese","Stockton-on-Tees","89"
"Chinese","Stoke-on-Trent","76"
"Chinese","Suffolk","86"
"Chinese","Sunderland","84"
"Chinese","Surrey","95"
"Chinese","Sutton","95"
"Chinese","Swindon","85"
"Chinese","Tameside","69"
"Chinese","Telford and Wrekin","89"
"Chinese","Thurrock","77"
"Chinese","Torbay","67"
"Chinese","Tower Hamlets","86"
"Chinese","Trafford","89"
"Chinese","Wakefield","89"
"Chinese","Walsall","73"
"Chinese","Waltham Forest","87"
"Chinese","Wandsworth","88"
"Chinese","Warrington","71"
"Chinese","Warwickshire","93"
"Chinese","West Berkshire","71"
"Chinese","West Sussex","81"
"Chinese","Westminster","88"
"Chinese","Wigan","91"
"Chinese","Wiltshire","88"
"Chinese","Windsor and Maidenhead","80"
"Chinese","Wirral","95"
"Chinese","Wokingham","90"
"Chinese","Wolverhampton","72"
"Chinese","Worcestershire","76"
"Chinese","York","83"
"Mixed","Barking and Dagenham","74"
"Mixed","Barnet","82"
"Mixed","Barnsley","71"
"Mixed","Bath and North East Somerset","84"
"Mixed","Bedford","64"
"Mixed","Bexley","82"
"Mixed","Birmingham","73"
"Mixed","Blackburn with Darwen","77"
"Mixed","Blackpool","73"
"Mixed","Bolton","73"
"Mixed","Bournemouth, Christchurch and Poole","79"
"Mixed","Bracknell Forest","87"
"Mixed","Bradford","74"
"Mixed","Brent","77"
"Mixed","Brighton and Hove","82"
"Mixed","Bristol, City of","71"
"Mixed","Bromley","80"
"Mixed","Buckinghamshire","78"
"Mixed","Bury","75"
"Mixed","Calderdale","73"
"Mixed","Cambridgeshire","76"
"Mixed","Camden","77"
"Mixed","Central Bedfordshire","82"
"Mixed","Cheshire East","76"
"Mixed","Cheshire West and Chester","78"
"Mixed","City of London","!"
"Mixed","Cornwall","79"
"Mixed","County Durham","85"
"Mixed","Coventry","72"
"Mixed","Croydon","79"
"Mixed","Cumbria","82"
"Mixed","Darlington","82"
"Mixed","Derby","71"
"Mixed","Derbyshire","81"
"Mixed","Devon","80"
"Mixed","Doncaster","70"
"Mixed","Dorset","80"
"Mixed","Dudley","71"
"Mixed","Ealing","81"
"Mixed","East Riding of Yorkshire","81"
"Mixed","East Sussex","79"
"Mixed","Enfield","80"
"Mixed","Essex","78"
"Mixed","Gateshead","87"
"Mixed","Gloucestershire","72"
"Mixed","Greenwich","83"
"Mixed","Hackney","81"
"Mixed","Halton","84"
"Mixed","Hammersmith and Fulham","83"
"Mixed","Hampshire","83"
"Mixed","Haringey","80"
"Mixed","Harrow","79"
"Mixed","Hartlepool","80"
"Mixed","Havering","78"
"Mixed","Herefordshire, County of","90"
"Mixed","Hertfordshire","80"
"Mixed","Hillingdon","75"
"Mixed","Hounslow","81"
"Mixed","Isle of Wight","77"
"Mixed","Isles of Scilly","!"
"Mixed","Islington","77"
"Mixed","Kensington and Chelsea","81"
"Mixed","Kent","82"
"Mixed","Kingston upon Hull, City of","72"
"Mixed","Kingston upon Thames","83"
"Mixed","Kirklees","71"
"Mixed","Knowsley","75"
"Mixed","Lambeth","81"
"Mixed","Lancashire","74"
"Mixed","Leeds","72"
"Mixed","Leicester","72"
"Mixed","Leicestershire","78"
"Mixed","Lewisham","78"
"Mixed","Lincolnshire","76"
"Mixed","Liverpool","69"
"Mixed","Luton","72"
"Mixed","Manchester","74"
"Mixed","Medway","77"
"Mixed","Merton","76"
"Mixed","Middlesbrough","73"
"Mixed","Milton Keynes","81"
"Mixed","Newcastle upon Tyne","77"
"Mixed","Newham","83"
"Mixed","Norfolk","79"
"Mixed","North East Lincolnshire","68"
"Mixed","North Lincolnshire","78"
"Mixed","North Somerset","82"
"Mixed","North Tyneside","83"
"Mixed","North Yorkshire","80"
"Mixed","Northamptonshire","74"
"Mixed","Northumberland","72"
"Mixed","Nottingham","74"
"Mixed","Nottinghamshire","75"
"Mixed","Oldham","73"
"Mixed","Oxfordshire","76"
"Mixed","Peterborough","71"
"Mixed","Plymouth","74"
"Mixed","Portsmouth","81"
"Mixed","Reading","71"
"Mixed","Redbridge","85"
"Mixed","Redcar and Cleveland","72"
"Mixed","Richmond upon Thames","83"
"Mixed","Rochdale","67"
"Mixed","Rotherham","81"
"Mixed","Rutland","63"
"Mixed","Salford","81"
"Mixed","Sandwell","76"
"Mixed","Sefton","77"
"Mixed","Sheffield","70"
"Mixed","Shropshire","71"
"Mixed","Slough","74"
"Mixed","Solihull","82"
"Mixed","Somerset","83"
"Mixed","South Gloucestershire","75"
"Mixed","South Tyneside","75"
"Mixed","Southampton","74"
"Mixed","Southend-on-Sea","77"
"Mixed","Southwark","76"
"Mixed","St. Helens","77"
"Mixed","Staffordshire","76"
"Mixed","Stockport","76"
"Mixed","Stockton-on-Tees","77"
"Mixed","Stoke-on-Trent","71"
"Mixed","Suffolk","71"
"Mixed","Sunderland","76"
"Mixed","Surrey","81"
"Mixed","Sutton","85"
"Mixed","Swindon","76"
"Mixed","Tameside","73"
"Mixed","Telford and Wrekin","77"
"Mixed","Thurrock","80"
"Mixed","Torbay","89"
"Mixed","Tower Hamlets","78"
"Mixed","Trafford","76"
"Mixed","Wakefield","72"
"Mixed","Walsall","77"
"Mixed","Waltham Forest","80"
"Mixed","Wandsworth","79"
"Mixed","Warrington","80"
"Mixed","Warwickshire","78"
"Mixed","West Berkshire","81"
"Mixed","West Sussex","75"
"Mixed","Westminster","75"
"Mixed","Wigan","78"
"Mixed","Wiltshire","74"
"Mixed","Windsor and Maidenhead","83"
"Mixed","Wirral","77"
"Mixed","Wokingham","83"
"Mixed","Wolverhampton","79"
"Mixed","Worcestershire","79"
"Mixed","York","80"
"White","Barking and Dagenham","69"
"White","Barnet","80"
"White","Barnsley","73"
"White","Bath and North East Somerset","78"
"White","Bedford","70"
"White","Bexley","76"
"White","Birmingham","71"
"White","Blackburn with Darwen","73"
"White","Blackpool","72"
"White","Bolton","73"
"White","Bournemouth, Christchurch and Poole","77"
"White","Bracknell Forest","78"
"White","Bradford","72"
"White","Brent","73"
"White","Brighton and Hove","77"
"White","Bristol, City of","76"
"White","Bromley","80"
"White","Buckinghamshire","79"
"White","Bury","73"
"White","Calderdale","74"
"White","Cambridgeshire","74"
"White","Camden","78"
"White","Central Bedfordshire","78"
"White","Cheshire East","77"
"White","Cheshire West and Chester","73"
"White","City of London","!"
"White","Cornwall","72"
"White","County Durham","76"
"White","Coventry","70"
"White","Croydon","75"
"White","Cumbria","75"
"White","Darlington","75"
"White","Derby","71"
"White","Derbyshire","74"
"White","Devon","74"
"White","Doncaster","74"
"White","Dorset","76"
"White","Dudley","74"
"White","Ealing","77"
"White","East Riding of Yorkshire","75"
"White","East Sussex","77"
"White","Enfield","66"
"White","Essex","76"
"White","Gateshead","76"
"White","Gloucestershire","75"
"White","Greenwich","72"
"White","Hackney","80"
"White","Halton","71"
"White","Hammersmith and Fulham","82"
"White","Hampshire","80"
"White","Haringey","76"
"White","Harrow","72"
"White","Hartlepool","74"
"White","Havering","77"
"White","Herefordshire, County of","79"
"White","Hertfordshire","77"
"White","Hillingdon","70"
"White","Hounslow","75"
"White","Isle of Wight","71"
"White","Isles of Scilly","!"
"White","Islington","78"
"White","Kensington and Chelsea","82"
"White","Kent","75"
"White","Kingston upon Hull, City of","73"
"White","Kingston upon Thames","80"
"White","Kirklees","73"
"White","Knowsley","71"
"White","Lambeth","82"
"White","Lancashire","74"
"White","Leeds","71"
"White","Leicester","65"
"White","Leicestershire","75"
"White","Lewisham","78"
"White","Lincolnshire","71"
"White","Liverpool","70"
"White","Luton","65"
"White","Manchester","71"
"White","Medway","74"
"White","Merton","80"
"White","Middlesbrough","71"
"White","Milton Keynes","75"
"White","Newcastle upon Tyne","76"
"White","Newham","72"
"White","Norfolk","73"
"White","North East Lincolnshire","74"
"White","North Lincolnshire","75"
"White","North Somerset","76"
"White","North Tyneside","78"
"White","North Yorkshire","74"
"White","Northamptonshire","74"
"White","Northumberland","79"
"White","Nottingham","67"
"White","Nottinghamshire","73"
"White","Oldham","73"
"White","Oxfordshire","77"
"White","Peterborough","67"
"White","Plymouth","71"
"White","Portsmouth","74"
"White","Reading","73"
"White","Redbridge","75"
"White","Redcar and Cleveland","76"
"White","Richmond upon Thames","84"
"White","Rochdale","71"
"White","Rotherham","72"
"White","Rutland","79"
"White","Salford","74"
"White","Sandwell","69"
"White","Sefton","75"
"White","Sheffield","72"
"White","Shropshire","74"
"White","Slough","70"
"White","Solihull","77"
"White","Somerset","76"
"White","South Gloucestershire","80"
"White","South Tyneside","76"
"White","Southampton","73"
"White","Southend-on-Sea","77"
"White","Southwark","81"
"White","St. Helens","74"
"White","Staffordshire","77"
"White","Stockport","76"
"White","Stockton-on-Tees","77"
"White","Stoke-on-Trent","73"
"White","Suffolk","73"
"White","Sunderland","75"
"White","Surrey","78"
"White","Sutton","78"
"White","Swindon","75"
"White","Tameside","74"
"White","Telford and Wrekin","76"
"White","Thurrock","71"
"White","Torbay","76"
"White","Tower Hamlets","75"
"White","Trafford","80"
"White","Wakefield","73"
"White","Walsall","73"
"White","Waltham Forest","80"
"White","Wandsworth","87"
"White","Warrington","77"
"White","Warwickshire","77"
"White","West Berkshire","75"
"White","West Sussex","75"
"White","Westminster","78"
"White","Wigan","76"
"White","Wiltshire","75"
"White","Windsor and Maidenhead","80"
"White","Wirral","71"
"White","Wokingham","78"
"White","Wolverhampton","72"
"White","Worcestershire","75"
"White","York","76"
"Other","Barking and Dagenham","77"
"Other","Barnet","71"
"Other","Barnsley","89"
"Other","Bath and North East Somerset","35"
"Other","Bedford","80"
"Other","Bexley","78"
"Other","Birmingham","69"
"Other","Blackburn with Darwen","67"
"Other","Blackpool","40"
"Other","Bolton","61"
"Other","Bournemouth, Christchurch and Poole","68"
"Other","Bracknell Forest","78"
"Other","Bradford","60"
"Other","Brent","66"
"Other","Brighton and Hove","53"
"Other","Bristol, City of","59"
"Other","Bromley","77"
"Other","Buckinghamshire","81"
"Other","Bury","68"
"Other","Calderdale","69"
"Other","Cambridgeshire","71"
"Other","Camden","73"
"Other","Central Bedfordshire","79"
"Other","Cheshire East","67"
"Other","Cheshire West and Chester","48"
"Other","City of London","!"
"Other","Cornwall","52"
"Other","County Durham","63"
"Other","Coventry","64"
"Other","Croydon","73"
"Other","Cumbria","65"
"Other","Darlington","55"
"Other","Derby","67"
"Other","Derbyshire","66"
"Other","Devon","58"
"Other","Doncaster","55"
"Other","Dorset","59"
"Other","Dudley","61"
"Other","Ealing","69"
"Other","East Riding of Yorkshire","63"
"Other","East Sussex","56"
"Other","Enfield","67"
"Other","Essex","76"
"Other","Gateshead","58"
"Other","Gloucestershire","54"
"Other","Greenwich","81"
"Other","Hackney","76"
"Other","Halton","67"
"Other","Hammersmith and Fulham","74"
"Other","Hampshire","81"
"Other","Haringey","63"
"Other","Harrow","67"
"Other","Hartlepool","44"
"Other","Havering","69"
"Other","Herefordshire, County of","50"
"Other","Hertfordshire","68"
"Other","Hillingdon","71"
"Other","Hounslow","75"
"Other","Isle of Wight","50"
"Other","Isles of Scilly","!"
"Other","Islington","70"
"Other","Kensington and Chelsea","75"
"Other","Kent","70"
"Other","Kingston upon Hull, City of","64"
"Other","Kingston upon Thames","74"
"Other","Kirklees","66"
"Other","Knowsley","71"
"Other","Lambeth","72"
"Other","Lancashire","52"
"Other","Leeds","65"
"Other","Leicester","70"
"Other","Leicestershire","63"
"Other","Lewisham","80"
"Other","Lincolnshire","69"
"Other","Liverpool","56"
"Other","Luton","75"
"Other","Manchester","64"
"Other","Medway","76"
"Other","Merton","82"
"Other","Middlesbrough","54"
"Other","Milton Keynes","52"
"Other","Newcastle upon Tyne","70"
"Other","Newham","79"
"Other","Norfolk","69"
