"Ethnicity","Local authority","%"
"Other","Plymouth","4.3"
"Other","Poole","3.8"
"Other","Portsmouth","4.2"
"Other","Reading","4.8"
"Other","Redbridge","4.1"
"Other","Redcar and Cleveland","4.4"
"Other","Richmond upon Thames","4.3"
"Other","Rochdale","4.6"
"Other","Rotherham","4.4"
"Other","Rutland","3.7"
"Other","Salford","4.2"
"Other","Sandwell","4.4"
"Other","Sefton","4.4"
"Other","Sheffield","5.0"
"Other","Shropshire","5.2"
"Other","Slough","4.2"
"Other","Solihull","4.3"
"Other","Somerset","5.3"
"Other","South Gloucestershire","5.6"
"Other","South Tyneside","4.6"
"Other","Southampton","4.2"
"Other","Southend-on-Sea","4.4"
"Other","Southwark","4.4"
"Other","St. Helens","3.9"
"Other","Staffordshire","4.7"
"Other","Stockport","5.0"
"Other","Stockton-on-Tees","3.7"
"Other","Stoke-on-Trent","5.4"
"Other","Suffolk","4.1"
"Other","Sunderland","4.9"
"Other","Surrey","4.1"
"Other","Sutton","4.0"
"Other","Swindon","4.3"
"Other","Tameside","4.4"
"Other","Telford and Wrekin","4.1"
"Other","Thurrock","3.7"
"Other","Torbay","5.0"
"Other","Tower Hamlets","3.8"
"Other","Trafford","4.2"
"Other","Wakefield","4.7"
"Other","Walsall","4.6"
"Other","Waltham Forest","4.5"
"Other","Wandsworth","4.6"
"Other","Warrington","5.0"
"Other","Warwickshire","4.5"
"Other","West Berkshire","4.6"
"Other","West Sussex","4.5"
"Other","Westminster","4.8"
"Other","Wigan","5.3"
"Other","Wiltshire","4.6"
"Other","Windsor and Maidenhead","4.5"
"Other","Wirral","4.5"
"Other","Wokingham","5.5"
"Other","Wolverhampton","5.4"
"Other","Worcestershire","4.8"
"Other","York","4.7"
