"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","133","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","62","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Occupational pension income","78","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Personal pension income","7","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Investment income","5","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Earnings income","80","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Other income ","2","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Gross income","446","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit income","205","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","130","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","46","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","18","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Occupational pension income","91","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Investment income","31","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Earnings income","110","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Gross income","643","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","137","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","67","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","8","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Occupational pension income","154","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Personal pension income","53","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Investment income","77","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Earnings income","126","£",""
"Gross income, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Other income ","4","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Mean","443","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 5+2","Mean","446","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White British","ONS 5+2","Mean","447","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White Other","ONS 5+2","Mean","407","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 5+2","Mean","397","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Mean","345","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Mean","375","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Mean","520","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Median","346","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 5+2","Median","349","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White British","ONS 5+2","Median","350","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White Other","ONS 5+2","Median","318","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 5+2","Median","389","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Median","278","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Median","270","£",""
"Net income BHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Median","335","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Mean","409","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 5+2","Mean","412","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White British","ONS 5+2","Mean","413","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White Other","ONS 5+2","Mean","363","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 5+2","Mean","359","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Mean","285","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Mean","334","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Mean","463","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Median","310","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 5+2","Median","314","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White British","ONS 5+2","Median","316","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","White Other","ONS 5+2","Median","256","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 5+2","Median","337","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Median","222","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Median","237","£",""
"Net income AHC, £ per week","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Median","258","£",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","All","ONS 5+2","Count"," 8,700,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","White","ONS 5+2","Count"," 8,300,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","White British","ONS 5+2","Count"," 8,100,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","White Other","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","Mixed","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","Black","ONS 5+2","Count"," 100,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","Asian","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2012/13; 2013/14; 2014/15","3-Year average","Other","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","All","ONS 5+2","Count"," 21,120 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","White","ONS 5+2","Count"," 20,391 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","White British","ONS 5+2","Count"," 19,963 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","White Other","ONS 5+2","Count"," 428 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","Mixed","ONS 5+2","Count"," 56 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","Black","ONS 5+2","Count"," 223 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","Asian","ONS 5+2","Count"," 380 ","",""
"Sample Sizes","2012/13; 2013/14; 2014/15","3-Year sum","Other","ONS 5+2","Count"," 70 ","",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","26","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Personal pension income","18","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Investment income","64","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","25","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Occupational pension income","63","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Personal pension income","19","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Investment income","65","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","98","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","25","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Occupational pension income","64","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Personal pension income","19","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Investment income","65","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","87","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","34","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","18","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Occupational pension income","49","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Personal pension income","13","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Investment income","60","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Other income","44","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","91","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","44","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","22","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Occupational pension income","48","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Personal pension income","8","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Investment income","31","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Earnings income","16","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Other income","46","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","89","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","36","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Occupational pension income","34","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Personal pension income","9","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Investment income","39","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Other income","41","%",""
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Gross income","538","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit income","228","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","180","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","24","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Occupational pension income","154","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Personal pension income","21","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Investment income","44","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Earnings income","88","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Gross income","543","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit income","228","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","182","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","22","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Occupational pension income","157","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Investment income","45","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Earnings income","88","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Gross income","544","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit income","229","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","183","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","22","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Occupational pension income","158","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Personal pension income","22","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Investment income","45","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Earnings income","87","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Gross income","489","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit income","209","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","150","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","38","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","14","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Occupational pension income","109","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Personal pension income","18","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Investment income","45","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Earnings income","104","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Gross income","505","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit income","225","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","154","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","41","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","25","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Occupational pension income","119","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Personal pension income","10","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Investment income","11","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Earnings income","134","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Gross income","393","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit income","223","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","138","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","59","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Occupational pension income","78","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Personal pension income","7","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Investment income","5","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Earnings income","78","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Other income ","2","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Gross income","420","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit income","204","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","134","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","44","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","17","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Occupational pension income","83","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Personal pension income","5","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Investment income","25","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Earnings income","96","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Other income ","6","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Gross income","596","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit income","226","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","152","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","60","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","4","£",""
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Occupational pension income","141","£",""
