"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","96","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","31","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Occupational pension income","60","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Personal pension income","16","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Investment income","69","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","96","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","30","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Personal pension income","16","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Investment income","70","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","96","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","30","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Personal pension income","16","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Investment income","70","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Earnings income","18","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","89","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Occupational pension income","52","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Personal pension income","13","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Investment income","64","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Other income","44","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","All benefit income (including State Pension)","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Occupational pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Personal pension income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Investment income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Earnings income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Other income","..","%","Value not available due to small sample size"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","86","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","51","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","19","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Occupational pension income","46","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Personal pension income","7","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Investment income","42","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Earnings income","16","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Other income","29","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","98","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","90","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","45","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","24","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Occupational pension income","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Personal pension income","8","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Investment income","43","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Earnings income","17","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Other income","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","99","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","84","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","26","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","14","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","60","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income","40","%",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Gross income","522","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","166","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","27","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Occupational pension income","130","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Earnings income","103","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Gross income","525","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","167","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Occupational pension income","132","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Earnings income","103","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Gross income","526","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit income","224","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","168","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Occupational pension income","132","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Investment income","42","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Earnings income","103","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Gross income","514","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","154","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","35","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Occupational pension income","119","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Personal pension income","12","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Investment income","55","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Earnings income","105","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Gross income","459","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit income","207","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","136","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","47","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","11","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Occupational pension income","116","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Personal pension income","10","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Investment income","17","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Earnings income","103","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Gross income","412","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit income","220","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","132","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","61","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","14","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Occupational pension income","72","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Investment income","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Earnings income","109","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Other income ","3","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Gross income","439","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit income","214","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","138","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","43","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Occupational pension income","78","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Personal pension income","15","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Investment income","38","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Earnings income","88","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Other income ","7","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Gross income","502","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit income","214","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","147","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","35","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","22","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","118","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","50","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","87","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income ","6","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","433","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Mean","436","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","436","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","427","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","379","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","349","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","361","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","406","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","342","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Median","344","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","344","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","328","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","306","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","276","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","266","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","309","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","401","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Mean","405","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","405","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","386","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","325","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","291","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","330","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","362","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","307","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Median","310","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","310","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","289","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","253","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","221","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","233","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","263","£",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Count"," 8,600,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White","ONS 5+2","Count"," 8,300,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Count"," 8,000,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Count"," 100,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Count"," 200,000 ","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","All","ONS 5+2","Count"," 27,044 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White","ONS 5+2","Count"," 26,273 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White British","ONS 5+2","Count"," 25,543 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White Other","ONS 5+2","Count"," 730 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Mixed","ONS 5+2","Count"," 60 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Black","ONS 5+2","Count"," 218 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Asian","ONS 5+2","Count"," 383 ","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Other","ONS 5+2","Count"," 110 ","",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Investment income","68","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Investment income","69","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Personal pension income","17","%",""
