"Ethnicity","Geography","%"
"White","England","7"
"White","London","8"
"White","Midlands","7"
"White","North","6"
"White","South","6"
"Other than White","England","15"
"Other than White","London","16"
"Other than White","Midlands","15"
"Other than White","North","14"
"Other than White","South","15"
