"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Denominator","Numerator"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","Boys","45.2","1310","59192"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","All","51.6","283","14614.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","Girls","51.5","1305","67268"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","Boys","48.6","1300","63149.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","Boys","43.7","1300","56772.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Girls","51.7","1297","67036.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","Boys","42.6","1296","55182.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Barking and Dagenham","Local authority","E09000002","Boys","46.8","1294","60540.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Calderdale","Local authority","E08000033","Girls","55.3","1292","71493.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","All","52.8","1136","60009"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Sunderland","Local authority","E08000024","Girls","50.7","1284","65068.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Newcastle upon Tyne","Local authority","E08000021","Boys","45.2","1281","57842.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","53.4","2334","124600.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","57.9","1068","61851.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","47.6","296","14090.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Newcastle upon Tyne","Local authority","E08000021","Girls","50.2","1267","63544.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Stoke-on-Trent","Local authority","E06000021","Boys","42.6","1265","53869.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Girls","52","1264","65687.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Girls","50.2","1263","63363.95"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Peterborough","Local authority","E06000031","Girls","50.1","1253","62730.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Boys","45","1252","56388.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Girls","48.2","1247","60122.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","Boys","45","1243","55943.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","62.1","12","745"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Boys","45.2","1236","55832.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Stockport","Local authority","E08000007","Boys","48.3","1235","59643"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Dudley","Local authority","E08000027","Girls","49","1232","60383.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Barking and Dagenham","Local authority","E09000002","Girls","52.7","1231","64923.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","52.8","181","9558.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Hackney","Local authority","E09000012","Girls","55.4","1224","67807.02"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","All","50","627","31334.88"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Rochdale","Local authority","E08000005","Girls","48.9","1219","59654.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Boys","48.5","1219","59104.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","46.8","1041","48740.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bristol, City of","Local authority","E06000023","Boys","46","1216","55996.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","South Gloucestershire","Local authority","E06000025","Girls","52.2","1205","62940.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","45.7","33","1508.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","40.8","6","244.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Girls","55.6","1200","66770.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Girls","54.9","1199","65808.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","70","5","350"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","43.6","13","567"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Medway","Local authority","E06000035","Boys","45.7","1194","54610.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","East of England","Region","E12000006","Boys","47.1","1191","56155.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Plymouth","Local authority","E06000026","Girls","51.7","1189","61443.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Hartlepool","Local authority","E06000001","All","46.8","976","45666.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Haringey","Local authority","E09000014","Girls","54.5","1184","64483.13"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Greenwich","Local authority","E09000011","Boys","48.3","1184","57205.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Brighton and Hove","Local authority","E06000043","Boys","49.9","1177","58730.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Boys","45.3","1174","53129.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","51.9","2842","147461.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","57.4","154","8838.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","51.6","368","19000.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Boys","49.5","1168","57859.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Barnsley","Local authority","E08000016","Boys","44.4","1167","51807.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Harrow","Local authority","E09000015","Girls","57.2","1166","66741.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Solihull","Local authority","E08000029","Boys","48.5","1166","56541.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Manchester","Local authority","E08000003","Boys","40.5","1165","47149.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","South Gloucestershire","Local authority","E06000025","Boys","47.6","1165","55430.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","East of England","Region","E12000006","Girls","56","1163","65164"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bolton","Local authority","E08000001","Boys","44.7","1161","51908.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Salford","Local authority","E08000006","Girls","46.2","1161","53682.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","East Midlands","Region","E12000004","Boys","45.3","1155","52355"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Southend-on-Sea","Local authority","E06000033","Boys","52.1","1154","60151.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Stockport","Local authority","E08000007","Girls","54.2","1152","62402.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bristol, City of","Local authority","E06000023","Girls","52.7","1145","60373.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Bury","Local authority","E08000002","Boys","45.1","1142","51465"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lambeth","Local authority","E09000022","Boys","45.8","1141","52288"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","70.8","13","921"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Barnsley","Local authority","E08000016","Girls","47.9","1136","54454.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","East Midlands","Region","E12000004","Girls","51","1133","57805.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Yorkshire and The Humber","Region","E12000003","Boys","43.8","1132","49577.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lewisham","Local authority","E09000023","Girls","51.7","1131","58459.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Salford","Local authority","E08000006","Boys","39.7","1131","44906"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Coventry","Local authority","E08000026","Boys","43.1","1128","48667.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Central Bedfordshire","Local authority","E06000056","Girls","51.2","1127","57755.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Coventry","Local authority","E08000026","Girls","47.8","1127","53917"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","52.1","146","7613.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Boys","48.4","1114","53971"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bromley","Local authority","E09000006","Boys","50.3","1114","56050.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Havering","Local authority","E09000016","All","51.6","2094","107960.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Southampton","Local authority","E06000045","Boys","43.8","1112","48693.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2019-2020","Academic year","North West","Region","E12000002","Girls","52","1111","57719.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","North Somerset","Local authority","E06000024","Girls","52.9","1110","58717"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Walsall","Local authority","E08000030","Girls","48.5","1110","53871.75"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Lambeth","Local authority","E09000022","Girls","52.8","1109","58585.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Herefordshire, County of","Local authority","E06000019","All","50.3","1773","89195.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Tameside","Local authority","E08000008","Girls","50.5","1107","55932.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Warrington","Local authority","E06000007","Girls","54.7","1104","60342.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2019-2020","Academic year","Swindon","Local authority","E06000030","Boys","45.7","1104","50450.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","Bolton","Local authority","E08000001","Girls","49.9","1101","54919.75"
