"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All"," 11-16","50.1","9","450.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All"," 11-16","74.1","35","2591.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All"," 11-16","64.7","10","646.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All"," 11-16","51.8","12","621.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","All"," 11-16","64.7","48","3106.01"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 11-16","61.6","8","493"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All"," 11-16","66","20","1319.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All"," 11-16","59.8","22","1315.13"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All"," 11-16","72.7","10","726.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All"," 11-16","61.4","21","1289.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All"," 11-16","49.6","8","396.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All"," 11-16","64.4","28","1802.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All"," 11-16","49.5","1","49.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All"," 11-16","50.9","6","305.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All"," 11-16","60.2","10","601.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All"," 11-16","48.2","7","337.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","All"," 11-16","68.1","12","817.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","All"," 11-16","69.8","7","488.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","All"," 11-16","66.7","10","666.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","All"," 11-16","65.6","10","655.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","All"," 11-16","59.9","9","539.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All"," 11-16","65.2","27","1760"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All"," 11-16","59.2","10","592"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All"," 11-16","64.3","60","3860"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All"," 11-16","67.2","78","5239.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All"," 11-16","64.5","2","129"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All"," 11-16","60.8","26","1582"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All"," 11-16","68.1","7","476.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All"," 11-16","67","10","670"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All"," 11-16","66.8","5","334"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All"," 11-16","61.5","13","799.13"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All"," 11-16","68.1","7","477"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All"," 11-16","81.8","4","327"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All"," 11-16","64.2","18","1156"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All"," 11-16","58.8","21","1234.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All"," 11-16","63.7","14","892"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","All"," 11-16","69","3","207"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All"," 11-16","72.9","44","3206.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All"," 11-16","73.8","31","2288"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All"," 11-16","65.9","4","263.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All"," 11-16","72.9","36","2624"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All"," 11-16","63.2","17","1074"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 11-16","73.3","7","513"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All"," 11-16","70.3","19","1336"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All"," 11-16","54.7","9","492"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All"," 11-16","35.3","4","141"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","All"," 11-16","75.3","19","1430.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","All"," 11-16","72.3","5","361.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","All"," 11-16","68.4","18","1230.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","All"," 11-16","68.5","6","411"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","All"," 11-16","75.4","52","3920.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","All"," 11-16","55.5","15","832"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All"," 11-16","72","1","72"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All"," 11-16","56.7","42","2380.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","All"," 11-16","65.5","66","4322.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","All"," 11-16","64.1","12","769.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","All"," 11-16","58.8","12","705"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","All"," 11-16","50.7","16","811.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","All"," 11-16","60.1","10","601"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","All"," 11-16","77.9","13","1012.88"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","All"," 11-16","76.5","2","153"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","All"," 11-16","61.8","6","370.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","All"," 11-16","55","20","1099.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","All"," 11-16","66.5","6","399"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","All"," 11-16","59.2","5","296"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All"," 11-16","69.5","8","555.63"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All"," 11-16","68.9","18","1240.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All"," 11-16","72","10","720"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All"," 11-16","53.4","4","213.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All"," 11-16","58.6","20","1172"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","All"," 11-16","54.2","6","325"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","All"," 11-16","62.2","10","621.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","All"," 11-16","55.9","6","335.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","All"," 11-16","68.7","6","412"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","All"," 11-16","72","6","432"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","All"," 11-16","67","6","402"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","All"," 11-16","66.7","12","800.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","East Midlands","Region","E12000004","All"," 11-16","62.5","123","7686.39"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","West Midlands","Region","E12000005","All"," 11-16","64","144","9209.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","East of England","Region","E12000006","All"," 11-16","64.5","245","15798.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Inner London","Region","E12000007","All"," 11-16","63.9","183","11702.13"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Outer London","Region","E12000007","All"," 11-16","68.4","344","23528.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","South East","Region","E12000008","All"," 11-16","62.8","325","20409.39"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","South West","Region","E12000009","All"," 11-16","64.6","140","9042.38"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","North East","Region","E12000001","All"," 11-16","63.3","60","3799.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","North West","Region","E12000002","All"," 11-16","63.3","319","20203.78"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","Yorkshire and The Humber","Region","E12000003","All"," 11-16","65.4","113","7387.51"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","64.5","1996","128766.96"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All"," 11-16","52","60","3118.13"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All"," 11-16","52.1","25","1301.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","All"," 11-16","41.2","60","2473"
