"Time","Ethnicity","%"
"2014/15","All","75.2"
"2014/15","Asian","63.3"
"2014/15","Black","78.6"
"2014/15","Chinese","48.7"
"2014/15","Mixed","75.2"
"2014/15","White","78.1"
"2014/15","Other","54.5"
"2016/17","All","76.7"
"2016/17","Asian","63.6"
"2016/17","Black","80.4"
"2016/17","Chinese","58.5"
"2016/17","Mixed","76.8"
"2016/17","White","79.1"
"2016/17","Other","56.7"
