"Ethnicity","Local authority","%"
"Other","Newham","85"
"Other","Norfolk","75"
"Other","North East Lincolnshire","90"
"Other","North Lincolnshire","53"
"Other","North Somerset","57"
"Other","North Tyneside","64"
"Other","North Yorkshire","81"
"Other","Northamptonshire","91"
"Other","Northumberland","86"
"Other","Nottingham","76"
"Other","Nottinghamshire","81"
"Other","Oldham","64"
"Other","Oxfordshire","78"
"Other","Peterborough","75"
"Other","Plymouth","77"
"Other","Portsmouth","82"
"Other","Reading","76"
"Other","Redbridge","77"
"Other","Redcar and Cleveland","33"
"Other","Richmond upon Thames","80"
"Other","Rochdale","74"
"Other","Rotherham","71"
"Other","Rutland","100"
"Other","Salford","74"
"Other","Sandwell","70"
"Other","Sefton","67"
"Other","Sheffield","67"
"Other","Shropshire","64"
"Other","Slough","82"
"Other","Solihull","70"
"Other","Somerset","67"
"Other","South Gloucestershire","78"
"Other","South Tyneside","78"
"Other","Southampton","79"
"Other","Southend-on-Sea","92"
"Other","Southwark","77"
"Other","St. Helens","82"
"Other","Staffordshire","76"
"Other","Stockport","81"
"Other","Stockton-on-Tees","72"
"Other","Stoke-on-Trent","59"
"Other","Suffolk","79"
"Other","Sunderland","50"
"Other","Surrey","81"
"Other","Sutton","87"
"Other","Swindon","78"
"Other","Tameside","79"
"Other","Telford and Wrekin","67"
"Other","Thurrock","71"
"Other","Torbay","70"
"Other","Tower Hamlets","79"
"Other","Trafford","88"
"Other","Wakefield","74"
"Other","Walsall","71"
"Other","Waltham Forest","83"
"Other","Wandsworth","81"
"Other","Warrington","64"
"Other","Warwickshire","75"
"Other","West Berkshire","92"
"Other","West Sussex","75"
"Other","Westminster","85"
"Other","Wigan","83"
"Other","Wiltshire","70"
"Other","Windsor and Maidenhead","90"
"Other","Wirral","65"
"Other","Wokingham","84"
"Other","Wolverhampton","87"
"Other","Worcestershire","77"
"Other","York","87"
