"Ethnicity",""
"All","7.88"
"Bangladeshi","7.71"
"Chinese","7.64"
"Indian","7.92"
"Pakistani","7.81"
"Asian other","7.91"
"Black","7.77"
"Mixed","7.65"
"White","7.89"
"White Gypsy / Traveller","?"
"Arab","7.97"
"Other","7.80"
