"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","37.1","Score out of 90","905","33585.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","46","Score out of 90","3555","163416.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","54.3","Score out of 90","7710","418856.02"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","49.8","Score out of 90","4348","216670.76"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","48.8","Score out of 90","5818","283901.01"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","52.4","Score out of 90","2374","124312.01"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","52.7","Score out of 90","266","14030"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","48.9","Score out of 90","1371","67038.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","45.7","Score out of 90","1644","75185.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","49.6","Score out of 90","5719","283709.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","51.2","Score out of 90","358","18324.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","60.3","Score out of 90","13","784.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","60.8","Score out of 90","14","850.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","48.2","Score out of 90","4456","214918.76"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","54.8","Score out of 90","210","11510"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","56","Score out of 90","642","35968"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","52","Score out of 90","26","1353"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","1.9","Score out of 90","99","191.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","43.7","Score out of 90","17","743"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","51.1","Score out of 90","47","2400"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","44.7","Score out of 90","227","10152.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.9","Score out of 90","5325","260566.63"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","77.8","Score out of 90","167","12990.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","31.6","Score out of 90","759","24000.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","51.4","Score out of 90","5059","259900.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","51.4","Score out of 90","5059","259900.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","18.8","Score out of 90","214","4032.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","36.6","Score out of 90","545","19968.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","43.2","Score out of 90","1820","78537.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","51.4","Score out of 90","3998","205363.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","55.4","Score out of 90","4009","222203.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","54.8","Score out of 90","5447","298371.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","57.9","Score out of 90","2372","137262.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","!","Score out of 90","1","!"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","56.5","Score out of 90","226","12774.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","54.9","Score out of 90","1386","76094.01"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","51.3","Score out of 90","1365","69959.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","55.3","Score out of 90","5396","298328.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","55.5","Score out of 90","351","19479.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","58.8","Score out of 90","4","235"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","68.6","Score out of 90","38","2607.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","54.6","Score out of 90","4240","231445.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","55.1","Score out of 90","155","8536"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","59.4","Score out of 90","588","34925.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","56.3","Score out of 90","19","1068.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.8","Score out of 90","51","43"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","43.6","Score out of 90","15","654.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","50.1","Score out of 90","31","1552.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","55.7","Score out of 90","187","10407.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","54.5","Score out of 90","5038","274650.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","77.9","Score out of 90","170","13239.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","32.7","Score out of 90","455","14899.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","56.8","Score out of 90","4991","283441.01"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","56.8","Score out of 90","4991","283441.01"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","13.5","Score out of 90","95","1281.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","37.8","Score out of 90","360","13617.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","48.9","Score out of 90","1735","84879"
"Average Attainment 8 score","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","57.5","Score out of 90","3712","213492.51"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50.5","Score out of 90","25751","1301520.67"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","45.3","Score out of 90","6287","284541.88"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","52.2","Score out of 90","19464","1016978.79"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","47.9","Score out of 90","13246","633845.76"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","42.8","Score out of 90","3193","136504.5"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","49.5","Score out of 90","10053","497341.26"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","53.4","Score out of 90","12505","667674.91"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","47.8","Score out of 90","3094","148037.38"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","55.2","Score out of 90","9411","519637.53"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","49","Score out of 90","6849","335879.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","45.1","Score out of 90","10115","456500.26"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","52.1","Score out of 90","3877","202185.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","17.8","Score out of 90","1139","20246.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","48.6","Score out of 90","684","33212"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","50.3","Score out of 90","1978","99457.63"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","44","Score out of 90","2123","93481.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","45.7","Score out of 90","9973","456029.26"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","49.8","Score out of 90","723","36013.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","3","!"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","66.5","Score out of 90","244","16235"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","57.6","Score out of 90","22","1267.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","48.5","Score out of 90","7057","342462.76"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","51.1","Score out of 90","184","9399.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","50.3","Score out of 90","601","30219"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","3.3","Score out of 90","142","471"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","41.5","Score out of 90","81","3361.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","43.3","Score out of 90","84","3639"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","44.7","Score out of 90","451","20141"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.4","Score out of 90","8014","387552.88"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","76.1","Score out of 90","369","28089.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","30.8","Score out of 90","1391","42886.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","51.9","Score out of 90","7585","393367.76"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","51.9","Score out of 90","7585","393367.76"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","17.2","Score out of 90","341","5881"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","35.2","Score out of 90","1050","37005.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","39.2","Score out of 90","2023","79299.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","46.6","Score out of 90","8092","377200.88"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","47.2","Score out of 90","3487","164688"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","43.3","Score out of 90","5140","222573.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","50.5","Score out of 90","1952","98518.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","13.9","Score out of 90","510","7065.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","47.4","Score out of 90","340","16132.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","48","Score out of 90","1046","50254.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","41.8","Score out of 90","1101","46002.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","44","Score out of 90","5045","222135.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","47.2","Score out of 90","364","17166.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","65.2","Score out of 90","133","8672"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","62.2","Score out of 90","15","933.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","46.6","Score out of 90","3630","169324.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","50.9","Score out of 90","110","5600.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","47.3","Score out of 90","283","13373"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","4.6","Score out of 90","95","438"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","42","Score out of 90","42","1764"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","43.7","Score out of 90","52","2270"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","41","Score out of 90","241","9871.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","46.3","Score out of 90","4067","188103.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","75.3","Score out of 90","227","17094.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","28.8","Score out of 90","841","24199.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","50.5","Score out of 90","3789","191308.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","50.5","Score out of 90","3789","191308.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","18.3","Score out of 90","242","4433.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","33","Score out of 90","599","19766"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","36.3","Score out of 90","1019","36982.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","45","Score out of 90","4121","185591.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","50.9","Score out of 90","3362","171191.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","47","Score out of 90","4975","233926.51"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","53.9","Score out of 90","1925","103666.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","21","Score out of 90","629","13180.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","49.6","Score out of 90","344","17079.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","52.8","Score out of 90","932","49203.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","46.5","Score out of 90","1022","47479"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","47.5","Score out of 90","4928","233893.51"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","52.5","Score out of 90","359","18847.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Hindu","!","Score out of 90","3","!"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","68.1","Score out of 90","111","7563"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","47.7","Score out of 90","7","334"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","50.5","Score out of 90","3427","173138.01"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","51.3","Score out of 90","74","3798.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","53","Score out of 90","318","16846"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.7","Score out of 90","47","33"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","41","Score out of 90","39","1597.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","42.8","Score out of 90","32","1369"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","48.9","Score out of 90","210","10269.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.5","Score out of 90","3947","199449.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","77.4","Score out of 90","142","10994.38"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","34","Score out of 90","550","18686.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","53.2","Score out of 90","3796","202059.51"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","53.2","Score out of 90","3796","202059.51"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","14.6","Score out of 90","99","1447.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","38.2","Score out of 90","451","17239.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","42.1","Score out of 90","1004","42317.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","48.3","Score out of 90","3971","191609.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","51.4","Score out of 90","322089","16539304.96"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50.2","Score out of 90","421995","21203614.56"
