"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Boys","42","Score out of 90","1515","63610.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","Girls","47.1","Score out of 90","1455","68583.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","All","51.7","Score out of 90","2099","108546"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Boys","48.4","Score out of 90","1044","50554.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Calderdale","Local authority","E08000033","Girls","55","Score out of 90","1055","57991.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","All","47","Score out of 90","2841","133512"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Boys","43.6","Score out of 90","1441","62887.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Doncaster","Local authority","E08000017","Girls","50.4","Score out of 90","1400","70624.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","All","51.5","Score out of 90","3117","160556.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","Boys","47.6","Score out of 90","1536","73080.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Riding of Yorkshire","Local authority","E06000011","Girls","55.3","Score out of 90","1581","87476"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","All","47.7","Score out of 90","2378","113406.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Boys","44.6","Score out of 90","1226","54646"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kingston upon Hull, City of","Local authority","E06000010","Girls","51","Score out of 90","1152","58760.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","All","49.7","Score out of 90","2973","147700.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","Boys","46.8","Score out of 90","1509","70650.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Kirklees","Local authority","E08000034","Girls","52.6","Score out of 90","1464","77049.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","All","49.6","Score out of 90","5928","294233.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","Boys","46.3","Score out of 90","2988","138471.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leeds","Local authority","E08000035","Girls","53","Score out of 90","2940","155761.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","All","48.1","Score out of 90","1599","76886"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","Boys","44.1","Score out of 90","811","35762"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East Lincolnshire","Local authority","E06000012","Girls","52.2","Score out of 90","788","41124"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","All","47.5","Score out of 90","1757","83542.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","Boys","44.4","Score out of 90","896","39775.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Lincolnshire","Local authority","E06000013","Girls","50.8","Score out of 90","861","43767"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","All","52.2","Score out of 90","5837","304771"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","Boys","49.2","Score out of 90","2938","144536.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Yorkshire","Local authority","E10000023","Girls","55.3","Score out of 90","2899","160234.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","All","48.4","Score out of 90","2755","133213"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","Boys","45.2","Score out of 90","1334","60313.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rotherham","Local authority","E08000018","Girls","51.3","Score out of 90","1421","72899.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","All","48.4","Score out of 90","3976","192261.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","Boys","45.4","Score out of 90","2071","94034.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sheffield","Local authority","E08000019","Girls","51.6","Score out of 90","1905","98226.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","All","50.1","Score out of 90","3324","166460.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","Boys","47.1","Score out of 90","1747","82239"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wakefield","Local authority","E08000036","Girls","53.4","Score out of 90","1577","84221.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","All","54.8","Score out of 90","1692","92700.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","Boys","52.1","Score out of 90","852","44387.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","York","Local authority","E06000014","Girls","57.5","Score out of 90","840","48313"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","All","45.3","Score out of 90","1996","90495.01"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Boys","43.4","Score out of 90","1020","44249.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derby","Local authority","E06000015","Girls","47.4","Score out of 90","976","46245.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","All","49.7","Score out of 90","7256","360743.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Boys","46.8","Score out of 90","3699","173163"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Derbyshire","Local authority","E10000007","Girls","52.7","Score out of 90","3557","187580.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","All","40.3","Score out of 90","1225","49342.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Boys","37.4","Score out of 90","629","23503.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicester","Local authority","E06000016","Girls","43.4","Score out of 90","596","25839.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","All","49.5","Score out of 90","6232","308334.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","Boys","47.1","Score out of 90","3269","154025.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Leicestershire","Local authority","E10000018","Girls","52.1","Score out of 90","2963","154309"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","All","49.9","Score out of 90","7289","364006.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","Boys","46.8","Score out of 90","3657","171066.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lincolnshire","Local authority","E10000019","Girls","53.1","Score out of 90","3632","192939.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","All","47.5","Score out of 90","3223","153098"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","Boys","44.9","Score out of 90","1598","71701"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Northamptonshire","Local authority","E06000061","Girls","50.1","Score out of 90","1625","81397"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","All","44.7","Score out of 90","1559","69695.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","Boys","43.2","Score out of 90","814","35193.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottingham","Local authority","E06000018","Girls","46.3","Score out of 90","745","34502"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","All","50.7","Score out of 90","7289","369810"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","Boys","48.4","Score out of 90","3699","179179.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Nottinghamshire","Local authority","E10000024","Girls","53.1","Score out of 90","3590","190630.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","All","55","Score out of 90","474","26085.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","Boys","52.6","Score out of 90","240","12627.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rutland","Local authority","E06000017","Girls","57.5","Score out of 90","234","13458.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","All","50.9","Score out of 90","3506","178293.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","Boys","47.9","Score out of 90","1777","85154.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Northamptonshire","Local authority","E06000062","Girls","53.9","Score out of 90","1729","93138.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","All","49.2","Score out of 90","4359","214351"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","Boys","46.1","Score out of 90","2161","99667.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Birmingham","Local authority","E08000025","Girls","52.2","Score out of 90","2198","114683.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Coventry","Local authority","E08000026","All","45.9","Score out of 90","2191","100668.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Coventry","Local authority","E08000026","Boys","43.4","Score out of 90","1129","48983"
