"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Chinese","ONS 2011 18+1","2018-2019","Academic Year","York","Local authority","E06000014","Other"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","All"," 10-11","75","%","309","232"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","All"," 10-11","85","%","427","364"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","All"," 10-11","76","%","71","54"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","All"," 10-11","74","%","94","70"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","All"," 10-11","63","%","254","161"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","All"," 10-11","82","%","234","192"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","All"," 10-11","73","%","1394","1016"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","All"," 10-11","82","%","72","59"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","All"," 10-11","75","%","60","45"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","All"," 10-11","81","%","156","126"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","All"," 10-11","84","%","226","190"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","All"," 10-11","84","%","101","85"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","All"," 10-11","76","%","407","310"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","All"," 10-11","83","%","284","236"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","All"," 10-11","84","%","281","237"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","All"," 10-11","72","%","444","318"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","All"," 10-11","84","%","411","344"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","All"," 10-11","78","%","488","381"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","All"," 10-11","76","%","116","88"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","All"," 10-11","81","%","110","89"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","All"," 10-11","77","%","376","291"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","All"," 10-11","86","%","170","146"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","All"," 10-11","75","%","259","194"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","All"," 10-11","79","%","175","139"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","All"," 10-11","80","%","106","85"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","All"," 10-11","100","%","4","4"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","All"," 10-11","74","%","143","106"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","All"," 10-11","88","%","100","88"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","All"," 10-11","75","%","293","220"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","All"," 10-11","74","%","729","543"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","All"," 10-11","82","%","77","63"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","All"," 10-11","73","%","30","22"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","All"," 10-11","77","%","248","191"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","All"," 10-11","82","%","262","215"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","All"," 10-11","79","%","194","153"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","All"," 10-11","73","%","110","80"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","All"," 10-11","76","%","122","93"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","All"," 10-11","67","%","259","174"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","All"," 10-11","83","%","361","299"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","All"," 10-11","81","%","78","63"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","All"," 10-11","77","%","321","246"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","All"," 10-11","84","%","482","405"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","All"," 10-11","83","%","901","750"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","All"," 10-11","84","%","38","32"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","All"," 10-11","79","%","337","267"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","All"," 10-11","86","%","343","294"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","All"," 10-11","78","%","267","208"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","All"," 10-11","73","%","33","24"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","All"," 10-11","77","%","184","142"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","All"," 10-11","85","%","585","495"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","All"," 10-11","80","%","344","274"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","All"," 10-11","77","%","255","197"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","All"," 10-11","87","%","15","13"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","All"," 10-11","84","%","210","176"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","All"," 10-11","83","%","60","50"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","All"," 10-11","79","%","1015","802"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","All"," 10-11","82","%","467","381"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","All"," 10-11","81","%","291","236"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","All"," 10-11","78","%","50","39"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","All"," 10-11","N/A","%","N/A","N/A"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","All"," 10-11","79","%","305","240"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","All"," 10-11","89","%","187","167"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","All"," 10-11","80","%","984","787"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","All"," 10-11","81","%","117","95"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","All"," 10-11","84","%","214","179"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","All"," 10-11","78","%","368","288"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","All"," 10-11","67","%","39","26"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","All"," 10-11","84","%","421","353"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","All"," 10-11","78","%","479","375"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","All"," 10-11","74","%","630","467"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","All"," 10-11","76","%","332","253"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","All"," 10-11","82","%","377","310"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","All"," 10-11","80","%","558","446"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","All"," 10-11","80","%","249","200"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","All"," 10-11","78","%","295","231"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","All"," 10-11","80","%","280","223"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","All"," 10-11","77","%","572","438"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","All"," 10-11","81","%","226","183"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","All"," 10-11","76","%","230","174"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","All"," 10-11","71","%","112","80"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","All"," 10-11","81","%","311","253"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","All"," 10-11","82","%","135","111"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","All"," 10-11","83","%","312","259"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","All"," 10-11","76","%","322","244"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","All"," 10-11","90","%","58","52"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","All"," 10-11","71","%","34","24"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","All"," 10-11","80","%","92","74"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","All"," 10-11","87","%","76","66"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","All"," 10-11","75","%","173","129"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","All"," 10-11","71","%","519","368"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","All"," 10-11","83","%","66","55"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","All"," 10-11","79","%","486","386"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","All"," 10-11","80","%","418","335"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","All"," 10-11","79","%","179","141"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","All"," 10-11","75","%","515","384"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","All"," 10-11","72","%","189","137"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","All"," 10-11","76","%","90","68"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","All"," 10-11","92","%","120","110"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","All"," 10-11","75","%","216","163"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","All"," 10-11","82","%","307","251"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","All"," 10-11","92","%","50","46"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","All"," 10-11","86","%","228","196"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","All"," 10-11","73","%","115","84"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","All"," 10-11","63","%","109","69"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","All"," 10-11","92","%","12","11"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","All"," 10-11","80","%","240","193"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","All"," 10-11","74","%","442","326"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","All"," 10-11","82","%","77","63"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","All"," 10-11","77","%","486","372"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","All"," 10-11","80","%","93","74"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","All"," 10-11","76","%","212","161"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","All"," 10-11","77","%","221","171"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","All"," 10-11","78","%","178","138"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","All"," 10-11","85","%","170","145"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","All"," 10-11","81","%","43","35"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","All"," 10-11","80","%","176","141"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","All"," 10-11","77","%","147","113"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","All"," 10-11","80","%","377","301"
"Percentage of pupils reaching the expected standard in key stage 2 maths","Mixed","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","All"," 10-11","74","%","43","32"
