"Ethnicity","Geography","boys","girls"
"White","Redbridge","79","78"
"White","Redcar and Cleveland","76","80"
"White","Richmond upon Thames","85","85"
"White","Rochdale","73","76"
"White","Rotherham","74","76"
"White","Rutland","79","80"
"White","Salford","73","79"
"White","Sandwell","70","72"
"White","Sefton","75","77"
"White","Sheffield","74","75"
"White","Shropshire","74","74"
"White","Slough","69","74"
"White","Solihull","77","77"
"White","Somerset","77","77"
"White","South Gloucestershire","77","82"
"White","South Tyneside","76","80"
"White","Southampton","73","79"
"White","Southend-on-Sea","76","78"
"White","Southwark","81","81"
"White","St. Helens","73","77"
"White","Staffordshire","77","80"
"White","Stockport","74","75"
"White","Stockton-on-Tees","76","81"
"White","Stoke-on-Trent","70","74"
"White","Suffolk","73","75"
"White","Sunderland","74","81"
"White","Surrey","78","80"
"White","Sutton","78","84"
"White","Swindon","77","79"
"White","Tameside","70","76"
"White","Telford and Wrekin","75","78"
"White","Thurrock","75","78"
"White","Torbay","71","78"
"White","Tower Hamlets","75","77"
"White","Trafford","81","81"
"White","Wakefield","73","76"
"White","Walsall","72","75"
"White","Waltham Forest","80","84"
"White","Wandsworth","87","88"
"White","Warrington","76","80"
"White","Warwickshire","75","78"
"White","West Berkshire","74","77"
"White","West Sussex","74","74"
"White","Westminster","77","82"
"White","Wigan","74","79"
"White","Wiltshire","76","76"
"White","Windsor and Maidenhead","79","84"
"White","Wirral","71","75"
"White","Wokingham","80","79"
"White","Wolverhampton","72","77"
"White","Worcestershire","74","77"
"White","York","79","76"
"Other","Barking and Dagenham","78","63"
"Other","Barnet","81","76"
"Other","Barnsley","60","100"
"Other","Bath and North East Somerset","71","80"
"Other","Bedford","75","50"
"Other","Bexley","67","94"
"Other","Birmingham","73","74"
"Other","Blackburn with Darwen","94","33"
"Other","Blackpool","75","86"
"Other","Bolton","64","69"
"Other","Bournemouth","71","77"
"Other","Bracknell Forest","67","86"
"Other","Bradford","63","70"
"Other","Brent","63","75"
"Other","Brighton and Hove","64","43"
"Other","Bristol, City of","72","75"
"Other","Bromley","72","83"
"Other","Buckinghamshire","74","50"
"Other","Bury","59","75"
"Other","Calderdale","67","33"
"Other","Cambridgeshire","80","73"
"Other","Camden","63","77"
"Other","Central Bedfordshire","73","75"
"Other","Cheshire East","57","70"
"Other","Cheshire West and Chester","50","82"
"Other","City of London","!","!"
"Other","Cornwall","90","70"
"Other","County Durham","50","73"
"Other","Coventry","60","71"
"Other","Croydon","74","73"
"Other","Cumbria","90","75"
"Other","Darlington","50","83"
"Other","Derby","73","70"
"Other","Derbyshire","75","46"
"Other","Devon","68","60"
"Other","Doncaster","50","76"
"Other","Dorset","71","67"
"Other","Dudley","74","52"
"Other","Ealing","72","69"
"Other","East Riding of Yorkshire","29","46"
"Other","East Sussex","64","89"
"Other","Enfield","71","77"
"Other","Essex","67","86"
"Other","Gateshead","50","59"
"Other","Gloucestershire","62","44"
"Other","Greenwich","83","77"
"Other","Hackney","84","84"
"Other","Halton","50","100"
"Other","Hammersmith and Fulham","78","84"
"Other","Hampshire","85","79"
"Other","Haringey","79","69"
"Other","Harrow","69","74"
"Other","Hartlepool","75","50"
"Other","Havering","56","73"
"Other","Herefordshire, County of","57","33"
"Other","Hertfordshire","83","76"
"Other","Hillingdon","75","76"
"Other","Hounslow","77","77"
"Other","Isle of Wight","0","N/A"
"Other","Isles of Scilly","!","!"
"Other","Islington","71","79"
"Other","Kensington and Chelsea","70","82"
"Other","Kent","71","68"
"Other","Kingston upon Hull, City of","76","65"
"Other","Kingston upon Thames","77","77"
"Other","Kirklees","74","71"
"Other","Knowsley","80","80"
"Other","Lambeth","82","80"
"Other","Lancashire","74","68"
"Other","Leeds","65","70"
"Other","Leicester","72","77"
"Other","Leicestershire","83","79"
"Other","Lewisham","77","79"
"Other","Lincolnshire","65","64"
"Other","Liverpool","63","63"
"Other","Luton","69","58"
"Other","Manchester","71","70"
"Other","Medway","93","83"
"Other","Merton","77","70"
"Other","Middlesbrough","47","36"
"Other","Milton Keynes","75","86"
"Other","Newcastle upon Tyne","69","84"
"Other","Newham","83","81"
"Other","Norfolk","64","77"
"Other","North East Lincolnshire","50","57"
"Other","North Lincolnshire","46","60"
"Other","North Somerset","100","50"
"Other","North Tyneside","78","50"
"Other","North Yorkshire","59","71"
"Other","Northamptonshire","67","74"
"Other","Northumberland","57","60"
"Other","Nottingham","66","67"
"Other","Nottinghamshire","65","73"
"Other","Oldham","65","56"
"Other","Oxfordshire","68","72"
"Other","Peterborough","79","83"
"Other","Plymouth","70","71"
"Other","Poole","100","100"
"Other","Portsmouth","50","73"
"Other","Reading","83","69"
"Other","Redbridge","72","79"
"Other","Redcar and Cleveland","33","0"
"Other","Richmond upon Thames","82","100"
"Other","Rochdale","74","68"
"Other","Rotherham","46","60"
"Other","Rutland","N/A","100"
"Other","Salford","70","80"
"Other","Sandwell","69","63"
"Other","Sefton","64","64"
"Other","Sheffield","70","72"
"Other","Shropshire","67","N/A"
"Other","Slough","63","80"
"Other","Solihull","77","80"
"Other","Somerset","55","73"
"Other","South Gloucestershire","70","70"
"Other","South Tyneside","90","63"
"Other","Southampton","69","78"
"Other","Southend-on-Sea","64","75"
"Other","Southwark","78","69"
"Other","St. Helens","25","83"
"Other","Staffordshire","50","80"
"Other","Stockport","68","67"
"Other","Stockton-on-Tees","50","40"
"Other","Stoke-on-Trent","54","63"
"Other","Suffolk","67","86"
"Other","Sunderland","50","75"
"Other","Surrey","75","81"
"Other","Sutton","75","86"
"Other","Swindon","64","73"
"Other","Tameside","63","87"
"Other","Telford and Wrekin","100","N/A"
"Other","Thurrock","94","86"
"Other","Torbay","60","33"
"Other","Tower Hamlets","74","74"
"Other","Trafford","83","81"
"Other","Wakefield","71","67"
"Other","Walsall","52","67"
"Other","Waltham Forest","81","80"
"Other","Wandsworth","86","76"
"Other","Warrington","82","78"
"Other","Warwickshire","83","70"
"Other","West Berkshire","75","75"
"Other","West Sussex","59","64"
"Other","Westminster","73","76"
"Other","Wigan","65","50"
"Other","Wiltshire","67","48"
"Other","Windsor and Maidenhead","69","85"
"Other","Wirral","80","67"
"Other","Wokingham","75","67"
"Other","Wolverhampton","69","70"
"Other","Worcestershire","88","50"
"Other","York","77","86"
