"Ethnicity","Geography","%"
"Other","North Lincolnshire","52"
"Other","North Somerset","67"
"Other","North Tyneside","67"
"Other","North Yorkshire","65"
"Other","Northamptonshire","69"
"Other","Northumberland","58"
"Other","Nottingham","66"
"Other","Nottinghamshire","70"
"Other","Oldham","61"
"Other","Oxfordshire","70"
"Other","Peterborough","81"
"Other","Plymouth","70"
"Other","Poole","100"
"Other","Portsmouth","59"
"Other","Reading","77"
"Other","Redbridge","74"
"Other","Redcar and Cleveland","25"
"Other","Richmond upon Thames","88"
"Other","Rochdale","72"
"Other","Rotherham","54"
"Other","Rutland","100"
"Other","Salford","75"
"Other","Sandwell","66"
"Other","Sefton","64"
"Other","Sheffield","71"
"Other","Shropshire","67"
"Other","Slough","71"
"Other","Solihull","78"
"Other","Somerset","64"
"Other","South Gloucestershire","70"
"Other","South Tyneside","78"
"Other","Southampton","74"
"Other","Southend-on-Sea","68"
"Other","Southwark","73"
"Other","St. Helens","50"
"Other","Staffordshire","70"
"Other","Stockport","68"
"Other","Stockton-on-Tees","44"
"Other","Stoke-on-Trent","59"
"Other","Suffolk","75"
"Other","Sunderland","67"
"Other","Surrey","78"
"Other","Sutton","81"
"Other","Swindon","68"
"Other","Tameside","78"
"Other","Telford and Wrekin","100"
"Other","Thurrock","90"
"Other","Torbay","50"
"Other","Tower Hamlets","74"
"Other","Trafford","82"
"Other","Wakefield","69"
"Other","Walsall","60"
"Other","Waltham Forest","80"
"Other","Wandsworth","82"
"Other","Warrington","80"
"Other","Warwickshire","78"
"Other","West Berkshire","75"
"Other","West Sussex","61"
"Other","Westminster","74"
"Other","Wigan","57"
"Other","Wiltshire","56"
"Other","Windsor and Maidenhead","77"
"Other","Wirral","73"
"Other","Wokingham","71"
"Other","Wolverhampton","69"
"Other","Worcestershire","73"
"Other","York","80"
